Team,Games,Win-Loss,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game,Time of Possession,Average Time of Possession per Game,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,Sacks,Sack Yards,Average Sacks per Game,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Opp Kickoff Returns,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,First Down Runs,First Down Passes,First Down Penalties,First Downs,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,Penalties,Penalty Yards,Penalty Yards Per Game,3rd Attempts,3rd Conversions,3rd Percent,Opp 3rd Conversion,Opp 3rd Attempt,Opponent 3rd Percent,4th Attempts,4th Conversions,4th Percent,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent
Utah St. (Mountain West),13,11-2,945.0,6466.0,6.84,69.0,497.4,986.0,4933.0,5.0,30.0,33.0,379.5,10.0,22.0,32.0,12.0,6.0,18.0,14.0,1.08,345:30,26:34,75.0,40.0,365.0,95.0,7.3,10.0,70.0,0.77,79.0,78.0,0.0,0.0,22.0,0.0,618.0,47.5,33.0,24.0,4.0,0.0,19.0,1.0,289.0,22.2,480.0,2641.0,5.5,37.0,203.2,531.0,1859.0,3.5,12.0,143.0,61.0,25.0,14.0,14.0,53.0,0.869,41.0,11.0,11.0,13.0,35.0,0.854,10.0,130.0,1.0,13.0,10.0,130.0,1.0,13.0,465.0,303.0,6.0,3825.0,8.23,12.62,32.0,294.2,244.0,455.0,3074.0,18.0,6.76,12.6,236.5,32.0,695.0,0.0,21.72,32.0,695.0,0.0,21.72,100.0,123.0,31.0,254.0,100.0,123.0,31.0,254.0,101.0,916.0,70.46,182.0,86.0,0.473,71.0,215.0,0.33,6.0,10.0,0.6,13.0,31.0,0.419
Texas Tech (Big 12),12,5-7,972.0,5822.0,5.99,54.0,485.2,905.0,5387.0,5.95,44.0,47.0,448.9,6.0,12.0,18.0,7.0,15.0,22.0,-4.0,-0.33,362:40,30:13,50.0,40.0,308.0,70.0,5.8,25.0,176.0,2.08,57.0,55.0,0.0,0.0,17.0,0.0,448.0,37.3,47.0,46.0,0.0,1.0,13.0,2.0,373.0,31.1,437.0,1591.0,3.64,26.0,132.6,471.0,1927.0,4.09,16.0,160.6,58.0,22.0,18.0,11.0,51.0,0.879,46.0,11.0,15.0,10.0,36.0,0.783,6.0,37.0,0.0,6.17,6.0,37.0,0.0,6.17,535.0,361.0,15.0,4231.0,7.91,11.72,28.0,352.6,246.0,434.0,3460.0,28.0,7.97,14.07,288.3,21.0,445.0,1.0,21.19,21.0,445.0,1.0,21.19,107.0,142.0,28.0,277.0,107.0,142.0,28.0,277.0,96.0,890.0,74.17,182.0,86.0,0.473,66.0,175.0,0.377,11.0,18.0,0.611,8.0,21.0,0.381
Missouri (SEC),13,8-5,1004.0,6263.0,6.24,55.0,481.8,889.0,5050.0,5.68,35.0,39.0,388.5,6.0,10.0,16.0,7.0,8.0,15.0,1.0,0.08,401:33,30:53,60.0,26.0,274.0,73.0,5.6,13.0,98.0,1.0,58.0,51.0,1.0,0.0,25.0,0.0,476.0,36.6,39.0,35.0,0.0,0.0,20.0,1.0,331.0,25.5,553.0,2631.0,4.76,27.0,202.4,444.0,1644.0,3.7,11.0,126.5,62.0,24.0,14.0,16.0,54.0,0.871,45.0,10.0,15.0,15.0,40.0,0.889,13.0,131.0,2.0,10.08,13.0,131.0,2.0,10.08,451.0,281.0,8.0,3632.0,8.05,12.93,28.0,279.4,248.0,445.0,3406.0,24.0,7.65,13.73,262.0,29.0,612.0,0.0,21.1,29.0,612.0,0.0,21.1,84.0,137.0,23.0,244.0,84.0,137.0,23.0,244.0,90.0,800.0,61.54,207.0,96.0,0.464,63.0,184.0,0.342,8.0,15.0,0.533,7.0,25.0,0.28
Fla. Atlantic (C-USA),12,5-7,930.0,5746.0,6.18,49.0,478.8,863.0,5129.0,5.94,49.0,52.0,427.4,3.0,11.0,14.0,6.0,15.0,21.0,-7.0,-0.58,352:42,29:23,49.0,42.0,247.0,70.0,5.8,14.0,83.0,1.17,50.0,39.0,2.0,0.0,10.0,0.0,373.0,31.1,52.0,46.0,1.0,0.0,7.0,0.0,381.0,31.8,566.0,2902.0,5.13,35.0,241.8,484.0,2268.0,4.69,27.0,189.0,48.0,26.0,5.0,9.0,40.0,0.833,47.0,20.0,15.0,4.0,39.0,0.83,,,,,,,,,364.0,226.0,15.0,2844.0,7.81,12.58,14.0,237.0,241.0,379.0,2861.0,22.0,7.55,11.87,238.4,38.0,599.0,0.0,15.76,38.0,599.0,0.0,15.76,,,,,,,,,,,,169.0,56.0,0.331,68.0,163.0,0.417,,,,,,
Texas A&M (SEC),13,9-4,980.0,6131.0,6.26,53.0,471.6,785.0,4529.0,5.77,40.0,43.0,348.4,4.0,7.0,11.0,9.0,9.0,18.0,-7.0,-0.54,449:28,34:34,77.0,46.0,398.0,100.0,7.7,35.0,223.0,2.69,57.0,51.0,3.0,0.0,23.0,0.0,468.0,36.0,43.0,36.0,4.0,0.0,9.0,0.0,329.0,25.3,538.0,2847.0,5.29,28.0,219.0,383.0,1238.0,3.23,14.0,95.2,67.0,22.0,18.0,17.0,57.0,0.851,37.0,12.0,13.0,3.0,28.0,0.757,21.0,132.0,0.0,6.29,21.0,132.0,0.0,6.29,442.0,254.0,9.0,3284.0,7.43,12.93,25.0,252.6,244.0,402.0,3291.0,26.0,8.19,13.49,253.2,17.0,281.0,0.0,16.53,17.0,281.0,0.0,16.53,76.0,124.0,21.0,221.0,76.0,124.0,21.0,221.0,80.0,662.0,50.92,170.0,70.0,0.412,49.0,162.0,0.302,5.0,10.0,0.5,5.0,10.0,0.5
Ohio (MAC),13,9-4,867.0,6068.0,7.0,65.0,466.8,834.0,5082.0,6.09,41.0,42.0,390.9,16.0,16.0,32.0,11.0,8.0,19.0,13.0,1.0,433:06,33:18,51.0,48.0,290.0,75.0,5.8,20.0,148.0,1.54,69.0,68.0,0.0,0.0,13.0,0.0,521.0,40.1,42.0,37.0,1.0,0.0,9.0,1.0,320.0,24.6,556.0,3361.0,6.04,40.0,258.5,412.0,1782.0,4.33,17.0,137.1,72.0,37.0,15.0,12.0,64.0,0.889,39.0,14.0,12.0,6.0,32.0,0.821,15.0,95.0,0.0,6.33,15.0,95.0,0.0,6.33,311.0,185.0,8.0,2707.0,8.7,14.63,25.0,208.2,256.0,422.0,3300.0,24.0,7.82,12.89,253.8,56.0,845.0,0.0,15.09,56.0,845.0,0.0,15.09,100.0,138.0,18.0,256.0,100.0,138.0,18.0,256.0,64.0,652.0,50.15,156.0,76.0,0.487,74.0,169.0,0.438,9.0,13.0,0.692,7.0,15.0,0.467
Arkansas St. (Sun Belt),13,8-5,980.0,6061.0,6.18,46.0,466.2,862.0,4804.0,5.57,44.0,45.0,369.5,8.0,12.0,20.0,6.0,10.0,16.0,4.0,0.31,391:34,30:07,66.0,68.0,370.0,100.0,7.7,24.0,152.0,1.85,50.0,42.0,3.0,0.0,14.0,2.0,394.0,30.3,45.0,39.0,0.0,0.0,8.0,0.0,333.0,25.6,508.0,2402.0,4.73,18.0,184.8,524.0,2493.0,4.76,21.0,191.8,50.0,16.0,14.0,9.0,39.0,0.78,37.0,12.0,11.0,6.0,29.0,0.784,8.0,-15.0,0.0,-1.88,8.0,-15.0,0.0,-1.88,472.0,303.0,10.0,3659.0,7.75,12.08,28.0,281.5,193.0,338.0,2311.0,23.0,6.84,11.97,177.8,49.0,803.0,0.0,16.39,49.0,803.0,0.0,16.39,119.0,88.0,25.0,232.0,119.0,88.0,25.0,232.0,99.0,865.0,66.54,200.0,80.0,0.4,67.0,187.0,0.358,16.0,30.0,0.533,11.0,22.0,0.5
Georgia (SEC),14,11-3,923.0,6508.0,7.05,64.0,464.9,890.0,4400.0,4.94,31.0,32.0,314.3,9.0,8.0,17.0,8.0,6.0,14.0,3.0,0.21,440:52,31:29,49.0,32.0,252.0,65.0,4.6,20.0,122.0,1.43,68.0,65.0,0.0,0.0,19.0,0.0,530.0,37.9,32.0,28.0,2.0,0.0,15.0,0.0,269.0,19.2,567.0,3343.0,5.9,30.0,238.8,467.0,1876.0,4.02,18.0,134.0,60.0,20.0,20.0,14.0,54.0,0.9,37.0,18.0,3.0,12.0,33.0,0.892,5.0,64.0,0.0,12.8,5.0,64.0,0.0,12.8,356.0,241.0,6.0,3165.0,8.89,13.13,34.0,226.1,258.0,423.0,2524.0,13.0,5.97,9.78,180.3,10.0,313.0,1.0,31.3,10.0,313.0,1.0,31.3,99.0,121.0,20.0,240.0,99.0,121.0,20.0,240.0,77.0,680.0,48.57,162.0,77.0,0.475,65.0,191.0,0.34,8.0,13.0,0.615,13.0,27.0,0.481
Syracuse (ACC),13,10-3,1063.0,6042.0,5.68,60.0,464.8,951.0,5545.0,5.83,40.0,42.0,426.5,13.0,18.0,31.0,6.0,12.0,18.0,13.0,1.0,396:14,30:28,87.0,18.0,429.0,96.0,7.4,37.0,243.0,2.85,62.0,61.0,0.0,0.0,30.0,0.0,523.0,40.2,42.0,39.0,0.0,0.0,20.0,0.0,351.0,27.0,602.0,2601.0,4.32,38.0,200.1,488.0,2112.0,4.33,20.0,162.5,75.0,34.0,11.0,22.0,67.0,0.893,51.0,15.0,11.0,13.0,39.0,0.765,16.0,158.0,1.0,9.88,16.0,158.0,1.0,9.88,461.0,271.0,12.0,3441.0,7.46,12.7,22.0,264.7,255.0,463.0,3433.0,20.0,7.41,13.46,264.1,22.0,403.0,0.0,18.32,22.0,403.0,0.0,18.32,103.0,133.0,22.0,258.0,103.0,133.0,22.0,258.0,94.0,768.0,59.08,211.0,84.0,0.398,56.0,196.0,0.286,10.0,18.0,0.556,11.0,25.0,0.44
North Texas (C-USA),13,9-4,966.0,5987.0,6.2,53.0,460.5,915.0,4870.0,5.32,38.0,38.0,374.6,4.0,18.0,22.0,8.0,9.0,17.0,5.0,0.38,409:25,31:29,75.0,44.0,407.0,97.0,7.5,28.0,210.0,2.15,57.0,51.0,0.0,0.0,19.0,0.0,450.0,34.6,38.0,35.0,2.0,0.0,15.0,1.0,314.0,24.2,462.0,1999.0,4.33,25.0,153.8,447.0,1558.0,3.49,20.0,119.8,60.0,21.0,17.0,14.0,52.0,0.867,45.0,15.0,8.0,12.0,35.0,0.778,,,,,,,,,504.0,321.0,9.0,3988.0,7.91,12.42,28.0,306.8,248.0,468.0,3312.0,18.0,7.08,13.35,254.8,37.0,735.0,0.0,19.86,37.0,735.0,0.0,19.86,,,,,,,,,,,,177.0,66.0,0.373,69.0,197.0,0.35,,,,,,
Boise St. (Mountain West),13,10-3,979.0,5974.0,6.1,55.0,459.5,820.0,4627.0,5.64,33.0,35.0,355.9,17.0,7.0,24.0,5.0,8.0,13.0,11.0,0.85,431:55,33:13,63.0,38.0,388.0,82.0,6.3,32.0,183.0,2.46,61.0,58.0,0.0,0.0,12.0,0.0,460.0,35.4,35.0,32.0,0.0,0.0,15.0,0.0,287.0,22.1,519.0,2178.0,4.2,24.0,167.5,438.0,1598.0,3.65,16.0,122.9,49.0,19.0,12.0,10.0,41.0,0.837,38.0,11.0,10.0,10.0,31.0,0.816,10.0,150.0,2.0,15.0,10.0,150.0,2.0,15.0,460.0,310.0,8.0,3796.0,8.25,12.25,31.0,292.0,240.0,382.0,3029.0,17.0,7.93,12.62,233.0,28.0,561.0,0.0,20.04,28.0,561.0,0.0,20.04,91.0,123.0,18.0,232.0,91.0,123.0,18.0,232.0,75.0,699.0,53.77,202.0,106.0,0.525,51.0,164.0,0.311,14.0,23.0,0.609,14.0,23.0,0.609
Baylor (Big 12),13,7-6,988.0,5968.0,6.04,47.0,459.1,852.0,5532.0,6.49,50.0,51.0,425.5,3.0,7.0,10.0,6.0,13.0,19.0,-9.0,-0.69,424:49,32:40,55.0,28.0,304.0,69.0,5.3,39.0,241.0,3.0,49.0,43.0,1.0,0.0,15.0,0.0,384.0,29.5,51.0,47.0,1.0,0.0,19.0,0.0,412.0,31.7,502.0,2198.0,4.38,25.0,169.1,440.0,2385.0,5.42,25.0,183.5,55.0,20.0,12.0,9.0,41.0,0.745,36.0,13.0,8.0,12.0,33.0,0.917,11.0,96.0,0.0,8.73,11.0,96.0,0.0,8.73,486.0,296.0,13.0,3770.0,7.76,12.74,22.0,290.0,247.0,412.0,3147.0,25.0,7.64,12.74,242.1,27.0,580.0,0.0,21.48,27.0,580.0,0.0,21.48,116.0,127.0,24.0,267.0,116.0,127.0,24.0,267.0,100.0,895.0,68.85,184.0,80.0,0.435,78.0,177.0,0.441,13.0,22.0,0.591,8.0,15.0,0.533
