Team,Games,Win-Loss,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game,Time of Possession,Average Time of Possession per Game,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,Sacks,Sack Yards,Average Sacks per Game,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Opp Kickoff Returns,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,First Down Runs,First Down Passes,First Down Penalties,First Downs,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,Penalties,Penalty Yards,Penalty Yards Per Game,3rd Attempts,3rd Conversions,3rd Percent,Opp 3rd Conversion,Opp 3rd Attempt,Opponent 3rd Percent,4th Attempts,4th Conversions,4th Percent,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent
Cincinnati (Big 12),12,3-9,877,5113,5.83,35,426.1,725,4833,6.67,44,46,402.8,5,8,13,6,11,17,-4,-0.33,383:37,31:58,51,34,230,68,5.7,27,150,2.25,35,30,2,0,15,0,289,24.1,46,45,0,0,13,0,360,30.0,517,2605,5.04,14,217.1,397,2123,5.35,24,176.9,43,12,10,11,33,0.767,46,16,14,10,40,0.87,16,72,0,4.5,16,72,0,4.5,360,218,11,2508,6.97,11.5,21,209.0,186,328,2710,20,8.26,14.57,225.8,25,501,0,20.04,25,501,0,20.04,109,106,23,238,109,106,23,238,68,631,52.58,176,74,0.42,59,148,0.399,14,31,0.452,12,17,0.706
Ohio St. (Big Ten),12,11-1,774,5100,6.59,46,425.0,757,3119,4.12,13,13,259.9,4,7,11,5,7,12,-1,-0.08,356:23,29:42,47,34,237,64,5.3,19,121,1.58,50,49,0,0,15,0,394,32.8,13,12,0,0,14,0,132,11.0,398,1708,4.29,20,142.3,399,1350,3.38,5,112.5,50,14,18,11,43,0.86,25,4,7,8,19,0.76,10,135,0,13.5,10,135,0,13.5,376,245,7,3392,9.02,13.84,26,282.7,187,358,1769,8,4.94,9.46,147.4,14,251,0,17.93,14,251,0,17.93,75,90,19,184,75,90,19,184,66,522,43.5,151,70,0.464,50,173,0.289,9,17,0.529,13,29,0.448
South Alabama (Sun Belt),12,6-6,824,5095,6.18,48,424.6,752,3922,5.22,29,33,326.8,8,11,19,9,10,19,0,0.0,366:06,30:30,53,46,252,76,6.3,31,196,2.58,48,38,3,0,13,0,371,30.9,33,30,1,0,11,0,263,21.9,432,1916,4.44,24,159.7,428,1401,3.27,10,116.8,43,21,12,6,39,0.907,30,9,5,9,23,0.767,5,11,0,2.2,5,11,0,2.2,392,268,10,3179,8.11,11.86,24,264.9,196,324,2521,19,7.78,12.86,210.1,29,558,1,19.24,29,558,1,19.24,75,101,24,200,75,101,24,200,81,702,58.5,164,71,0.433,54,159,0.34,17,26,0.654,8,18,0.444
UTSA (AAC),12,8-4,890,5095,5.72,47,424.6,858,4431,5.16,33,35,369.2,7,9,16,7,12,19,-3,-0.25,361:50,30:09,72,36,387,90,7.5,23,165,1.92,48,46,1,0,14,1,380,31.7,35,31,2,0,17,0,296,24.7,475,2098,4.42,24,174.8,440,1652,3.75,14,137.7,46,20,11,8,39,0.848,40,10,12,12,34,0.85,7,52,0,7.43,7,52,0,7.43,415,268,12,2997,7.22,11.18,23,249.8,239,418,2779,19,6.65,11.63,231.6,24,508,0,21.17,24,508,0,21.17,91,125,17,233,91,125,17,233,68,606,50.5,179,85,0.475,78,197,0.396,15,25,0.6,18,29,0.621
Coastal Carolina (Sun Belt),12,7-5,802,5075,6.33,38,422.9,798,4560,5.71,34,36,380.0,7,14,21,8,9,17,4,0.33,376:30,31:22,36,36,207,54,4.5,16,113,1.33,41,40,1,0,16,0,336,28.0,36,35,0,0,15,0,296,24.7,425,1873,4.41,17,156.1,437,2022,4.63,14,168.5,51,15,8,15,38,0.745,46,14,13,10,37,0.804,7,85,1,12.14,7,85,1,12.14,377,253,9,3202,8.49,12.66,21,266.8,207,361,2538,20,7.03,12.26,211.5,10,220,0,22.0,10,220,0,22.0,113,110,20,243,113,110,20,243,63,623,51.92,157,68,0.433,66,158,0.418,8,22,0.364,11,23,0.478
Ga. Southern (Sun Belt),12,6-6,891,5070,5.69,39,422.5,788,4795,6.09,45,46,399.6,8,13,21,9,17,26,-5,-0.42,378:04,31:30,58,50,294,83,6.9,29,177,2.42,43,42,1,0,23,0,371,30.9,46,42,2,0,11,0,355,29.6,356,1491,4.19,15,124.2,408,1866,4.57,26,155.5,54,13,14,19,46,0.852,51,23,13,8,44,0.863,7,91,0,13.0,7,91,0,13.0,535,344,17,3579,6.69,10.4,24,298.2,238,380,2929,19,7.71,12.31,244.1,17,339,1,19.94,17,339,1,19.94,99,129,16,244,99,129,16,244,70,603,50.25,173,79,0.457,54,151,0.358,11,18,0.611,6,14,0.429
Washington St. (Pac-12),12,5-7,852,5060,5.94,44,421.7,824,4673,5.67,40,43,389.4,7,8,15,12,9,21,-6,-0.5,356:00,29:40,47,30,262,62,5.2,38,249,3.17,50,44,3,0,10,0,380,31.7,43,40,0,0,13,0,337,28.1,342,1018,2.98,17,84.8,425,1810,4.26,26,150.8,50,17,15,6,38,0.76,42,20,8,10,38,0.905,8,65,0,8.12,8,65,0,8.12,510,340,9,4042,7.93,11.89,27,336.8,241,399,2863,14,7.18,11.88,238.6,16,421,1,26.31,16,421,1,26.31,96,122,23,241,96,122,23,241,73,596,49.67,160,68,0.425,72,175,0.411,12,26,0.462,12,19,0.632
Oklahoma St. (Big 12),13,9-4,940,5475,5.82,43,421.2,895,5740,6.41,48,50,441.5,9,12,21,5,14,19,2,0.15,383:29,29:30,63,34,264,80,6.2,13,91,1.0,44,39,1,0,26,0,383,29.5,50,41,2,0,10,1,377,29.0,420,2040,4.86,27,156.9,487,2262,4.64,21,174.0,57,22,11,17,50,0.877,33,14,9,5,28,0.848,16,38,0,2.38,16,38,0,2.38,520,309,14,3435,6.61,11.12,16,264.2,248,408,3478,27,8.52,14.02,267.5,18,303,0,16.83,18,303,0,16.83,115,132,13,260,115,132,13,260,65,531,40.85,190,72,0.379,78,185,0.422,10,19,0.526,6,25,0.24
UCLA (Pac-12),12,7-5,873,5042,5.78,40,420.2,788,3588,4.55,19,23,299.0,9,14,23,8,14,22,1,0.08,348:48,29:04,83,32,400,99,8.2,42,259,3.5,41,39,0,0,8,0,309,25.8,23,22,0,0,19,0,217,18.1,491,2293,4.67,19,191.1,359,835,2.33,3,69.6,55,13,14,7,34,0.618,35,2,11,15,28,0.8,15,81,0,5.4,15,81,0,5.4,382,218,14,2749,7.2,12.61,21,229.1,261,429,2753,16,6.42,10.55,229.4,22,479,1,21.77,22,479,1,21.77,60,125,23,208,60,125,23,208,80,666,55.5,182,82,0.451,61,174,0.351,13,29,0.448,7,18,0.389
Louisville (ACC),13,10-3,871,5451,6.26,49,419.3,783,3995,5.1,29,32,307.3,7,12,19,5,12,17,2,0.15,414:26,31:53,59,48,352,83,6.4,29,232,2.23,50,46,1,0,18,0,402,30.9,32,31,0,0,11,0,256,19.7,488,2279,4.67,27,175.3,400,1325,3.31,13,101.9,47,17,10,11,38,0.809,29,8,8,4,20,0.69,8,57,0,7.12,8,57,0,7.12,383,245,12,3172,8.28,12.95,22,244.0,208,383,2670,16,6.97,12.84,205.4,24,575,1,23.96,24,575,1,23.96,77,106,20,203,77,106,20,203,74,637,49.0,162,59,0.364,48,171,0.281,11,21,0.524,10,24,0.417
Florida St. (ACC),13,13-0,843,5412,6.42,57,416.3,849,3974,4.68,20,23,305.7,7,10,17,3,2,5,12,0.92,387:07,29:47,74,44,441,96,7.4,24,183,1.85,60,59,1,0,18,0,481,37.0,23,19,0,0,16,1,207,15.9,437,2039,4.67,32,156.8,462,1759,3.81,12,135.3,54,21,12,14,47,0.87,37,11,5,13,29,0.784,11,62,0,5.64,11,62,0,5.64,406,250,2,3373,8.31,13.49,25,259.5,181,387,2215,8,5.72,12.24,170.4,27,610,1,22.59,27,610,1,22.59,93,92,28,213,93,92,28,213,82,748,57.54,170,64,0.376,52,190,0.274,9,19,0.474,12,28,0.429
UNLV (Mountain West),13,9-4,883,5392,6.11,51,414.8,863,5226,6.06,42,43,402.0,10,14,24,7,10,17,7,0.54,367:52,28:18,51,36,305,69,5.3,19,108,1.46,53,53,0,0,25,0,446,34.3,43,42,0,0,17,0,351,27.0,514,2334,4.54,37,179.5,492,2123,4.32,22,163.3,55,30,5,16,51,0.927,46,17,9,13,39,0.848,11,121,0,11.0,11,121,0,11.0,369,227,10,3058,8.29,13.47,14,235.2,226,371,3103,20,8.36,13.73,238.7,41,720,0,17.56,41,720,0,17.56,105,126,28,259,105,126,28,259,87,766,58.92,195,98,0.503,63,177,0.356,8,18,0.444,11,21,0.524
New Mexico (Mountain West),12,4-8,793,4927,6.21,43,410.6,727,4898,6.74,49,51,408.2,4,4,8,5,10,15,-7,-0.58,390:28,32:32,31,30,197,46,3.8,19,119,1.58,43,37,1,0,10,0,327,27.2,51,47,3,1,20,0,421,35.1,440,2312,5.25,26,192.7,408,2066,5.06,25,172.2,39,19,9,8,36,0.923,49,22,9,14,45,0.918,17,360,1,21.18,17,360,1,21.18,353,198,10,2615,7.41,13.21,17,217.9,195,319,2832,24,8.88,14.52,236.0,29,536,0,18.48,29,536,0,18.48,105,110,34,249,105,110,34,249,119,1076,89.67,145,60,0.414,49,132,0.371,9,14,0.643,9,18,0.5
Florida (SEC),12,5-7,811,4909,6.05,41,409.1,712,4587,6.44,39,40,382.2,4,3,7,7,5,12,-5,-0.42,397:13,33:06,40,36,236,58,4.8,39,260,3.25,41,33,2,0,18,2,341,28.4,40,36,0,0,17,2,331,27.6,421,1798,4.27,21,149.8,386,1867,4.84,21,155.6,48,17,15,12,44,0.917,40,13,10,12,35,0.875,11,92,0,8.36,11,92,0,8.36,390,282,5,3111,7.98,11.03,20,259.2,195,326,2720,18,8.34,13.95,226.7,15,226,0,15.07,15,226,0,15.07,84,110,18,212,84,110,18,212,79,595,49.58,149,55,0.369,52,146,0.356,9,22,0.409,4,13,0.308
San Jose St. (Mountain West),12,7-5,749,4872,6.5,50,406.0,772,4255,5.51,39,41,354.6,9,12,21,4,4,8,13,1.08,373:42,31:09,47,34,246,64,5.3,19,124,1.58,53,52,0,0,10,0,400,33.3,41,40,1,0,7,0,309,25.8,404,2234,5.53,30,186.2,446,2075,4.65,23,172.9,54,24,10,10,44,0.815,36,22,7,6,35,0.972,8,77,0,9.62,8,77,0,9.62,345,214,4,2638,7.65,12.33,20,219.8,199,326,2180,16,6.69,10.95,181.7,28,371,1,13.25,28,371,1,13.25,115,108,10,233,115,108,10,233,66,553,46.08,142,65,0.458,70,159,0.44,6,17,0.353,19,28,0.679
Clemson (ACC),12,8-4,918,4868,5.3,40,405.7,746,3344,4.48,26,29,278.7,10,14,24,13,8,21,3,0.25,398:13,33:11,74,30,329,89,7.4,20,171,1.67,45,44,0,0,12,0,350,29.2,29,25,2,0,12,0,239,19.9,485,2163,4.46,20,180.2,373,1398,3.75,15,116.5,56,16,15,9,40,0.714,27,10,5,7,22,0.815,18,94,0,5.22,18,94,0,5.22,433,272,8,2705,6.25,9.94,20,225.4,196,373,1946,11,5.22,9.93,162.2,6,167,0,27.83,6,167,0,27.83,70,84,19,173,70,84,19,173,58,518,43.17,182,75,0.412,56,176,0.318,12,25,0.48,10,22,0.455
Louisiana (Sun Belt),12,6-6,774,4854,6.27,47,404.5,853,4490,5.26,42,44,374.2,8,10,18,12,9,21,-3,-0.25,351:18,29:17,50,26,280,63,5.2,23,153,1.92,50,48,0,0,13,0,387,32.2,44,36,1,0,12,0,338,28.2,434,2192,5.05,24,182.7,501,1931,3.85,21,160.9,50,16,13,11,40,0.8,52,19,14,9,42,0.808,7,-9,0,-1.29,7,-9,0,-1.29,340,225,9,2662,7.83,11.83,23,221.8,218,352,2559,21,7.27,11.74,213.2,40,665,0,16.62,40,665,0,16.62,125,108,19,252,125,108,19,252,75,610,50.83,151,63,0.417,79,176,0.449,11,20,0.55,18,25,0.72
Texas A&M (SEC),12,7-5,822,4845,5.89,45,403.8,707,3540,5.01,24,30,295.0,4,7,11,4,9,13,-2,-0.17,380:40,31:43,72,48,368,96,8.0,28,178,2.33,48,47,0,0,23,0,410,34.2,30,27,1,0,15,1,256,21.3,431,1697,3.94,21,141.4,392,1280,3.27,7,106.7,57,20,14,15,49,0.86,31,6,10,9,25,0.806,10,67,1,6.7,10,67,1,6.7,391,253,9,3148,8.05,12.44,24,262.3,182,315,2260,17,7.17,12.42,188.3,36,833,2,23.14,36,833,2,23.14,66,102,17,185,66,102,17,185,75,571,47.58,164,72,0.439,47,155,0.303,11,19,0.579,6,16,0.375
Alabama (SEC),13,12-1,820,5215,6.36,53,401.2,824,4073,4.94,28,28,313.3,6,12,18,4,6,10,8,0.62,397:56,30:37,58,48,365,82,6.3,43,311,3.31,56,54,2,0,20,1,456,35.1,28,27,1,0,14,0,239,18.4,518,2245,4.33,30,172.7,438,1619,3.7,14,124.5,50,25,10,12,47,0.94,38,13,7,11,31,0.816,10,111,0,11.1,10,111,0,11.1,302,192,6,2970,9.83,15.47,23,228.5,228,386,2454,14,6.36,10.76,188.8,25,407,0,16.28,25,407,0,16.28,90,103,20,213,90,103,20,213,75,640,49.23,169,79,0.467,61,180,0.339,5,6,0.833,9,25,0.36
Colorado St. (Mountain West),12,5-7,833,4784,5.74,34,398.7,874,4991,5.71,38,41,415.9,11,9,20,7,18,25,-5,-0.42,319:07,26:36,61,50,344,86,7.2,14,90,1.17,38,34,2,0,15,1,313,26.1,41,33,2,0,24,0,355,29.6,332,1106,3.33,10,92.2,485,1995,4.11,18,166.2,39,8,13,10,31,0.795,48,16,12,15,43,0.896,13,93,0,7.15,13,93,0,7.15,501,311,18,3678,7.34,11.83,24,306.5,278,389,2996,20,7.7,10.78,249.7,15,320,0,21.33,15,320,0,21.33,115,136,26,277,115,136,26,277,92,838,69.83,175,72,0.411,79,179,0.441,8,19,0.421,9,16,0.562
Western Ky. (CUSA),12,7-5,805,4752,5.9,45,396.0,886,5137,5.8,40,44,428.1,11,14,25,6,12,18,7,0.58,339:43,28:19,38,28,203,52,4.3,9,59,0.75,48,42,2,0,8,0,358,29.8,44,42,1,0,10,0,338,28.2,322,1297,4.03,12,108.1,478,2274,4.76,21,189.5,35,10,17,6,33,0.943,42,16,10,8,34,0.81,19,144,0,7.58,19,144,0,7.58,483,300,12,3455,7.15,11.52,33,287.9,238,408,2863,19,7.02,12.03,238.6,15,245,0,16.33,15,245,0,16.33,125,124,15,264,125,124,15,264,54,453,37.75,173,71,0.41,71,183,0.388,15,25,0.6,27,40,0.675
California (Pac-12),12,6-6,866,4748,5.48,46,395.7,861,4999,5.81,49,51,416.6,15,11,26,11,13,24,2,0.17,346:24,28:52,37,24,224,49,4.1,18,158,1.5,50,38,4,0,11,0,379,31.6,51,46,2,0,12,0,392,32.7,465,2173,4.67,25,181.1,419,1609,3.84,22,134.1,51,20,13,8,41,0.804,56,21,19,9,49,0.875,18,250,1,13.89,18,250,1,13.89,401,236,13,2575,6.42,10.91,21,214.6,279,442,3390,27,7.67,12.15,282.5,42,822,0,19.57,42,822,0,19.57,89,146,12,247,89,146,12,247,65,528,44.0,177,70,0.395,72,176,0.409,18,31,0.581,21,36,0.583
Maryland (Big Ten),12,7-5,800,4725,5.91,44,393.8,817,4043,4.95,29,32,336.9,5,15,20,8,12,20,0,0.0,338:30,28:13,55,14,263,62,5.2,26,217,2.17,45,42,2,0,13,0,355,29.6,32,29,0,0,18,2,279,23.2,349,1307,3.74,19,108.9,445,1555,3.49,13,129.6,49,17,15,9,41,0.837,47,13,13,13,39,0.83,14,89,0,6.36,14,89,0,6.36,451,297,12,3418,7.58,11.51,25,284.8,215,372,2488,16,6.69,11.57,207.3,20,480,0,24.0,20,480,0,24.0,107,115,26,248,107,115,26,248,65,655,54.58,160,71,0.444,56,161,0.348,12,18,0.667,19,29,0.655
Middle Tenn. (CUSA),12,4-8,822,4693,5.71,36,391.1,865,4747,5.49,39,43,395.6,8,8,16,8,13,21,-5,-0.42,342:28,28:32,56,28,262,70,5.8,32,169,2.67,37,35,0,0,10,2,291,24.2,43,38,1,0,13,0,337,28.1,384,1501,3.91,13,125.1,436,1753,4.02,20,146.1,37,10,10,10,30,0.811,46,19,11,9,39,0.848,21,189,1,9.0,21,189,1,9.0,438,295,13,3192,7.29,10.82,23,266.0,268,429,2994,19,6.98,11.17,249.5,33,556,0,16.85,33,556,0,16.85,97,134,23,254,97,134,23,254,81,675,56.25,181,72,0.398,81,181,0.448,10,22,0.455,9,16,0.562
Illinois (Big Ten),12,5-7,811,4692,5.79,35,391.0,858,4527,5.28,41,43,377.2,8,7,15,10,13,23,-8,-0.67,340:56,28:25,48,18,256,57,4.8,40,205,3.33,37,24,3,0,14,0,294,24.5,43,35,2,0,18,1,353,29.4,396,1517,3.83,12,126.4,459,1790,3.9,19,149.2,36,10,15,8,33,0.917,53,17,17,11,45,0.849,14,101,0,7.21,14,101,0,7.21,415,261,13,3175,7.65,12.16,23,264.6,241,399,2737,22,6.86,11.36,228.1,28,536,0,19.14,28,536,0,19.14,104,131,33,268,104,131,33,268,79,749,62.42,161,58,0.36,77,175,0.44,14,25,0.56,8,15,0.533
Penn St. (Big Ten),12,10-2,860,4692,5.46,53,391.0,686,2679,3.91,16,16,223.2,12,12,24,5,1,6,18,1.5,396:28,33:02,79,44,451,101,8.4,15,122,1.25,56,52,1,0,18,1,446,37.2,16,13,2,0,8,0,137,11.4,487,2240,4.6,26,186.7,387,836,2.16,9,69.7,61,25,22,11,58,0.951,20,6,4,8,18,0.9,18,85,0,4.72,18,85,0,4.72,373,226,1,2452,6.57,10.85,27,204.3,173,299,1843,7,6.16,10.65,153.6,15,266,0,17.73,15,266,0,17.73,55,79,17,151,55,79,17,151,59,513,42.75,169,69,0.408,47,161,0.292,19,24,0.792,8,17,0.471
Texas Tech (Big 12),12,6-6,863,4643,5.38,37,386.9,858,4730,5.51,33,37,394.2,3,10,13,4,17,21,-8,-0.67,340:16,28:21,41,32,240,57,4.8,23,170,1.92,40,36,2,0,14,0,322,26.8,37,33,3,0,21,0,324,27.0,437,1990,4.55,16,165.8,448,2012,4.49,18,167.7,45,15,14,9,38,0.844,48,15,10,15,40,0.833,11,84,0,7.64,11,84,0,7.64,426,257,17,2653,6.23,10.32,21,221.1,245,410,2718,15,6.63,11.09,226.5,20,420,1,21.0,20,420,1,21.0,105,127,21,253,105,127,21,253,67,634,52.83,176,68,0.386,75,177,0.424,22,35,0.629,11,23,0.478
Virginia Tech (ACC),12,6-6,784,4636,5.91,38,386.3,746,3866,5.18,36,38,322.2,6,7,13,8,5,13,0,0.0,372:04,31:00,63,50,358,88,7.3,23,158,1.92,40,39,0,0,20,2,343,28.6,38,35,2,0,8,0,291,24.2,448,2105,4.7,17,175.4,426,1791,4.2,20,149.2,45,12,10,17,39,0.867,30,11,11,6,28,0.933,11,89,0,8.09,11,89,0,8.09,336,192,5,2531,7.53,13.18,21,210.9,195,320,2075,16,6.48,10.64,172.9,12,311,1,25.92,12,311,1,25.92,91,93,21,205,91,93,21,205,77,717,59.75,161,54,0.335,56,157,0.357,15,24,0.625,7,14,0.5
Tulsa (AAC),12,4-8,861,4625,5.37,33,385.4,811,5336,6.58,48,52,444.7,11,10,21,5,19,24,-3,-0.25,356:01,29:40,37,54,217,64,5.3,26,182,2.17,33,30,0,0,17,1,281,23.4,52,48,4,0,12,1,406,33.8,527,2169,4.12,13,180.8,423,1978,4.68,24,164.8,45,11,15,14,40,0.889,48,18,13,10,41,0.854,20,150,0,7.5,20,150,0,7.5,334,190,19,2456,7.35,12.93,20,204.7,250,388,3358,24,8.65,13.43,279.8,41,877,2,21.39,41,877,2,21.39,96,142,15,253,96,142,15,253,61,519,43.25,195,87,0.446,64,160,0.4,7,16,0.438,15,24,0.625
Louisiana Tech (CUSA),12,3-9,804,4616,5.74,36,384.7,823,5018,6.1,50,53,418.2,4,5,9,7,11,18,-9,-0.75,357:03,29:45,41,50,224,66,5.5,25,158,2.08,39,31,2,0,14,0,311,25.9,53,53,0,0,10,0,401,33.4,381,1485,3.9,20,123.8,506,2794,5.52,32,232.8,39,14,11,10,35,0.897,43,24,8,8,40,0.93,13,198,1,15.23,13,198,1,15.23,423,269,11,3131,7.4,11.64,16,260.9,173,317,2224,18,7.02,12.86,185.3,6,70,0,11.67,6,70,0,11.67,133,87,29,249,133,87,29,249,82,748,62.33,154,47,0.305,70,171,0.409,15,30,0.5,14,22,0.636
Boston College (ACC),12,6-6,849,4592,5.41,37,382.7,717,4697,6.55,47,47,391.4,8,8,16,5,13,18,-2,-0.17,374:23,31:12,31,14,101,38,3.2,19,127,1.58,39,34,1,0,10,0,300,25.0,47,45,0,0,9,0,354,29.5,506,2322,4.59,22,193.5,431,2325,5.39,29,193.8,38,19,9,5,33,0.868,41,22,11,5,38,0.927,9,58,0,6.44,9,58,0,6.44,343,193,13,2270,6.62,11.76,15,189.2,170,286,2372,18,8.29,13.95,197.7,31,554,0,17.87,31,554,0,17.87,98,106,21,225,98,106,21,225,79,677,56.42,180,74,0.411,55,136,0.404,28,37,0.757,11,14,0.786
Michigan (Big Ten),13,13-0,808,4947,6.12,56,380.5,728,3110,4.27,14,14,239.2,8,16,24,2,5,7,17,1.31,426:36,32:49,56,34,338,73,5.6,18,149,1.38,61,59,0,0,16,2,477,36.7,14,12,0,0,9,0,123,9.5,493,2103,4.27,35,161.8,387,1126,2.91,7,86.6,59,30,12,10,52,0.881,21,6,3,6,15,0.714,9,73,0,8.11,9,73,0,8.11,315,233,5,2844,9.03,12.21,21,218.8,186,341,1984,7,5.82,10.67,152.6,16,267,0,16.69,16,267,0,16.69,67,88,10,165,67,88,10,165,38,342,26.31,152,71,0.467,52,169,0.308,15,19,0.789,9,28,0.321
Purdue (Big Ten),12,4-8,854,4563,5.34,35,380.2,801,4585,5.72,43,45,382.1,8,10,18,8,10,18,0,0.0,365:11,30:26,58,26,340,71,5.9,24,178,2.0,38,31,2,0,8,0,287,23.9,44,40,2,0,17,0,359,29.9,462,2029,4.39,20,169.1,431,1687,3.91,22,140.6,43,19,6,6,31,0.721,45,16,12,11,39,0.867,15,94,0,6.27,15,94,0,6.27,392,234,10,2534,6.46,10.83,15,211.2,201,370,2898,21,7.83,14.42,241.5,30,660,1,22.0,30,660,1,22.0,86,125,28,239,86,125,28,239,72,676,56.33,176,63,0.358,68,165,0.412,11,28,0.393,5,11,0.455
Tulane (AAC),13,11-2,841,4929,5.86,40,379.2,847,4325,5.11,27,28,332.7,8,17,25,10,7,17,8,0.62,411:56,31:41,72,20,346,82,6.3,27,156,2.08,42,40,0,0,19,0,349,26.8,28,25,1,0,17,0,246,18.9,494,2038,4.13,15,156.8,395,1216,3.08,11,93.5,54,15,13,13,41,0.759,39,10,12,12,34,0.872,10,77,0,7.7,10,77,0,7.7,347,216,7,2891,8.33,13.38,25,222.4,296,452,3109,16,6.88,10.5,239.2,24,452,0,18.83,24,452,0,18.83,78,145,20,243,78,145,20,243,65,589,45.31,175,68,0.389,61,172,0.355,17,29,0.586,15,35,0.429
Fresno St. (Mountain West),12,8-4,819,4541,5.54,41,378.4,841,4621,5.49,34,36,385.1,6,16,22,1,11,12,10,0.83,352:15,29:21,48,34,209,65,5.4,30,234,2.5,42,36,4,0,21,0,359,29.9,36,33,1,0,14,1,295,24.6,341,1252,3.67,15,104.3,464,2018,4.35,15,168.2,41,11,15,12,38,0.927,37,10,12,10,32,0.865,8,95,0,11.88,8,95,0,11.88,478,306,11,3289,6.88,10.75,26,274.1,212,377,2603,19,6.9,12.28,216.9,29,621,1,21.41,29,621,1,21.41,112,126,18,256,112,126,18,256,51,457,38.08,174,81,0.466,69,173,0.399,9,13,0.692,17,26,0.654
Baylor (Big 12),12,3-9,855,4534,5.3,28,377.8,768,5056,6.58,49,52,421.3,9,7,16,8,7,15,1,0.08,380:24,31:42,51,16,246,59,4.9,34,250,2.83,32,21,4,0,18,1,277,23.1,52,49,3,0,11,0,400,33.3,413,1378,3.34,13,114.8,440,2219,5.04,27,184.9,47,13,9,13,35,0.745,45,17,11,8,36,0.8,13,171,0,13.15,13,171,0,13.15,442,263,7,3156,7.14,12.0,15,263.0,213,328,2837,22,8.65,13.32,236.4,28,529,0,18.89,28,529,0,18.89,104,129,8,241,104,129,8,241,49,347,28.92,177,64,0.362,67,152,0.441,22,48,0.458,11,22,0.5
Rice (AAC),12,6-6,761,4521,5.94,47,376.8,791,4441,5.61,36,38,370.1,7,5,12,8,11,19,-7,-0.58,387:39,32:18,48,28,257,62,5.2,25,184,2.08,48,45,3,0,8,0,363,30.2,38,32,3,0,18,0,320,26.7,356,1351,3.79,19,112.6,442,1842,4.17,19,153.5,45,17,17,6,40,0.889,44,18,7,7,32,0.727,16,166,1,10.38,16,166,1,10.38,405,255,11,3170,7.83,12.43,28,264.2,205,349,2599,17,7.45,12.68,216.6,16,261,0,16.31,16,261,0,16.31,89,123,24,236,89,123,24,236,67,580,48.33,146,57,0.39,60,161,0.373,16,24,0.667,10,26,0.385
Arkansas St. (Sun Belt),12,6-6,772,4506,5.84,35,375.5,864,5346,6.19,44,46,445.5,8,6,14,4,8,12,2,0.17,322:03,26:50,56,48,266,80,6.7,30,199,2.5,41,40,1,0,15,0,333,27.8,46,43,2,0,17,0,374,31.2,432,1818,4.21,20,151.5,463,2206,4.76,21,183.8,41,14,8,10,32,0.78,52,18,14,12,44,0.846,14,150,1,10.71,14,150,1,10.71,340,192,8,2688,7.91,14.0,15,224.0,277,401,3140,23,7.83,11.34,261.7,33,645,0,19.55,33,645,0,19.55,110,123,29,262,110,123,29,262,74,744,62.0,155,53,0.342,72,177,0.407,7,19,0.368,17,23,0.739
