Team,Games,Win-Loss,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game,Time of Possession,Average Time of Possession per Game,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,Sacks,Sack Yards,Average Sacks per Game,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Opp Kickoff Returns,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,First Down Runs,First Down Passes,First Down Penalties,First Downs,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,Penalties,Penalty Yards,Penalty Yards Per Game,3rd Attempts,3rd Conversions,3rd Percent,Opp 3rd Conversion,Opp 3rd Attempt,Opponent 3rd Percent,4th Attempts,4th Conversions,4th Percent,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent
Wake Forest (ACC),14,11-3,1084.0,6550.0,6.04,70.0,467.9,988.0,5786.0,5.86,49.0,51.0,413.3,14.0,15.0,29.0,5.0,15.0,20.0,9.0,0.64,401:17,28:40,77.0,42.0,366.0,98.0,7.0,35.0,188.0,2.5,72.0,65.0,4.0,0.0,23.0,0.0,574.0,41.0,51.0,48.0,1.0,0.0,16.0,0.0,404.0,28.9,565.0,2247.0,3.98,31.0,160.5,563.0,2737.0,4.86,25.0,195.5,67.0,26.0,19.0,17.0,62.0,0.925,51.0,20.0,11.0,10.0,41.0,0.804,15.0,138.0,0.0,9.2,15.0,138.0,0.0,9.2,519.0,302.0,15.0,4303.0,8.29,14.25,39.0,307.4,249.0,425.0,3049.0,24.0,7.17,12.24,217.8,43.0,980.0,1.0,22.79,43.0,980.0,1.0,22.79,148.0,137.0,29.0,314.0,148.0,137.0,29.0,314.0,81.0,737.0,52.64,230.0,113.0,0.491,74.0,191.0,0.387,13.0,21.0,0.619,9.0,24.0,0.375
Western Mich. (MAC),13,8-5,959.0,6063.0,6.32,54.0,466.4,741.0,4283.0,5.78,40.0,46.0,329.5,10.0,4.0,14.0,8.0,6.0,14.0,0.0,0.0,458:27,35:16,65.0,40.0,404.0,85.0,6.5,29.0,206.0,2.23,56.0,50.0,0.0,0.0,12.0,0.0,422.0,32.5,46.0,41.0,1.0,0.0,16.0,0.0,367.0,28.2,590.0,2766.0,4.69,31.0,212.8,420.0,1860.0,4.43,17.0,143.1,54.0,26.0,7.0,12.0,45.0,0.833,40.0,10.0,10.0,15.0,35.0,0.875,16.0,318.0,2.0,19.88,16.0,318.0,2.0,19.88,369.0,233.0,6.0,3297.0,8.93,14.15,23.0,253.6,177.0,321.0,2423.0,23.0,7.55,13.69,186.4,52.0,1105.0,1.0,21.25,52.0,1105.0,1.0,21.25,105.0,96.0,21.0,222.0,105.0,96.0,21.0,222.0,89.0,766.0,58.92,182.0,83.0,0.456,41.0,153.0,0.268,12.0,26.0,0.462,15.0,22.0,0.682
SMU (AAC),12,8-4,890.0,5591.0,6.28,59.0,465.9,841.0,4978.0,5.92,42.0,44.0,414.8,5.0,10.0,15.0,6.0,12.0,18.0,-3.0,-0.25,350:44,29:14,58.0,14.0,249.0,65.0,5.4,16.0,112.0,1.33,61.0,55.0,2.0,0.0,12.0,0.0,461.0,38.4,44.0,38.0,0.0,0.0,13.0,0.0,341.0,28.4,422.0,1937.0,4.59,20.0,161.4,437.0,1641.0,3.76,15.0,136.8,50.0,18.0,14.0,10.0,42.0,0.84,50.0,12.0,17.0,9.0,38.0,0.76,12.0,108.0,0.0,9.0,12.0,108.0,0.0,9.0,468.0,313.0,12.0,3654.0,7.81,11.67,39.0,304.5,239.0,404.0,3337.0,27.0,8.26,13.96,278.1,25.0,572.0,1.0,22.88,25.0,572.0,1.0,22.88,80.0,140.0,20.0,240.0,80.0,140.0,20.0,240.0,67.0,627.0,52.25,168.0,73.0,0.435,68.0,179.0,0.38,16.0,24.0,0.667,13.0,30.0,0.433
Fresno St. (Mountain West),13,10-3,953.0,6043.0,6.34,52.0,464.8,858.0,4512.0,5.26,32.0,32.0,347.1,13.0,11.0,24.0,12.0,10.0,22.0,2.0,0.15,408:50,31:27,66.0,50.0,313.0,91.0,7.0,25.0,179.0,1.92,53.0,47.0,1.0,0.0,21.0,2.0,434.0,33.4,32.0,27.0,0.0,0.0,16.0,0.0,267.0,20.5,439.0,1796.0,4.09,17.0,138.2,453.0,1626.0,3.59,15.0,125.1,51.0,15.0,20.0,10.0,45.0,0.882,46.0,14.0,10.0,15.0,39.0,0.848,10.0,72.0,0.0,7.2,10.0,72.0,0.0,7.2,514.0,342.0,10.0,4247.0,8.26,12.42,35.0,326.7,212.0,405.0,2886.0,17.0,7.13,13.61,222.0,57.0,1267.0,0.0,22.23,57.0,1267.0,0.0,22.23,85.0,118.0,29.0,232.0,85.0,118.0,29.0,232.0,100.0,941.0,72.38,183.0,78.0,0.426,64.0,186.0,0.344,8.0,15.0,0.533,7.0,20.0,0.35
Florida (SEC),13,6-7,911.0,6017.0,6.6,53.0,462.8,873.0,4782.0,5.48,38.0,43.0,367.8,4.0,9.0,13.0,3.0,18.0,21.0,-8.0,-0.62,396:14,30:29,58.0,36.0,284.0,76.0,5.8,14.0,80.0,1.08,53.0,49.0,1.0,0.0,10.0,0.0,399.0,30.7,42.0,40.0,1.0,0.0,16.0,0.0,342.0,26.3,495.0,2713.0,5.48,26.0,208.7,478.0,2131.0,4.46,19.0,163.9,51.0,19.0,17.0,8.0,44.0,0.863,44.0,16.0,8.0,13.0,37.0,0.841,10.0,92.0,0.0,9.2,10.0,92.0,0.0,9.2,416.0,265.0,18.0,3304.0,7.94,12.47,27.0,254.2,226.0,395.0,2651.0,19.0,6.71,11.73,203.9,32.0,773.0,1.0,24.16,32.0,773.0,1.0,24.16,111.0,117.0,33.0,261.0,111.0,117.0,33.0,261.0,105.0,923.0,71.0,174.0,72.0,0.414,63.0,176.0,0.358,14.0,26.0,0.538,9.0,22.0,0.409
Marshall (C-USA),13,7-6,940.0,5938.0,6.32,56.0,456.8,1004.0,5122.0,5.1,36.0,39.0,394.0,8.0,10.0,18.0,10.0,15.0,25.0,-7.0,-0.54,356:07,27:24,57.0,58.0,384.0,86.0,6.6,19.0,121.0,1.46,58.0,57.0,0.0,0.0,8.0,0.0,429.0,33.0,39.0,36.0,0.0,0.0,13.0,0.0,309.0,23.8,449.0,2111.0,4.7,38.0,162.4,585.0,2453.0,4.19,18.0,188.7,55.0,31.0,7.0,7.0,45.0,0.818,43.0,14.0,11.0,7.0,32.0,0.744,,,,,,,,,491.0,324.0,15.0,3827.0,7.79,11.81,18.0,294.4,229.0,419.0,2669.0,18.0,6.37,11.66,205.3,37.0,697.0,1.0,18.84,37.0,697.0,1.0,18.84,139.0,115.0,24.0,278.0,139.0,115.0,24.0,278.0,87.0,750.0,57.69,169.0,72.0,0.426,80.0,215.0,0.372,9.0,15.0,0.6,16.0,34.0,0.471
BYU (FBS Independent),13,10-3,868.0,5884.0,6.78,56.0,452.6,881.0,5047.0,5.73,38.0,38.0,388.2,8.0,15.0,23.0,7.0,5.0,12.0,11.0,0.85,380:15,29:15,43.0,34.0,220.0,60.0,4.6,15.0,114.0,1.15,57.0,53.0,1.0,0.0,11.0,0.0,430.0,33.1,38.0,33.0,2.0,0.0,18.0,1.0,321.0,24.7,479.0,2451.0,5.12,30.0,188.5,470.0,2032.0,4.32,24.0,156.3,55.0,24.0,17.0,8.0,49.0,0.891,50.0,20.0,9.0,13.0,42.0,0.84,15.0,112.0,0.0,7.47,15.0,112.0,0.0,7.47,389.0,253.0,5.0,3433.0,8.83,13.57,26.0,264.1,269.0,411.0,3015.0,14.0,7.34,11.21,231.9,31.0,665.0,0.0,21.45,31.0,665.0,0.0,21.45,118.0,145.0,15.0,278.0,118.0,145.0,15.0,278.0,66.0,539.0,41.46,157.0,72.0,0.459,77.0,179.0,0.43,16.0,26.0,0.615,17.0,26.0,0.654
Oklahoma (Big 12),13,11-2,851.0,5863.0,6.89,61.0,451.0,887.0,5080.0,5.73,41.0,43.0,390.8,13.0,11.0,24.0,4.0,9.0,13.0,11.0,0.85,384:20,29:34,61.0,72.0,384.0,97.0,7.5,33.0,183.0,2.54,63.0,61.0,1.0,1.0,21.0,1.0,508.0,39.1,43.0,37.0,2.0,0.0,12.0,0.0,335.0,25.8,448.0,2438.0,5.44,29.0,187.5,442.0,1677.0,3.79,15.0,129.0,62.0,22.0,25.0,13.0,60.0,0.968,47.0,14.0,15.0,11.0,40.0,0.851,14.0,108.0,0.0,7.71,14.0,108.0,0.0,7.71,403.0,279.0,9.0,3425.0,8.5,12.28,32.0,263.5,293.0,445.0,3403.0,26.0,7.65,11.61,261.8,38.0,925.0,2.0,24.34,38.0,925.0,2.0,24.34,102.0,152.0,21.0,275.0,102.0,152.0,21.0,275.0,87.0,733.0,56.38,148.0,63.0,0.426,67.0,177.0,0.379,11.0,16.0,0.688,24.0,38.0,0.632
Miami (FL) (ACC),12,7-5,879.0,5386.0,6.13,50.0,448.8,865.0,4675.0,5.4,37.0,40.0,389.6,3.0,8.0,11.0,8.0,10.0,18.0,-7.0,-0.58,328:26,27:22,68.0,50.0,391.0,93.0,7.8,30.0,190.0,2.5,51.0,48.0,1.0,0.0,17.0,1.0,409.0,34.1,40.0,36.0,2.0,0.0,19.0,1.0,339.0,28.2,415.0,1532.0,3.69,20.0,127.7,429.0,1668.0,3.89,16.0,139.0,54.0,15.0,17.0,14.0,46.0,0.852,39.0,10.0,13.0,14.0,37.0,0.949,15.0,60.0,0.0,4.0,15.0,60.0,0.0,4.0,464.0,295.0,10.0,3854.0,8.31,13.06,30.0,321.2,270.0,436.0,3007.0,21.0,6.9,11.14,250.6,25.0,673.0,2.0,26.92,25.0,673.0,2.0,26.92,98.0,126.0,26.0,250.0,98.0,126.0,26.0,250.0,87.0,763.0,63.58,174.0,73.0,0.42,77.0,194.0,0.397,15.0,21.0,0.714,10.0,22.0,0.455
Nebraska (Big Ten),12,3-9,832.0,5371.0,6.46,45.0,447.6,828.0,4392.0,5.3,26.0,31.0,366.0,3.0,10.0,13.0,7.0,11.0,18.0,-5.0,-0.42,346:38,28:53,50.0,32.0,257.0,66.0,5.5,29.0,167.0,2.42,45.0,39.0,1.0,0.0,8.0,0.0,335.0,27.9,31.0,30.0,0.0,1.0,16.0,3.0,272.0,22.7,490.0,2174.0,4.44,31.0,181.2,424.0,1763.0,4.16,12.0,146.9,53.0,28.0,7.0,6.0,41.0,0.774,34.0,8.0,9.0,11.0,28.0,0.824,13.0,118.0,2.0,9.08,13.0,118.0,2.0,9.08,342.0,215.0,11.0,3197.0,9.35,14.87,14.0,266.4,261.0,404.0,2629.0,14.0,6.51,10.07,219.1,18.0,456.0,1.0,25.33,18.0,456.0,1.0,25.33,91.0,122.0,17.0,230.0,91.0,122.0,17.0,230.0,64.0,540.0,45.0,161.0,66.0,0.41,65.0,167.0,0.389,14.0,24.0,0.583,6.0,20.0,0.3
Louisville (ACC),13,6-7,869.0,5801.0,6.68,50.0,446.2,903.0,5243.0,5.81,43.0,43.0,403.3,5.0,10.0,15.0,7.0,6.0,13.0,2.0,0.15,395:37,30:26,61.0,40.0,323.0,81.0,6.2,20.0,102.0,1.54,53.0,51.0,0.0,0.0,14.0,0.0,411.0,31.6,43.0,40.0,0.0,0.0,19.0,0.0,355.0,27.3,505.0,2728.0,5.4,29.0,209.8,471.0,2050.0,4.35,23.0,157.7,45.0,21.0,9.0,9.0,39.0,0.867,49.0,19.0,13.0,12.0,44.0,0.898,12.0,67.0,0.0,5.58,12.0,67.0,0.0,5.58,364.0,221.0,6.0,3073.0,8.44,13.9,21.0,236.4,282.0,432.0,3193.0,20.0,7.39,11.32,245.6,31.0,645.0,0.0,20.81,31.0,645.0,0.0,20.81,118.0,148.0,26.0,292.0,118.0,148.0,26.0,292.0,81.0,719.0,55.31,175.0,70.0,0.4,67.0,178.0,0.376,14.0,27.0,0.519,12.0,23.0,0.522
Utah St. (Mountain West),14,11-3,1068.0,6238.0,5.84,54.0,445.6,947.0,5498.0,5.81,36.0,39.0,392.7,13.0,12.0,25.0,8.0,15.0,23.0,2.0,0.14,409:39,29:16,80.0,62.0,442.0,111.0,7.9,32.0,192.0,2.29,56.0,52.0,2.0,0.0,20.0,2.0,456.0,32.6,39.0,37.0,1.0,0.0,23.0,0.0,342.0,24.4,564.0,1990.0,3.53,13.0,142.1,517.0,2266.0,4.38,20.0,161.9,54.0,10.0,18.0,14.0,42.0,0.778,51.0,11.0,12.0,18.0,41.0,0.804,15.0,65.0,0.0,4.33,15.0,65.0,0.0,4.33,504.0,303.0,15.0,4248.0,8.43,14.02,41.0,303.4,268.0,430.0,3232.0,16.0,7.52,12.06,230.9,39.0,781.0,1.0,20.03,39.0,781.0,1.0,20.03,117.0,146.0,26.0,289.0,117.0,146.0,26.0,289.0,87.0,778.0,55.57,223.0,100.0,0.448,63.0,182.0,0.346,16.0,30.0,0.533,5.0,21.0,0.238
