Team,Games,Win-Loss,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game,Time of Possession,Average Time of Possession per Game,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,Sacks,Sack Yards,Average Sacks per Game,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Opp Kickoff Returns,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,First Down Runs,First Down Passes,First Down Penalties,First Downs,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,Penalties,Penalty Yards,Penalty Yards Per Game,3rd Attempts,3rd Conversions,3rd Percent,Opp 3rd Conversion,Opp 3rd Attempt,Opponent 3rd Percent,4th Attempts,4th Conversions,4th Percent,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent
Arizona St. (Pac-12),13,6-7,1070.0,6207.0,5.8,49.0,477.5,967.0,6029.0,6.23,51.0,55.0,463.8,6.0,15.0,21.0,10.0,9.0,19.0,2.0,0.15,409:26,31:29,94.0,34.0,445.0,111.0,8.5,39.0,233.0,3.0,52.0,52.0,0.0,1.0,26.0,3.0,450.0,34.6,55.0,49.0,1.0,0.0,18.0,0.0,435.0,33.5,536.0,2319.0,4.33,19.0,178.4,451.0,1641.0,3.64,16.0,126.2,64.0,14.0,19.0,23.0,56.0,0.875,48.0,10.0,19.0,14.0,43.0,0.896,22.0,267.0,1.0,12.14,22.0,267.0,1.0,12.14,534.0,320.0,9.0,3888.0,7.28,12.15,30.0,299.1,294.0,516.0,4388.0,35.0,8.5,14.93,337.5,18.0,483.0,1.0,26.83,18.0,483.0,1.0,26.83,93.0,164.0,14.0,271.0,93.0,164.0,14.0,271.0,60.0,518.0,39.85,229.0,94.0,0.41,82.0,212.0,0.387,10.0,18.0,0.556,11.0,19.0,0.579
Washington St. (Pac-12),13,9-4,1032.0,6105.0,5.92,49.0,469.6,938.0,5411.0,5.77,37.0,45.0,416.2,11.0,13.0,24.0,13.0,12.0,25.0,-1.0,-0.08,392:58,30:13,84.0,36.0,377.0,102.0,7.8,41.0,300.0,3.15,50.0,49.0,0.0,0.0,20.0,0.0,409.0,31.5,45.0,37.0,4.0,0.0,15.0,0.0,360.0,27.7,293.0,1041.0,3.55,8.0,80.1,509.0,2502.0,4.92,24.0,192.5,55.0,7.0,29.0,16.0,52.0,0.945,54.0,21.0,10.0,13.0,44.0,0.815,14.0,202.0,2.0,14.43,14.0,202.0,2.0,14.43,739.0,501.0,12.0,5064.0,6.85,10.11,41.0,389.5,272.0,429.0,2909.0,13.0,6.78,10.69,223.8,50.0,1043.0,2.0,20.86,50.0,1043.0,2.0,20.86,132.0,134.0,10.0,276.0,132.0,134.0,10.0,276.0,70.0,498.0,38.31,190.0,77.0,0.405,85.0,191.0,0.445,26.0,39.0,0.667,11.0,27.0,0.407
App State (Sun Belt),13,11-2,902.0,6075.0,6.74,58.0,467.3,871.0,4088.0,4.69,25.0,29.0,314.5,6.0,18.0,24.0,13.0,9.0,22.0,2.0,0.15,408:05,31:23,74.0,46.0,375.0,97.0,7.5,11.0,71.0,0.85,62.0,61.0,0.0,0.0,14.0,1.0,477.0,36.7,29.0,27.0,0.0,0.0,15.0,1.0,248.0,19.1,605.0,3529.0,5.83,25.0,271.5,497.0,1710.0,3.44,15.0,131.5,50.0,18.0,18.0,8.0,44.0,0.88,44.0,12.0,5.0,11.0,28.0,0.636,19.0,117.0,0.0,6.16,19.0,117.0,0.0,6.16,297.0,180.0,9.0,2546.0,8.57,14.14,33.0,195.8,223.0,374.0,2378.0,10.0,6.36,10.66,182.9,40.0,919.0,0.0,22.98,40.0,919.0,0.0,22.98,99.0,112.0,12.0,223.0,99.0,112.0,12.0,223.0,84.0,739.0,56.85,169.0,72.0,0.426,66.0,194.0,0.34,15.0,24.0,0.625,12.0,24.0,0.5
Notre Dame (FBS Independent),13,10-3,864.0,6063.0,7.02,54.0,466.4,870.0,4845.0,5.57,39.0,40.0,372.7,5.0,9.0,14.0,10.0,10.0,20.0,-6.0,-0.46,385:23,29:38,75.0,18.0,325.0,84.0,6.5,26.0,159.0,2.0,58.0,50.0,1.0,0.0,15.0,0.0,445.0,34.2,40.0,35.0,1.0,0.0,12.0,0.0,313.0,24.1,479.0,2699.0,5.63,29.0,207.6,496.0,2283.0,4.6,21.0,175.6,53.0,18.0,13.0,12.0,43.0,0.811,41.0,15.0,12.0,6.0,33.0,0.805,22.0,194.0,0.0,8.82,22.0,194.0,0.0,8.82,385.0,241.0,10.0,3364.0,8.74,13.96,25.0,258.8,207.0,374.0,2562.0,18.0,6.85,12.38,197.1,58.0,1283.0,0.0,22.12,58.0,1283.0,0.0,22.12,109.0,108.0,25.0,242.0,109.0,108.0,25.0,242.0,67.0,586.0,45.08,160.0,68.0,0.425,66.0,188.0,0.351,5.0,8.0,0.625,14.0,22.0,0.636
UCLA (Pac-12),13,8-5,969.0,6057.0,6.25,49.0,465.9,1044.0,5222.0,5.0,35.0,39.0,401.7,7.0,12.0,19.0,6.0,13.0,19.0,0.0,0.0,337:03,25:55,56.0,30.0,324.0,71.0,5.5,15.0,119.0,1.15,51.0,47.0,3.0,0.0,20.0,0.0,419.0,32.2,39.0,33.0,2.0,0.0,21.0,2.0,338.0,26.0,459.0,2308.0,5.03,26.0,177.5,587.0,2580.0,4.4,17.0,198.5,57.0,22.0,13.0,16.0,51.0,0.895,49.0,12.0,14.0,15.0,41.0,0.837,9.0,60.0,1.0,6.67,9.0,60.0,1.0,6.67,510.0,300.0,13.0,3749.0,7.35,12.5,23.0,288.4,261.0,457.0,2642.0,18.0,5.78,10.12,203.2,24.0,572.0,0.0,23.83,24.0,572.0,0.0,23.83,150.0,128.0,29.0,307.0,150.0,128.0,29.0,307.0,108.0,916.0,70.46,195.0,88.0,0.451,86.0,217.0,0.396,8.0,13.0,0.615,15.0,26.0,0.577
Arkansas (SEC),13,8-5,886.0,6051.0,6.83,62.0,465.5,839.0,5091.0,6.07,43.0,44.0,391.6,7.0,11.0,18.0,3.0,8.0,11.0,7.0,0.54,447:04,34:23,49.0,40.0,275.0,69.0,5.3,14.0,92.0,1.08,62.0,58.0,4.0,0.0,9.0,1.0,467.0,35.9,44.0,40.0,2.0,0.0,16.0,0.0,356.0,27.4,512.0,2565.0,5.01,31.0,197.3,403.0,1514.0,3.76,25.0,116.5,59.0,25.0,16.0,8.0,49.0,0.831,53.0,22.0,11.0,13.0,46.0,0.868,18.0,125.0,0.0,6.94,18.0,125.0,0.0,6.94,374.0,246.0,8.0,3486.0,9.32,14.17,31.0,268.2,280.0,436.0,3577.0,18.0,8.2,12.78,275.2,62.0,1210.0,1.0,19.52,62.0,1210.0,1.0,19.52,90.0,158.0,13.0,261.0,90.0,158.0,13.0,261.0,55.0,477.0,36.69,160.0,75.0,0.469,75.0,170.0,0.441,12.0,21.0,0.571,9.0,20.0,0.45
Toledo (MAC),12,10-2,903.0,5531.0,6.13,50.0,460.9,888.0,4498.0,5.07,26.0,28.0,374.8,10.0,12.0,22.0,4.0,10.0,14.0,8.0,0.67,354:31,29:32,60.0,42.0,273.0,81.0,6.8,5.0,25.0,0.42,52.0,49.0,0.0,0.0,19.0,1.0,420.0,35.0,28.0,24.0,2.0,0.0,17.0,1.0,249.0,20.8,492.0,2495.0,5.07,26.0,207.9,413.0,1382.0,3.35,11.0,115.2,56.0,20.0,15.0,12.0,47.0,0.839,40.0,8.0,8.0,11.0,27.0,0.675,13.0,112.0,0.0,8.62,13.0,112.0,0.0,8.62,411.0,231.0,10.0,3036.0,7.39,13.14,24.0,253.0,278.0,475.0,3116.0,15.0,6.56,11.21,259.7,71.0,1358.0,1.0,19.13,71.0,1358.0,1.0,19.13,92.0,129.0,25.0,246.0,92.0,129.0,25.0,246.0,96.0,818.0,68.17,186.0,86.0,0.462,79.0,196.0,0.403,10.0,22.0,0.455,8.0,19.0,0.421
Mississippi St. (SEC),13,9-4,927.0,5986.0,6.46,54.0,460.5,955.0,5085.0,5.32,32.0,34.0,391.2,1.0,13.0,14.0,13.0,5.0,18.0,-4.0,-0.31,341:40,26:16,63.0,70.0,403.0,98.0,7.5,32.0,193.0,2.46,58.0,54.0,0.0,0.0,15.0,0.0,447.0,34.4,34.0,33.0,1.0,0.0,21.0,0.0,302.0,23.2,427.0,1873.0,4.39,21.0,144.1,531.0,2270.0,4.27,16.0,174.6,53.0,18.0,20.0,10.0,48.0,0.906,45.0,9.0,10.0,14.0,33.0,0.733,10.0,125.0,1.0,12.5,10.0,125.0,1.0,12.5,500.0,331.0,5.0,4113.0,8.23,12.43,33.0,316.4,257.0,424.0,2815.0,16.0,6.64,10.95,216.5,47.0,857.0,0.0,18.23,47.0,857.0,0.0,18.23,124.0,132.0,17.0,273.0,124.0,132.0,17.0,273.0,53.0,506.0,38.92,175.0,75.0,0.429,71.0,200.0,0.355,11.0,22.0,0.5,12.0,23.0,0.522
Middle Tenn. (C-USA),13,7-6,1004.0,5946.0,5.92,54.0,457.4,966.0,5273.0,5.46,41.0,44.0,405.6,8.0,17.0,25.0,19.0,10.0,29.0,-4.0,-0.31,,,63.0,18.0,279.0,72.0,5.5,,,,58.0,56.0,0.0,0.0,12.0,1.0,442.0,34.0,44.0,42.0,1.0,0.0,12.0,1.0,346.0,26.6,503.0,1894.0,3.77,23.0,145.7,484.0,1978.0,4.09,18.0,152.2,55.0,19.0,18.0,9.0,46.0,0.836,49.0,13.0,13.0,8.0,34.0,0.694,,,,,,,,,501.0,334.0,10.0,4052.0,8.09,12.13,31.0,311.7,285.0,482.0,3295.0,23.0,6.84,11.56,253.5,,,,,,,,,112.0,130.0,18.0,260.0,112.0,130.0,18.0,260.0,,,,197.0,83.0,0.421,75.0,201.0,0.373,,,,,,
Air Force (Mountain West),14,8-6,986.0,6315.0,6.4,60.0,451.1,870.0,4968.0,5.71,43.0,45.0,354.9,7.0,11.0,18.0,11.0,12.0,23.0,-5.0,-0.36,452:49,32:20,72.0,44.0,344.0,94.0,6.7,3.0,9.0,0.21,62.0,58.0,2.0,0.0,13.0,0.0,473.0,33.8,45.0,42.0,0.0,0.0,15.0,0.0,357.0,25.5,816.0,4468.0,5.48,45.0,319.1,483.0,2026.0,4.19,20.0,144.7,55.0,36.0,3.0,7.0,46.0,0.836,38.0,12.0,8.0,11.0,31.0,0.816,14.0,98.0,0.0,7.0,14.0,98.0,0.0,7.0,170.0,87.0,12.0,1847.0,10.86,21.23,15.0,131.9,205.0,387.0,2942.0,23.0,7.6,14.35,210.1,34.0,825.0,1.0,24.26,34.0,825.0,1.0,24.26,90.0,123.0,17.0,230.0,90.0,123.0,17.0,230.0,53.0,532.0,38.0,195.0,84.0,0.431,73.0,199.0,0.367,14.0,23.0,0.609,11.0,20.0,0.55
Nebraska (Big Ten),13,6-7,954.0,5810.0,6.09,51.0,446.9,885.0,5205.0,5.88,43.0,45.0,400.4,5.0,10.0,15.0,6.0,21.0,27.0,-12.0,-0.92,421:06,32:23,57.0,30.0,284.0,72.0,5.5,14.0,143.0,1.08,52.0,44.0,3.0,0.0,21.0,1.0,427.0,32.8,45.0,40.0,2.0,0.0,16.0,0.0,362.0,27.8,496.0,2340.0,4.72,24.0,180.0,379.0,1428.0,3.77,18.0,109.8,54.0,21.0,17.0,10.0,48.0,0.889,49.0,13.0,15.0,12.0,40.0,0.816,18.0,207.0,0.0,11.5,18.0,207.0,0.0,11.5,458.0,256.0,21.0,3470.0,7.58,13.55,27.0,266.9,293.0,506.0,3777.0,25.0,7.46,12.89,290.5,47.0,888.0,0.0,18.89,47.0,888.0,0.0,18.89,57.0,163.0,26.0,246.0,57.0,163.0,26.0,246.0,94.0,829.0,63.77,181.0,81.0,0.448,64.0,188.0,0.34,5.0,8.0,0.625,9.0,25.0,0.36
South Fla. (AAC),13,8-5,893.0,5741.0,6.43,54.0,441.6,944.0,4946.0,5.24,35.0,35.0,380.5,8.0,17.0,25.0,6.0,9.0,15.0,10.0,0.77,366:58,28:13,77.0,40.0,425.0,97.0,7.5,21.0,90.0,1.62,56.0,54.0,0.0,0.0,15.0,1.0,437.0,33.6,35.0,34.0,0.0,0.0,18.0,0.0,298.0,22.9,592.0,3205.0,5.41,28.0,246.5,497.0,1838.0,3.7,19.0,141.4,47.0,21.0,11.0,9.0,41.0,0.872,37.0,13.0,5.0,14.0,32.0,0.865,25.0,206.0,0.0,8.24,25.0,206.0,0.0,8.24,301.0,179.0,9.0,2536.0,8.43,14.17,26.0,195.1,251.0,447.0,3108.0,16.0,6.95,12.38,239.1,70.0,1396.0,0.0,19.94,70.0,1396.0,0.0,19.94,102.0,130.0,20.0,252.0,102.0,130.0,20.0,252.0,79.0,714.0,54.92,179.0,66.0,0.369,78.0,210.0,0.371,11.0,19.0,0.579,13.0,22.0,0.591
Duke (ACC),13,8-5,1033.0,5712.0,5.53,43.0,439.4,956.0,5131.0,5.37,40.0,42.0,394.7,9.0,11.0,20.0,11.0,10.0,21.0,-1.0,-0.08,372:47,28:40,66.0,36.0,386.0,84.0,6.5,18.0,91.0,1.38,47.0,42.0,3.0,0.0,26.0,1.0,410.0,31.5,42.0,37.0,1.0,0.0,13.0,0.0,330.0,25.4,524.0,2508.0,4.79,25.0,192.9,553.0,1999.0,3.61,17.0,153.8,55.0,17.0,12.0,17.0,46.0,0.836,40.0,15.0,11.0,8.0,34.0,0.85,14.0,42.0,0.0,3.0,14.0,42.0,0.0,3.0,509.0,294.0,10.0,3204.0,6.29,10.9,18.0,246.5,223.0,403.0,3132.0,23.0,7.77,14.04,240.9,48.0,942.0,2.0,19.63,48.0,942.0,2.0,19.63,118.0,125.0,19.0,262.0,118.0,125.0,19.0,262.0,71.0,615.0,47.31,215.0,93.0,0.433,77.0,204.0,0.377,11.0,22.0,0.5,9.0,22.0,0.409
Arkansas St. (Sun Belt),13,9-4,973.0,5700.0,5.86,58.0,438.5,947.0,5450.0,5.76,47.0,52.0,419.2,8.0,26.0,34.0,11.0,15.0,26.0,8.0,0.62,395:48,30:26,69.0,39.0,340.0,89.0,6.8,25.0,217.0,1.92,69.0,63.0,2.0,0.0,13.0,0.0,520.0,40.0,52.0,48.0,0.0,0.0,11.0,0.0,393.0,30.2,608.0,3007.0,4.95,35.0,231.3,454.0,1969.0,4.34,21.0,151.5,58.0,23.0,12.0,12.0,47.0,0.81,42.0,16.0,13.0,7.0,36.0,0.857,10.0,47.0,0.0,4.7,10.0,47.0,0.0,4.7,365.0,207.0,15.0,2693.0,7.38,13.01,23.0,207.2,266.0,493.0,3481.0,26.0,7.06,13.09,267.8,52.0,972.0,1.0,18.69,52.0,972.0,1.0,18.69,92.0,132.0,31.0,255.0,92.0,132.0,31.0,255.0,109.0,1032.0,79.38,192.0,74.0,0.385,65.0,194.0,0.335,10.0,20.0,0.5,5.0,15.0,0.333
Southern California (Pac-12),14,8-6,990.0,6131.0,6.19,56.0,437.9,984.0,5611.0,5.7,42.0,44.0,400.8,9.0,14.0,23.0,5.0,7.0,12.0,11.0,0.79,409:14,29:13,70.0,30.0,368.0,85.0,6.1,38.0,256.0,2.71,63.0,58.0,0.0,0.0,13.0,0.0,475.0,33.9,44.0,42.0,0.0,0.0,18.0,0.0,360.0,25.7,527.0,2355.0,4.47,26.0,168.2,527.0,2090.0,3.97,17.0,149.3,57.0,23.0,17.0,10.0,50.0,0.877,53.0,16.0,16.0,15.0,47.0,0.887,17.0,236.0,1.0,13.88,17.0,236.0,1.0,13.88,463.0,309.0,7.0,3776.0,8.16,12.22,30.0,269.7,288.0,457.0,3521.0,25.0,7.7,12.23,251.5,72.0,1490.0,0.0,20.69,72.0,1490.0,0.0,20.69,119.0,161.0,29.0,309.0,119.0,161.0,29.0,309.0,103.0,961.0,68.64,189.0,74.0,0.392,68.0,188.0,0.362,17.0,26.0,0.654,8.0,21.0,0.381
LSU (SEC),12,9-3,783.0,5247.0,6.7,49.0,437.3,806.0,4166.0,5.17,36.0,38.0,347.2,7.0,10.0,17.0,4.0,6.0,10.0,7.0,0.58,376:01,31:20,62.0,28.0,332.0,76.0,6.3,17.0,119.0,1.42,51.0,49.0,0.0,0.0,13.0,0.0,394.0,32.8,38.0,34.0,1.0,0.0,9.0,0.0,291.0,24.3,505.0,3082.0,6.1,36.0,256.8,387.0,1475.0,3.81,14.0,122.9,46.0,24.0,6.0,9.0,39.0,0.848,36.0,11.0,14.0,6.0,31.0,0.861,11.0,208.0,1.0,18.91,11.0,208.0,1.0,18.91,278.0,149.0,6.0,2165.0,7.79,14.53,13.0,180.4,236.0,419.0,2691.0,22.0,6.42,11.4,224.3,56.0,1140.0,1.0,20.36,56.0,1140.0,1.0,20.36,89.0,127.0,17.0,233.0,89.0,127.0,17.0,233.0,96.0,774.0,64.5,148.0,59.0,0.399,60.0,168.0,0.357,5.0,9.0,0.556,12.0,26.0,0.462
Stanford (Pac-12),14,12-2,928.0,6097.0,6.57,63.0,435.5,926.0,5156.0,5.57,35.0,36.0,368.3,6.0,8.0,14.0,5.0,8.0,13.0,1.0,0.07,487:12,34:48,63.0,40.0,375.0,83.0,5.9,20.0,104.0,1.43,68.0,67.0,0.0,0.0,18.0,0.0,529.0,37.8,36.0,29.0,1.0,0.0,23.0,0.0,316.0,22.6,610.0,3132.0,5.13,33.0,223.7,453.0,1958.0,4.32,16.0,139.9,62.0,25.0,16.0,13.0,54.0,0.871,47.0,13.0,8.0,20.0,41.0,0.872,11.0,93.0,0.0,8.45,11.0,93.0,0.0,8.45,318.0,213.0,8.0,2965.0,9.32,13.92,30.0,211.8,271.0,473.0,3198.0,19.0,6.76,11.8,228.4,70.0,1473.0,1.0,21.04,70.0,1473.0,1.0,21.04,106.0,145.0,16.0,267.0,106.0,145.0,16.0,267.0,78.0,648.0,46.29,182.0,91.0,0.5,70.0,193.0,0.363,13.0,16.0,0.813,15.0,24.0,0.625
Ohio St. (Big Ten),13,12-1,892.0,5643.0,6.33,58.0,434.1,899.0,4047.0,4.5,24.0,24.0,311.3,9.0,12.0,21.0,9.0,9.0,18.0,3.0,0.23,380:27,29:15,61.0,44.0,330.0,83.0,6.4,19.0,101.0,1.46,62.0,62.0,0.0,0.0,10.0,0.0,464.0,35.7,24.0,22.0,0.0,0.0,10.0,0.0,196.0,15.1,567.0,3188.0,5.62,39.0,245.2,488.0,1649.0,3.38,10.0,126.8,57.0,30.0,7.0,10.0,47.0,0.825,31.0,9.0,10.0,6.0,25.0,0.806,12.0,43.0,0.0,3.58,12.0,43.0,0.0,3.58,325.0,204.0,9.0,2455.0,7.55,12.03,19.0,188.8,207.0,411.0,2398.0,14.0,5.83,11.58,184.5,50.0,813.0,0.0,16.26,50.0,813.0,0.0,16.26,93.0,103.0,20.0,216.0,93.0,103.0,20.0,216.0,76.0,656.0,50.46,172.0,70.0,0.407,74.0,212.0,0.349,11.0,19.0,0.579,9.0,23.0,0.391
New Mexico St. (Sun Belt),12,3-9,896.0,5200.0,5.8,42.0,433.3,923.0,6267.0,6.79,65.0,71.0,522.3,10.0,12.0,22.0,7.0,14.0,21.0,1.0,0.08,336:48,28:04,47.0,18.0,161.0,56.0,4.7,36.0,216.0,3.0,46.0,37.0,0.0,0.0,10.0,0.0,343.0,28.6,71.0,67.0,2.0,0.0,13.0,2.0,540.0,45.0,443.0,2166.0,4.89,16.0,180.5,521.0,2907.0,5.58,35.0,242.3,39.0,11.0,13.0,7.0,31.0,0.795,55.0,23.0,10.0,9.0,42.0,0.764,27.0,293.0,2.0,10.85,27.0,293.0,2.0,10.85,453.0,241.0,14.0,3034.0,6.7,12.59,26.0,252.8,251.0,402.0,3360.0,30.0,8.36,13.39,280.0,27.0,597.0,0.0,22.11,27.0,597.0,0.0,22.11,135.0,143.0,20.0,298.0,135.0,143.0,20.0,298.0,77.0,699.0,58.25,200.0,71.0,0.355,74.0,173.0,0.428,12.0,30.0,0.4,12.0,17.0,0.706
Georgia St. (Sun Belt),13,6-7,903.0,5627.0,6.23,43.0,432.8,995.0,5273.0,5.3,37.0,44.0,405.6,7.0,15.0,22.0,11.0,12.0,23.0,-1.0,-0.08,377:25,29:01,62.0,26.0,286.0,75.0,5.8,33.0,212.0,2.54,45.0,42.0,0.0,0.0,12.0,1.0,350.0,26.9,44.0,38.0,0.0,0.0,22.0,0.0,368.0,28.3,407.0,1260.0,3.1,15.0,96.9,542.0,2354.0,4.34,18.0,181.1,45.0,13.0,16.0,7.0,36.0,0.8,43.0,13.0,10.0,13.0,36.0,0.837,21.0,295.0,2.0,14.05,21.0,295.0,2.0,14.05,496.0,308.0,12.0,4367.0,8.8,14.18,28.0,335.9,267.0,453.0,2919.0,19.0,6.44,10.93,224.5,29.0,777.0,0.0,26.79,29.0,777.0,0.0,26.79,134.0,134.0,31.0,299.0,134.0,134.0,31.0,299.0,92.0,852.0,65.54,186.0,81.0,0.435,85.0,210.0,0.405,1.0,9.0,0.111,13.0,23.0,0.565
Idaho (Sun Belt),12,4-8,930.0,5141.0,5.53,40.0,428.4,839.0,5852.0,6.97,61.0,66.0,487.7,11.0,6.0,17.0,8.0,15.0,23.0,-6.0,-0.5,380:38,31:43,60.0,8.0,230.0,64.0,5.3,29.0,178.0,2.42,42.0,39.0,2.0,0.0,23.0,0.0,364.0,30.3,66.0,65.0,0.0,0.0,14.0,1.0,505.0,42.1,458.0,1766.0,3.86,23.0,147.2,517.0,3279.0,6.34,39.0,273.3,51.0,22.0,9.0,14.0,45.0,0.882,63.0,30.0,17.0,10.0,57.0,0.905,23.0,183.0,0.0,7.96,23.0,183.0,0.0,7.96,472.0,297.0,15.0,3375.0,7.15,11.36,17.0,281.3,198.0,322.0,2573.0,22.0,7.99,12.99,214.4,27.0,722.0,2.0,26.74,27.0,722.0,2.0,26.74,150.0,119.0,15.0,284.0,150.0,119.0,15.0,284.0,54.0,512.0,42.67,183.0,76.0,0.415,59.0,146.0,0.404,15.0,24.0,0.625,11.0,17.0,0.647
Alabama (SEC),15,14-1,1088.0,6406.0,5.89,55.0,427.1,963.0,4145.0,4.3,24.0,26.0,276.3,8.0,19.0,27.0,7.0,10.0,17.0,10.0,0.67,503:50,33:35,92.0,32.0,484.0,108.0,7.2,25.0,189.0,1.67,65.0,63.0,0.0,0.0,23.0,2.0,526.0,35.1,26.0,21.0,1.0,0.0,16.0,0.0,227.0,15.1,642.0,2999.0,4.67,33.0,199.9,468.0,1136.0,2.43,7.0,75.7,62.0,23.0,12.0,16.0,51.0,0.823,30.0,6.0,8.0,11.0,25.0,0.833,27.0,279.0,2.0,10.33,27.0,279.0,2.0,10.33,446.0,301.0,10.0,3407.0,7.64,11.32,22.0,227.1,250.0,495.0,3009.0,17.0,6.08,12.04,200.6,41.0,779.0,0.0,19.0,41.0,779.0,0.0,19.0,67.0,129.0,27.0,223.0,67.0,129.0,27.0,223.0,89.0,835.0,55.67,214.0,80.0,0.374,65.0,227.0,0.286,12.0,24.0,0.5,7.0,20.0,0.35
Ga. Southern (Sun Belt),13,9-4,865.0,5543.0,6.41,58.0,426.4,803.0,4395.0,5.47,35.0,39.0,338.1,10.0,17.0,27.0,11.0,10.0,21.0,6.0,0.46,441:55,33:59,42.0,24.0,222.0,54.0,4.2,8.0,51.0,0.62,61.0,59.0,0.0,1.0,15.0,1.0,474.0,36.5,39.0,31.0,1.0,0.0,13.0,0.0,306.0,23.5,728.0,4719.0,6.48,54.0,363.0,438.0,1702.0,3.89,13.0,130.9,56.0,37.0,0.0,12.0,49.0,0.875,34.0,9.0,13.0,9.0,31.0,0.912,13.0,66.0,0.0,5.08,13.0,66.0,0.0,5.08,137.0,59.0,10.0,824.0,6.01,13.97,4.0,63.4,200.0,365.0,2693.0,22.0,7.38,13.47,207.2,36.0,525.0,0.0,14.58,36.0,525.0,0.0,14.58,91.0,116.0,13.0,220.0,91.0,116.0,13.0,220.0,67.0,629.0,48.38,180.0,75.0,0.417,58.0,163.0,0.356,20.0,31.0,0.645,6.0,20.0,0.3
Colorado St. (Mountain West),13,7-6,926.0,5536.0,5.98,44.0,425.8,877.0,5082.0,5.79,39.0,42.0,390.9,7.0,8.0,15.0,12.0,15.0,27.0,-12.0,-0.92,393:40,30:16,73.0,42.0,346.0,94.0,7.2,17.0,109.0,1.31,48.0,43.0,2.0,0.0,16.0,1.0,385.0,29.6,42.0,39.0,0.0,0.0,21.0,0.0,354.0,27.2,534.0,2571.0,4.81,20.0,197.8,553.0,2773.0,5.01,27.0,213.3,54.0,17.0,16.0,14.0,47.0,0.87,42.0,17.0,4.0,16.0,37.0,0.881,17.0,149.0,0.0,8.76,17.0,149.0,0.0,8.76,392.0,233.0,15.0,2965.0,7.56,12.73,24.0,228.1,175.0,324.0,2309.0,12.0,7.13,13.19,177.6,43.0,974.0,1.0,22.65,43.0,974.0,1.0,22.65,128.0,102.0,26.0,256.0,128.0,102.0,26.0,256.0,97.0,898.0,69.08,187.0,86.0,0.46,59.0,171.0,0.345,10.0,17.0,0.588,14.0,26.0,0.538
Navy (AAC),13,11-2,870.0,5527.0,6.35,62.0,425.2,839.0,4744.0,5.65,33.0,36.0,364.9,15.0,12.0,27.0,6.0,2.0,8.0,19.0,1.46,428:22,32:57,43.0,28.0,231.0,57.0,4.4,14.0,107.0,1.08,63.0,59.0,0.0,0.0,13.0,1.0,478.0,36.8,36.0,34.0,2.0,0.0,10.0,0.0,284.0,21.8,748.0,4247.0,5.68,53.0,326.7,452.0,1859.0,4.11,17.0,143.0,58.0,42.0,2.0,11.0,55.0,0.948,38.0,14.0,9.0,5.0,28.0,0.737,11.0,174.0,0.0,15.82,11.0,174.0,0.0,15.82,122.0,64.0,2.0,1280.0,10.49,20.0,9.0,98.5,251.0,387.0,2885.0,16.0,7.45,11.49,221.9,65.0,1502.0,2.0,23.11,65.0,1502.0,2.0,23.11,107.0,135.0,11.0,253.0,107.0,135.0,11.0,253.0,40.0,339.0,26.08,177.0,89.0,0.503,80.0,171.0,0.468,24.0,26.0,0.923,14.0,29.0,0.483
