year,0_team,1_team,winner_id
2014,stetson,marist,0
2014,eastern wash,montana,0
2014,liberty,monmouth,0
2014,arkpine bluff,prairie view,1
2014,william  mary,elon,0
2014,ualbany,delaware,1
2014,samford,western caro,0
2014,san diego,morehead state,0
2014,southeastern la,houston christian,0
2014,niu,uc davis,0
2014,mississippi state,ut martin,0
2014,montana state,portland state,0
2014,idaho state,cal poly,0
2014,sacramento state,southern utah,0
2014,south dakota,western ill,1
2014,austin peay,tennessee state,1
2014,villanova,towson,0
2014,southern u,texas southern,0
2014,hampton,bethunecookman,0
2014,furman,wofford,0
2014,gardnerwebb,presbyterian,1
2014,butler,dayton,1
2014,wagner,duquesne,0
2014,sacred heart,bryant,0
2014,dartmouth,brown,0
2014,richmond,james madison,1
2014,lehigh,colgate,0
2014,yale,princeton,0
2014,columbia,cornell,1
2014,holy cross,bucknell,1
2014,jacksonville,campbell,0
2014,morgan state,south carolina state,0
2014,central conn state,howard,1
2014,north dakota,niu,0
2014,new hampshire,delaware,0
2014,stony brook,rhode island,0
2014,the citadel,samford,1
2014,fordham,georgetown,0
2014,eastern ky,murray state,0
2014,marist,davidson,0
2014,morehead state,stetson,0
2014,norfolk state,north carolina,1
2014,delaware state,florida am,1
2014,alabama am,prairie view,1
2014,south dakota,illinois state,1
2014,western caro,vmi,0
2014,youngstown state,indiana state,1
2014,tennessee tech,chattanooga,1
2014,towson,william  mary,1
2014,coastal carolina,monmouth,0
2014,elon,maine,1
2014,south dakota state,western ill,0
2014,weber state,northern colo,0
2014,grambling,alabama state,1
2014,missouri state,north dakota state,1
2014,southern utah,montana,1
2014,liberty,charleston so,1
2014,montana state,idaho state,0
2014,southeastern la,mcneese,0
2014,san diego,valparaiso,0
2014,jacksonville state,eastern ill,0
2014,alcorn,arkpine bluff,0
2014,sacramento state,portland state,0
2014,texas southern,jackson state,1
2014,northwestern state,nicholls,0
2014,villanova,ualbany,0
2014,southern u,mississippi val,0
2014,cal poly,uc davis,1
2014,nicholls,southeastern la,1
2014,portland state,eastern wash,1
2014,georgetown,holy cross,0
2014,florida,eastern ky,0
2014,georgia,charleston so,0
2014,james madison,elon,0
2014,delaware,villanova,1
2014,bryant,wagner,1
2014,duquesne,robert morris,0
2014,army west point,fordham,0
2014,charlotte,morehead state,0
2014,monmouth,gardnerwebb,0
2014,rhode island,towson,0
2014,brown,columbia,0
2014,harvard,yale,0
2014,bucknell,colgate,1
2014,howard,hampton,0
2014,princeton,dartmouth,1
2014,morgan state,delaware state,0
2014,eastern ill,ut martin,1
2014,stetson,drake,1
2014,dayton,campbell,0
2014,coastal carolina,liberty,1
2014,wofford,mercer,0
2014,south carolina state,norfolk state,0
2014,vmi,the citadel,1
2014,florida am,bethunecookman,1
2014,northern colo,north dakota,1
2014,western ill,indiana state,0
2014,illinois state,massachusetts,0
2014,murray state,tennessee state,1
2014,valparaiso,davidson,0
2014,alcorn,jackson state,1
2014,south dakota state,south dakota,0
2014,ualbany,stony brook,0
2014,arkpine bluff,alabama am,0
2014,lafayette,lehigh,0
2014,north dakota state,youngstown state,0
2014,furman,chattanooga,1
2014,maine,new hampshire,1
2014,alabama,western caro,0
2014,niu,southern utah,1
2014,uc davis,sacramento state,1
2014,idaho state,weber state,0
2014,montana,montana state,0
2014,austin peay,tennessee tech,1
2014,san diego,cal poly,1
2014,auburn,samford,0
2014,william  mary,richmond,1
2014,fordham,sacred heart,0
2014,eastern ky,indiana state,1
2014,richmond,morgan state,0
2014,southern u,grambling,0
2014,james madison,liberty,1
2014,montana state,south dakota state,1
2014,montana,san diego,0
2014,coastal carolina,richmond,0
2014,new hampshire,fordham,0
2014,chattanooga,indiana state,0
2014,north dakota state,south dakota state,0
2014,southern u,alcorn,1
2014,villanova,liberty,0
2014,eastern wash,montana,0
2014,new hampshire,chattanooga,0
2014,north dakota state,coastal carolina,0
2014,eastern wash,illinois state,1
2014,louisiana,nevada,0
2014,utep,utah state,1
2014,colorado state,utah,1
2014,air force,western mich,0
2014,bowling green,south alabama,0
2014,memphis,byu,0
2014,niu,marshall,1
2014,san diego state,navy,1
2014,western ky,central mich,0
2014,rice,fresno state,0
2014,louisiana tech,illinois,0
2014,north carolina,rutgers,1
2014,ucf,nc state,1
2014,virginia tech,cincinnati,0
2014,duke,arizona state,1
2014,south carolina,miami fl,0
2014,penn state,boston college,0
2014,southern california,nebraska,0
2014,west virginia,texas am,1
2014,clemson,oklahoma,0
2014,texas,arkansas,1
2014,lsu,notre dame,1
2014,louisville,georgia,1
2014,stanford,maryland,0
2014,tcu,ole miss,0
2014,arizona,boise state,1
2014,georgia tech,mississippi state,0
2014,wisconsin,auburn,0
2014,baylor,michigan state,1
2014,minnesota,missouri,1
2014,florida state,oregon,1
2014,ohio state,alabama,0
2014,pittsburgh,houston,1
2014,tennessee,iowa,0
2014,ucla,kansas state,0
2014,oklahoma state,washington,0
2014,florida,east carolina,0
2014,arkansas state,toledo,1
2014,ohio state,oregon,0
2014,new hampshire,illinois state,1
2014,illinois state,north dakota state,1
2015,south carolina,north carolina,0
2015,ucf,fiu,1
2015,central mich,oklahoma state,1
2015,ball state,vmi,0
2015,wake forest,elon,0
2015,georgia tech,alcorn,0
2015,uconn,villanova,0
2015,vanderbilt,western ky,1
2015,utah,michigan,0
2015,minnesota,tcu,1
2015,idaho,ohio,1
2015,utah state,southern utah,0
2015,tulane,duke,1
2015,arizona,utsa,0
2015,san jose state,new hampshire,0
2015,fresno state,abilene christian,0
2015,nevada,uc davis,0
2015,hawaii,colorado,0
2015,georgia state,charlotte,1
2015,army west point,fordham,1
2015,western mich,michigan state,1
2015,syracuse,rhode island,0
2015,smu,baylor,1
2015,oregon state,weber state,0
2015,boise state,washington,0
2015,ole miss,ut martin,0
2015,georgia,south fla,0
2015,kansas,south dakota state,1
2015,iowa,illinois state,0
2015,maryland,richmond,0
2015,rutgers,norfolk state,0
2015,navy,colgate,0
2015,northwestern,stanford,0
2015,clemson,wofford,0
2015,pittsburgh,youngstown state,0
2015,boston college,maine,0
2015,washington state,portland state,1
2015,illinois,kent state,0
2015,tulsa,fla atlantic,0
2015,air force,morgan state,0
2015,ucla,virginia,0
2015,auburn,louisville,0
2015,arkansas,utep,0
2015,buffalo,ualbany,0
2015,nebraska,byu,1
2015,temple,penn state,0
2015,eastern mich,old dominion,1
2015,miami fl,presbyterian,0
2015,app state,howard,0
2015,indiana,massachusetts,0
2015,wyoming,north dakota,1
2015,tennessee,bowling green,0
2015,rice,wagner,0
2015,california,grambling,0
2015,east carolina,towson,0
2015,miami fl,bethunecookman,0
2015,south alabama,gardnerwebb,0
2015,nc state,troy,0
2015,oklahoma,akron,0
2015,kentucky,louisiana,0
2015,louisiana tech,southern u,0
2015,memphis,missouri state,0
2015,south fla,florida am,0
2015,texas am,arizona state,0
2015,middle tenn,jackson state,0
2015,kansas state,south dakota,0
2015,west virginia,ga southern,0
2015,niu,unlv,0
2015,notre dame,texas,0
2015,florida,new mexico state,0
2015,alabama,wisconsin,0
2015,san diego state,san diego,0
2015,houston,tennessee tech,0
2015,oregon,eastern wash,0
2015,new mexico,mississippi val,0
2015,cincinnati,alabama am,0
2015,florida state,texas state,0
2015,southern miss,mississippi state,1
2015,southern california,arkansas state,0
2015,marshall,purdue,0
2015,virginia tech,ohio state,1
2015,western ky,louisiana tech,0
2015,fla atlantic,miami fl,1
2015,utah,utah state,0
2015,florida state,south fla,0
2015,purdue,indiana state,0
2015,charlotte,presbyterian,0
2015,michigan,oregon state,0
2015,auburn,jacksonville state,0
2015,wisconsin,miami fl,0
2015,penn state,buffalo,0
2015,maryland,bowling green,1
2015,utsa,kansas state,1
2015,louisville,houston,1
2015,illinois,western ill,0
2015,uconn,army west point,0
2015,clemson,app state,0
2015,syracuse,wake forest,0
2015,boston college,howard,0
2015,colorado,massachusetts,0
2015,washington,sacramento state,0
2015,west virginia,liberty,0
2015,texas tech,utep,0
2015,central mich,monmouth,0
2015,ole miss,fresno state,0
2015,georgia tech,tulane,0
2015,ohio state,hawaii,0
2015,niu,murray state,0
2015,vanderbilt,georgia,1
2015,virginia,notre dame,1
2015,southern miss,austin peay,0
2015,rutgers,washington state,1
2015,colorado state,minnesota,1
2015,virginia tech,furman,0
2015,northwestern,eastern ill,0
2015,wyoming,eastern mich,1
2015,arkansas,toledo,1
2015,alabama,middle tenn,0
2015,iowa state,iowa,1
2015,california,san diego state,0
2015,tennessee,oklahoma,1
2015,kent state,delaware state,0
2015,ga southern,western mich,0
2015,nc state,eastern ky,0
2015,duke,north carolina,0
2015,akron,pittsburgh,1
2015,troy,charleston so,0
2015,texas state,prairie view,0
2015,florida,east carolina,0
2015,kansas,memphis,1
2015,ohio,marshall,0
2015,smu,north texas,0
2015,texas am,ball state,0
2015,arkansas state,missouri,1
2015,nevada,arizona,1
2015,louisiana,northwestern state,0
2015,south fla,nicholls,0
2015,old dominion,norfolk state,0
2015,south carolina,kentucky,1
2015,texas,rice,0
2015,new mexico state,georgia state,1
2015,cincinnati,temple,1
2015,nebraska,south alabama,0
2015,indiana,fiu,0
2015,new mexico,tulsa,1
2015,michigan state,oregon,0
2015,southern california,idaho,0
2015,mississippi state,lsu,1
2015,byu,boise state,0
2015,air force,san jose state,0
2015,stanford,ucf,0
2015,unlv,ucla,1
2015,arizona state,cal poly,0
2015,louisville,clemson,1
2015,boston college,florida state,1
2015,boise state,idaho state,0
2015,arizona state,new mexico,0
2015,fla atlantic,buffalo,1
2015,north carolina,illinois,0
2015,missouri,uconn,0
2015,texas am,nevada,0
2015,oklahoma,tulsa,0
2015,michigan state,air force,0
2015,army west point,wake forest,1
2015,maryland,south fla,0
2015,michigan,unlv,0
2015,minnesota,kent state,0
2015,syracuse,central mich,0
2015,duke,northwestern,1
2015,ohio,southeastern la,0
2015,oregon,georgia state,0
2015,north texas,rice,1
2015,bowling green,memphis,1
2015,eastern mich,ball state,1
2015,kansas state,louisiana tech,0
2015,massachusetts,temple,1
2015,wisconsin,troy,0
2015,ohio state,niu,0
2015,notre dame,georgia tech,0
2015,lsu,auburn,0
2015,oklahoma state,utsa,0
2015,miami fl,nebraska,0
2015,virginia,william  mary,0
2015,purdue,virginia tech,1
2015,miami fl,cincinnati,1
2015,navy,east carolina,0
2015,marshall,norfolk state,0
2015,mississippi state,northwestern state,0
2015,indiana,western ky,0
2015,vanderbilt,austin peay,0
2015,idaho,wofford,0
2015,washington,utah state,0
2015,fiu,north carolina,0
2015,ucf,furman,1
2015,georgia,south carolina,0
2015,ga southern,the citadel,0
2015,tennessee,western caro,0
2015,middle tenn,charlotte,0
2015,colorado state,colorado,1
2015,old dominion,nc state,1
2015,arkansas,texas tech,1
2015,western mich,murray state,0
2015,texas state,southern miss,1
2015,arkansas state,missouri state,0
2015,kentucky,florida,1
2015,texas,california,1
2015,iowa,pittsburgh,0
2015,san diego state,south alabama,1
2015,tulane,maine,0
2015,new mexico state,utep,1
2015,penn state,rutgers,0
2015,toledo,iowa state,0
2015,oregon state,san jose state,0
2015,tcu,smu,0
2015,southern california,stanford,1
2015,washington state,wyoming,0
2015,alabama,ole miss,1
2015,fresno state,utah,1
2015,ucla,byu,0
2015,arizona,niu,0
2015,hawaii,uc davis,0
2015,memphis,cincinnati,0
2015,virginia,boise state,1
2015,oregon state,stanford,1
2015,michigan,byu,0
2015,south carolina,ucf,0
2015,rutgers,kansas,0
2015,nebraska,southern miss,0
2015,purdue,bowling green,1
2015,uconn,navy,1
2015,michigan state,central mich,0
2015,georgia,southern u,0
2015,syracuse,lsu,1
2015,duke,georgia tech,0
2015,wake forest,indiana,1
2015,north carolina,delaware,0
2015,boston college,niu,0
2015,colorado,nicholls,0
2015,louisiana tech,fiu,0
2015,west virginia,maryland,0
2015,wyoming,new mexico,1
2015,baylor,rice,0
2015,east carolina,virginia tech,0
2015,florida,tennessee,0
2015,notre dame,massachusetts,0
2015,buffalo,nevada,1
2015,western ky,miami fl,0
2015,old dominion,app state,1
2015,kent state,marshall,1
2015,penn state,san diego state,0
2015,minnesota,ohio,0
2015,iowa,north texas,0
2015,texas,oklahoma state,1
2015,ohio state,western mich,0
2015,illinois,middle tenn,0
2015,alabama,south fla,0
2015,texas tech,tcu,1
2015,washington,california,1
2015,eastern mich,army west point,1
2015,louisville,samford,0
2015,ole miss,vanderbilt,0
2015,arkansas,texas am,1
2015,charlotte,fla atlantic,1
2015,toledo,arkansas state,0
2015,louisiana,akron,1
2015,smu,james madison,1
2015,utsa,colorado state,1
2015,auburn,mississippi state,1
2015,kentucky,missouri,0
2015,south alabama,nc state,1
2015,wisconsin,hawaii,0
2015,arizona,ucla,1
2015,northwestern,ball state,0
2015,houston,texas state,0
2015,oregon,utah,1
2015,unlv,idaho state,0
2015,idaho,ga southern,1
2015,san jose state,fresno state,0
2015,arizona state,southern california,1
2015,cincinnati,miami fl,0
2015,south fla,memphis,1
2015,charlotte,temple,1
2015,byu,uconn,0
2015,penn state,army west point,0
2015,michigan state,purdue,0
2015,tcu,texas,0
2015,oklahoma,west virginia,0
2015,northwestern,minnesota,0
2015,wisconsin,iowa,1
2015,maryland,michigan,1
2015,missouri,south carolina,0
2015,iowa state,kansas,0
2015,tulane,ucf,0
2015,tulsa,houston,1
2015,virginia tech,pittsburgh,1
2015,nc state,louisville,1
2015,akron,ohio,1
2015,central mich,niu,0
2015,ball state,toledo,1
2015,massachusetts,fiu,0
2015,kent state,miami fl,0
2015,indiana,ohio state,1
2015,baylor,texas tech,0
2015,georgia,alabama,1
2015,wake forest,florida state,1
2015,duke,boston college,0
2015,georgia tech,north carolina,1
2015,marshall,old dominion,0
2015,rice,western ky,1
2015,navy,air force,0
2015,app state,wyoming,0
2015,georgia state,liberty,1
2015,buffalo,bowling green,1
2015,oklahoma state,kansas state,0
2015,smu,east carolina,1
2015,auburn,san jose state,0
2015,california,washington state,0
2015,illinois,nebraska,0
2015,utah state,colorado state,0
2015,nevada,unlv,1
2015,middle tenn,vanderbilt,1
2015,arkansas state,idaho,0
2015,south fla,ga southern,1
2015,tennessee,arkansas,1
2015,troy,south alabama,1
2015,louisiana tech,louisiana,0
2015,florida,ole miss,0
2015,southern miss,north texas,0
2015,lsu,eastern mich,0
2015,texas am,mississippi state,0
2015,kentucky,eastern ky,0
2015,ucla,arizona state,1
2015,clemson,notre dame,0
2015,utep,utsa,1
2015,new mexico,new mexico state,0
2015,boise state,hawaii,0
2015,san diego state,fresno state,0
2015,stanford,arizona,0
2015,colorado,oregon,1
2015,houston,smu,0
2015,southern california,washington,1
2015,marshall,southern miss,0
2015,virginia tech,nc state,0
2015,temple,tulane,0
2015,ohio state,maryland,0
2015,kansas,baylor,1
2015,texas,oklahoma,0
2015,ole miss,new mexico state,0
2015,iowa,illinois,0
2015,army west point,duke,1
2015,penn state,indiana,0
2015,fiu,utep,0
2015,western ky,middle tenn,0
2015,western mich,central mich,0
2015,pittsburgh,virginia,0
2015,bowling green,massachusetts,0
2015,ohio,miami fl,0
2015,fla atlantic,rice,1
2015,eastern mich,akron,1
2015,toledo,kent state,0
2015,boston college,wake forest,1
2015,texas tech,iowa state,0
2015,nebraska,wisconsin,1
2015,purdue,minnesota,1
2015,niu,ball state,0
2015,georgia state,app state,1
2015,clemson,georgia tech,0
2015,lsu,south carolina,0
2015,michigan,northwestern,0
2015,notre dame,navy,0
2015,tennessee,georgia,0
2015,south fla,syracuse,0
2015,ucf,uconn,1
2015,mississippi state,troy,0
2015,arizona,oregon state,0
2015,north texas,portland state,1
2015,oregon,washington state,1
2015,tulsa,south fla,0
2015,louisiana,texas state,0
2015,nevada,new mexico,0
2015,utsa,louisiana tech,1
2015,colorado state,boise state,1
2015,west virginia,oklahoma state,1
2015,alabama,arkansas,0
2015,byu,east carolina,0
2015,missouri,florida,1
2015,kansas state,tcu,1
2015,florida state,miami fl,0
2015,rutgers,michigan state,1
2015,unlv,san jose state,1
2015,arizona state,colorado,0
2015,utah,california,0
2015,air force,wyoming,0
2015,fresno state,utah state,1
2015,hawaii,san diego state,1
2015,south alabama,arkansas state,1
2015,kentucky,auburn,1
2015,north texas,western ky,1
2015,stanford,ucla,0
2015,byu,cincinnati,0
2015,utah state,boise state,0
2015,tulane,houston,1
2015,fresno state,unlv,0
2015,middle tenn,fiu,0
2015,fla atlantic,marshall,1
2015,wisconsin,purdue,0
2015,mississippi state,louisiana tech,0
2015,baylor,west virginia,0
2015,florida state,louisville,0
2015,memphis,ole miss,0
2015,northwestern,iowa,1
2015,toledo,eastern mich,0
2015,ohio,western mich,1
2015,kansas,texas tech,1
2015,east carolina,tulsa,0
2015,uconn,south fla,1
2015,army west point,bucknell,0
2015,georgia tech,pittsburgh,1
2015,central mich,buffalo,0
2015,miami fl,niu,1
2015,ball state,georgia state,1
2015,bowling green,akron,0
2015,old dominion,charlotte,0
2015,michigan,michigan state,1
2015,texas am,alabama,1
2015,kansas state,oklahoma,1
2015,miami fl,virginia tech,0
2015,virginia,syracuse,0
2015,indiana,rutgers,1
2015,minnesota,nebraska,1
2015,colorado state,air force,0
2015,massachusetts,kent state,1
2015,troy,idaho,1
2015,south carolina,vanderbilt,0
2015,washington state,oregon state,0
2015,wyoming,nevada,0
2015,ga southern,new mexico state,0
2015,south fla,app state,1
2015,clemson,boston college,0
2015,north carolina,wake forest,0
2015,lsu,florida,0
2015,iowa state,tcu,1
2015,southern miss,utsa,0
2015,new mexico,hawaii,0
2015,notre dame,southern california,0
2015,temple,ucf,0
2015,georgia,missouri,0
2015,ohio state,penn state,0
2015,colorado,arizona,1
2015,utah,arizona state,0
2015,san jose state,san diego state,1
2015,washington,oregon,1
2015,arkansas state,louisiana,0
2015,east carolina,temple,1
2015,app state,ga southern,0
2015,ucla,california,0
2015,tulsa,memphis,1
2015,san diego state,utah state,0
2015,miami fl,clemson,1
2015,baylor,iowa state,0
2015,charlotte,southern miss,1
2015,nebraska,northwestern,1
2015,texas,kansas state,0
2015,rice,army west point,0
2015,wake forest,nc state,1
2015,arkansas,auburn,0
2015,syracuse,pittsburgh,1
2015,ucf,houston,1
2015,louisville,boston college,0
2015,kent state,bowling green,1
2015,navy,tulane,0
2015,air force,fresno state,0
2015,western mich,miami fl,0
2015,ball state,central mich,1
2015,massachusetts,toledo,1
2015,byu,wagner,0
2015,marshall,north texas,0
2015,louisiana tech,middle tenn,0
2015,illinois,wisconsin,1
2015,maryland,penn state,1
2015,oklahoma,texas tech,0
2015,virginia tech,duke,1
2015,north carolina,virginia,0
2015,oklahoma state,kansas,0
2015,niu,eastern mich,0
2015,buffalo,ohio,0
2015,michigan state,indiana,0
2015,alabama,tennessee,0
2015,nevada,hawaii,0
2015,south fla,smu,0
2015,vanderbilt,missouri,0
2015,arizona,washington state,1
2015,cincinnati,uconn,0
2015,idaho,south fla,0
2015,fiu,old dominion,0
2015,utep,fla atlantic,0
2015,san jose state,new mexico,0
2015,texas state,south alabama,0
2015,lsu,western ky,0
2015,ole miss,texas am,0
2015,georgia tech,florida state,0
2015,southern california,utah,0
2015,mississippi state,kentucky,0
2015,new mexico state,troy,1
2015,rutgers,ohio state,1
2015,boise state,wyoming,0
2015,oregon state,colorado,1
2015,stanford,washington,0
2015,pittsburgh,north carolina,1
2015,eastern mich,western mich,1
2015,tcu,west virginia,0
2015,miami fl,buffalo,1
2015,ga southern,texas state,0
2015,arizona state,oregon,1
2015,uconn,east carolina,0
2015,wake forest,louisville,1
2015,rice,louisiana tech,1
2015,utah state,wyoming,0
2015,texas am,south carolina,0
2015,penn state,illinois,0
2015,purdue,nebraska,0
2015,wisconsin,rutgers,0
2015,cincinnati,ucf,0
2015,old dominion,western ky,1
2015,navy,south fla,0
2015,florida state,syracuse,0
2015,auburn,ole miss,1
2015,boston college,virginia tech,1
2015,ball state,massachusetts,0
2015,akron,central mich,1
2015,southern miss,utep,0
2015,virginia,georgia tech,0
2015,ucla,colorado,0
2015,california,southern california,1
2015,texas tech,oklahoma state,1
2015,charlotte,marshall,1
2015,fla atlantic,fiu,0
2015,unlv,boise state,1
2015,colorado state,san diego state,1
2015,app state,troy,0
2015,kansas,oklahoma,1
2015,nc state,clemson,1
2015,iowa,maryland,0
2015,florida,georgia,0
2015,smu,tulsa,1
2015,arkansas,ut martin,0
2015,louisiana,south fla,0
2015,duke,miami fl,1
2015,houston,vanderbilt,0
2015,memphis,tulane,0
2015,minnesota,michigan,1
2015,iowa state,texas,0
2015,arkansas state,georgia state,0
2015,north texas,utsa,0
2015,utah,oregon state,0
2015,kentucky,tennessee,1
2015,new mexico state,idaho,0
2015,temple,notre dame,1
2015,washington state,stanford,1
2015,hawaii,air force,1
2015,washington,arizona,0
2015,toledo,niu,1
2015,bowling green,ohio,0
2015,kent state,buffalo,1
2015,western mich,ball state,0
2015,app state,arkansas state,1
2015,kansas state,baylor,1
2015,missouri,mississippi state,1
2015,fresno state,nevada,1
2015,smu,temple,1
2015,utep,rice,0
2015,san jose state,byu,1
2015,pittsburgh,notre dame,1
2015,north carolina,duke,0
2015,west virginia,texas tech,0
2015,purdue,illinois,1
2015,fiu,charlotte,0
2015,western ky,fla atlantic,0
2015,massachusetts,akron,1
2015,tulsa,ucf,0
2015,florida,vanderbilt,0
2015,northwestern,penn state,0
2015,georgia,kentucky,0
2015,boston college,nc state,1
2015,louisville,syracuse,0
2015,colorado,stanford,1
2015,georgia state,louisiana,1
2015,miami fl,eastern mich,0
2015,wyoming,colorado state,1
2015,south alabama,idaho,0
2015,miami fl,virginia,0
2015,middle tenn,marshall,0
2015,new mexico,utah state,0
2015,troy,south fla,0
2015,washington state,arizona state,0
2015,air force,army west point,0
2015,maryland,wisconsin,1
2015,louisiana tech,north texas,0
2015,houston,cincinnati,0
2015,ole miss,arkansas,1
2015,michigan,rutgers,0
2015,indiana,iowa,1
2015,oklahoma state,tcu,0
2015,clemson,florida state,0
2015,tennessee,south carolina,0
2015,tulane,uconn,1
2015,texas state,new mexico state,1
2015,oregon state,ucla,1
2015,unlv,hawaii,0
2015,utsa,old dominion,1
2015,memphis,navy,1
2015,oklahoma,iowa state,0
2015,nebraska,michigan state,0
2015,east carolina,south fla,1
2015,washington,utah,1
2015,texas am,auburn,1
2015,texas,kansas,0
2015,alabama,lsu,0
2015,ohio state,minnesota,0
2015,southern california,arizona,0
2015,oregon,california,0
2015,central mich,toledo,1
2015,ohio,kent state,0
2015,buffalo,niu,1
2015,western mich,bowling green,1
2015,georgia tech,virginia tech,1
2015,south alabama,louisiana,0
2015,colorado,southern california,1
2015,northwestern,purdue,0
2015,illinois,ohio state,1
2015,south carolina,florida,1
2015,michigan state,maryland,0
2015,tcu,kansas,0
2015,auburn,georgia,1
2015,tennessee,north texas,0
2015,duke,pittsburgh,1
2015,army west point,tulane,1
2015,west virginia,texas,0
2015,fla atlantic,middle tenn,1
2015,old dominion,utep,0
2015,miami fl,akron,1
2015,louisville,virginia,0
2015,florida state,nc state,0
2015,air force,utah state,0
2015,charlotte,utsa,1
2015,arizona state,washington,0
2015,south fla,arkansas state,1
2015,eastern mich,massachusetts,1
2015,troy,ga southern,1
2015,navy,smu,0
2015,texas tech,kansas state,0
2015,iowa state,oklahoma state,1
2015,rutgers,nebraska,1
2015,marshall,fiu,0
2015,notre dame,wake forest,0
2015,north carolina,miami fl,0
2015,indiana,michigan,1
2015,mississippi state,alabama,1
2015,syracuse,clemson,1
2015,rice,southern miss,1
2015,texas state,georgia state,1
2015,vanderbilt,kentucky,0
2015,nevada,san jose state,0
2015,idaho,app state,1
2015,houston,memphis,0
2015,south fla,temple,0
2015,colorado state,unlv,0
2015,texas am,western caro,0
2015,lsu,arkansas,1
2015,stanford,oregon,1
2015,missouri,byu,0
2015,cincinnati,tulsa,0
2015,iowa,minnesota,0
2015,baylor,oklahoma,1
2015,arizona,utah,0
2015,boise state,new mexico,1
2015,california,oregon state,0
2015,san diego state,wyoming,0
2015,ucla,washington state,1
2015,hawaii,fresno state,1
2015,bowling green,toledo,1
2015,ohio,ball state,0
2015,kent state,central mich,1
2015,niu,western mich,0
2015,ucf,east carolina,1
2015,texas state,south fla,0
2015,south fla,cincinnati,0
2015,boise state,air force,1
2015,temple,memphis,0
2015,virginia tech,north carolina,1
2015,penn state,michigan,1
2015,florida,fla atlantic,0
2015,kansas,west virginia,1
2015,kansas state,iowa state,0
2015,maryland,indiana,1
2015,minnesota,illinois,0
2015,middle tenn,north texas,0
2015,iowa,purdue,0
2015,army west point,rutgers,1
2015,south carolina,the citadel,1
2015,nc state,syracuse,0
2015,miami fl,georgia tech,0
2015,massachusetts,miami fl,1
2015,georgia state,south alabama,0
2015,fiu,western ky,1
2015,byu,fresno state,0
2015,florida state,chattanooga,0
2015,ohio state,michigan state,1
2015,ole miss,lsu,0
2015,utah,ucla,1
2015,uconn,houston,0
2015,wisconsin,northwestern,1
2015,oregon,southern california,0
2015,virginia,duke,0
2015,arizona state,arizona,0
2015,southern miss,old dominion,0
2015,utep,louisiana tech,1
2015,utah state,nevada,0
2015,akron,buffalo,0
2015,clemson,wake forest,0
2015,pittsburgh,louisville,0
2015,alabama,charleston so,0
2015,auburn,idaho,0
2015,louisiana,new mexico state,1
2015,new mexico,colorado state,1
2015,oregon state,washington,1
2015,arkansas,mississippi state,1
2015,utsa,rice,0
2015,georgia,ga southern,0
2015,tulsa,navy,1
2015,missouri,tennessee,1
2015,kentucky,charlotte,0
2015,notre dame,boston college,0
2015,oklahoma state,baylor,1
2015,vanderbilt,texas am,1
2015,smu,tulane,0
2015,oklahoma,tcu,0
2015,unlv,san diego state,1
2015,stanford,california,0
2015,washington state,colorado,0
2015,hawaii,san jose state,1
2015,ball state,bowling green,1
2015,niu,ohio,1
2015,ucf,south fla,1
2015,texas,texas tech,1
2015,toledo,western mich,1
2015,western ky,marshall,0
2015,akron,kent state,0
2015,houston,navy,0
2015,pittsburgh,miami fl,1
2015,central mich,eastern mich,0
2015,georgia state,troy,0
2015,arkansas,missouri,0
2015,san jose state,boise state,1
2015,nebraska,iowa,1
2015,washington,washington state,0
2015,oregon,oregon state,0
2015,buffalo,massachusetts,1
2015,tcu,baylor,0
2015,tulane,tulsa,1
2015,georgia tech,georgia,1
2015,michigan,ohio state,1
2015,south carolina,clemson,1
2015,rutgers,maryland,1
2015,west virginia,iowa state,0
2015,virginia,virginia tech,1
2015,kentucky,louisville,1
2015,old dominion,fla atlantic,1
2015,east carolina,cincinnati,1
2015,memphis,smu,0
2015,louisiana tech,southern miss,1
2015,purdue,indiana,1
2015,wake forest,duke,1
2015,syracuse,boston college,0
2015,ga southern,south alabama,0
2015,wyoming,unlv,0
2015,app state,louisiana,0
2015,utah,colorado,0
2015,utsa,middle tenn,1
2015,southern california,ucla,0
2015,michigan state,penn state,0
2015,nc state,north carolina,1
2015,illinois,northwestern,1
2015,minnesota,wisconsin,1
2015,north texas,utep,1
2015,utah state,byu,1
2015,rice,charlotte,0
2015,auburn,alabama,1
2015,new mexico state,arkansas state,1
2015,kansas,kansas state,1
2015,tennessee,vanderbilt,0
2015,idaho,texas state,0
2015,temple,uconn,0
2015,mississippi state,ole miss,1
2015,stanford,notre dame,0
2015,lsu,texas am,0
2015,florida,florida state,1
2015,oklahoma state,oklahoma,1
2015,fresno state,colorado state,1
2015,california,arizona state,0
2015,new mexico,air force,0
2015,san diego state,nevada,0
2015,hawaii,south fla,0
2015,niu,bowling green,1
2015,houston,temple,0
2015,baylor,texas,1
2015,western ky,southern miss,0
2015,ga southern,georgia state,1
2015,south fla,new mexico state,0
2015,arkansas state,texas state,0
2015,alabama,florida,0
2015,kansas state,west virginia,0
2015,louisiana,troy,1
2015,south alabama,app state,1
2015,san diego state,air force,0
2015,stanford,southern california,0
2015,iowa,michigan state,1
2015,clemson,north carolina,0
2015,navy,army west point,0
2015,montana,north dakota state,0
2015,western ill,eastern ill,0
