year,0_team,1_team,winner_id
2017,wagner,lehigh,0
2017,chattanooga,western caro,1
2017,bucknell,monmouth,1
2017,charleston so,mississippi val,0
2017,new hampshire,bryant,0
2017,niu,northern colo,0
2017,presbyterian,wofford,1
2017,brown,rhode island,0
2017,youngstown state,south dakota state,0
2017,tennessee state,eastern ill,1
2017,austin peay,ut martin,0
2017,tennessee tech,jacksonville state,1
2017,illinois state,indiana state,0
2017,northwestern state,southeastern la,1
2017,uc davis,north dakota,0
2017,alabama state,alcorn,1
2017,south carolina state,morgan state,0
2017,nicholls,northwestern state,0
2017,marist,columbia,1
2017,stetson,brown,0
2017,princeton,georgetown,0
2017,montana state,portland state,0
2017,villanova,maine,0
2017,indiana state,north dakota state,1
2017,duquesne,wagner,0
2017,colgate,lehigh,1
2017,howard,north carolina,1
2017,morehead state,butler,1
2017,jacksonville,davidson,0
2017,holy cross,monmouth,1
2017,wofford,western caro,0
2017,vmi,samford,1
2017,dartmouth,yale,0
2017,cornell,harvard,0
2017,the citadel,mercer,1
2017,elon,william  mary,0
2017,norfolk state,florida am,0
2017,southern u,alabama am,0
2017,drake,dayton,1
2017,campbell,valparaiso,0
2017,ut martin,murray state,1
2017,south dakota,youngstown state,0
2017,richmond,ualbany,0
2017,lafayette,fordham,0
2017,north dakota,northern colo,0
2017,indiana,charleston so,0
2017,chattanooga,furman,1
2017,idaho state,montana,1
2017,austin peay,jacksonville state,1
2017,prairie view,grambling,1
2017,stony brook,delaware,1
2017,eastern ky,tennessee state,1
2017,arkpine bluff,mississippi val,1
2017,niu,illinois state,0
2017,kennesaw state,texas southern,0
2017,south dakota state,massachusetts,0
2017,eastern ill,tennessee tech,0
2017,abilene christian,mcneese,1
2017,southern utah,cal poly,0
2017,uc davis,eastern wash,1
2017,presbyterian,charleston so,1
2017,butler,jacksonville,0
2017,colgate,fordham,0
2017,harvard,lafayette,0
2017,lehigh,georgetown,0
2017,brown,princeton,1
2017,dayton,campbell,1
2017,stetson,davidson,0
2017,sacred heart,dartmouth,1
2017,furman,vmi,0
2017,yale,holy cross,0
2017,cornell,bucknell,1
2017,valparaiso,marist,0
2017,north carolina,gardnerwebb,0
2017,norfolk state,hampton,1
2017,delaware state,howard,1
2017,montana,north dakota,0
2017,alabama am,mississippi val,0
2017,texas southern,alabama state,1
2017,massachusetts,illinois state,0
2017,south dakota,indiana state,0
2017,alcorn,prairie view,0
2017,maine,rhode island,0
2017,delaware,william  mary,0
2017,james madison,villanova,0
2017,mercer,chattanooga,0
2017,jacksonville state,eastern ky,0
2017,nicholls,abilene christian,0
2017,bethunecookman,south carolina state,0
2017,towson,richmond,1
2017,western ill,missouri state,0
2017,murray state,eastern ill,1
2017,eastern wash,montana state,0
2017,portland state,niu,1
2017,san diego,morehead state,0
2017,robert morris,duquesne,1
2017,wagner,central conn state,1
2017,stony brook,new hampshire,0
2017,the citadel,wofford,1
2017,liberty,kennesaw state,1
2017,houston christian,southeastern la,1
2017,youngstown state,north dakota state,1
2017,tennessee state,austin peay,1
2017,weber state,southern utah,1
2017,sacramento state,idaho state,0
2017,harvard,princeton,1
2017,robert morris,sacred heart,1
2017,central conn state,bryant,0
2017,jacksonville,san diego,1
2017,rhode island,elon,1
2017,holy cross,colgate,1
2017,dartmouth,columbia,1
2017,butler,campbell,0
2017,monmouth,liberty,0
2017,morehead state,stetson,0
2017,marist,drake,1
2017,davidson,dayton,1
2017,howard,morgan state,0
2017,furman,mercer,0
2017,vmi,western caro,1
2017,wofford,samford,1
2017,north dakota,sacramento state,1
2017,delaware state,south carolina state,0
2017,hampton,florida am,0
2017,north carolina,norfolk state,1
2017,new hampshire,towson,0
2017,georgetown,fordham,1
2017,chattanooga,the citadel,1
2017,northern colo,montana state,1
2017,illinois state,south dakota,0
2017,grambling,alcorn,0
2017,indiana state,massachusetts,1
2017,missouri state,south dakota state,1
2017,cornell,brown,0
2017,eastern ky,ut martin,0
2017,eastern ill,jacksonville state,1
2017,william  mary,james madison,1
2017,delaware,richmond,0
2017,ualbany,maine,1
2017,north dakota state,western ill,0
2017,lafayette,bucknell,1
2017,abilene christian,southeastern la,1
2017,idaho state,portland state,0
2017,niu,uc davis,0
2017,kennesaw state,gardnerwebb,0
2017,jackson state,southern u,1
2017,southern utah,eastern wash,0
2017,cal poly,weber state,1
2017,sacred heart,duquesne,1
2017,gardnerwebb,liberty,1
2017,harvard,dartmouth,0
2017,maine,william  mary,0
2017,wagner,bryant,1
2017,stetson,san diego,1
2017,fordham,lehigh,0
2017,colgate,bucknell,0
2017,yale,columbia,0
2017,ualbany,rhode island,1
2017,morgan state,florida am,1
2017,dayton,butler,0
2017,holy cross,georgetown,0
2017,south carolina state,howard,1
2017,north carolina,delaware state,0
2017,the citadel,vmi,0
2017,valparaiso,morehead state,0
2017,campbell,jacksonville,1
2017,western ill,south dakota state,1
2017,youngstown state,illinois state,1
2017,drake,davidson,0
2017,tennessee tech,tennessee state,0
2017,presbyterian,kennesaw state,1
2017,northern colo,southern utah,1
2017,mississippi val,jackson state,1
2017,samford,chattanooga,1
2017,ut martin,eastern ill,0
2017,missouri state,indiana state,0
2017,richmond,stony brook,1
2017,grambling,texas southern,0
2017,western caro,furman,1
2017,james madison,new hampshire,0
2017,villanova,elon,1
2017,montana state,idaho state,0
2017,alabama state,alabama am,0
2017,south dakota,massachusetts,0
2017,weber state,montana,0
2017,towson,delaware,0
2017,murray state,eastern ky,1
2017,bethunecookman,hampton,0
2017,ucf,austin peay,0
2017,arkpine bluff,southern u,1
2017,charleston so,monmouth,1
2017,niu,sacramento state,0
2017,portland state,north dakota,1
2017,uc davis,cal poly,0
2017,princeton,cornell,1
2017,houston christian,northwestern state,1
2017,yale,brown,0
2017,bryant,sacred heart,0
2017,rhode island,james madison,1
2017,jacksonville,valparaiso,0
2017,bucknell,lehigh,1
2017,wagner,robert morris,0
2017,monmouth,presbyterian,0
2017,stony brook,ualbany,0
2017,columbia,harvard,1
2017,illinois state,western ill,1
2017,indiana state,youngstown state,1
2017,fordham,holy cross,1
2017,hampton,north carolina,1
2017,villanova,richmond,1
2017,dayton,marist,0
2017,davidson,campbell,1
2017,dartmouth,cornell,0
2017,wofford,chattanooga,0
2017,gardnerwebb,charleston so,1
2017,the citadel,western caro,1
2017,jacksonville state,murray state,0
2017,mississippi val,texas southern,1
2017,eastern ill,eastern ky,0
2017,georgetown,lafayette,1
2017,massachusetts,missouri state,1
2017,william  mary,new hampshire,1
2017,montana state,kennesaw state,1
2017,maine,delaware,1
2017,elon,towson,0
2017,tennessee tech,austin peay,1
2017,south dakota state,north dakota state,0
2017,alcorn,alabama am,0
2017,mercer,samford,1
2017,jackson state,alabama state,1
2017,arkpine bluff,grambling,1
2017,liberty,duquesne,0
2017,bethunecookman,morgan state,0
2017,florida am,howard,1
2017,stetson,butler,1
2017,eastern wash,weber state,1
2017,nicholls,houston christian,0
2017,idaho state,uc davis,1
2017,southern u,prairie view,0
2017,northwestern state,abilene christian,0
2017,san diego,drake,0
2017,montana,niu,0
2017,mcneese,southeastern la,0
2017,southern utah,north dakota,0
2017,sacramento state,northern colo,0
2017,cal poly,portland state,0
2017,brown,dartmouth,1
2017,bucknell,georgetown,0
2017,monmouth,gardnerwebb,0
2017,rhode island,villanova,0
2017,robert morris,bryant,1
2017,duquesne,central conn state,1
2017,marist,morehead state,0
2017,davidson,san diego,1
2017,lafayette,colgate,1
2017,lehigh,holy cross,0
2017,stony brook,wagner,0
2017,jacksonville,stetson,0
2017,campbell,drake,1
2017,butler,valparaiso,1
2017,howard,norfolk state,0
2017,eastern ky,austin peay,1
2017,indiana state,western ill,1
2017,princeton,yale,1
2017,south carolina state,hampton,0
2017,vmi,wofford,1
2017,cornell,columbia,1
2017,western caro,mercer,1
2017,furman,the citadel,0
2017,murray state,tennessee tech,0
2017,delaware state,morgan state,0
2017,north dakota,eastern wash,1
2017,massachusetts,youngstown state,1
2017,william  mary,towson,1
2017,north carolina,bethunecookman,1
2017,new hampshire,elon,0
2017,prairie view,arkpine bluff,0
2017,alabama am,jackson state,1
2017,montana,northern colo,0
2017,alabama state,grambling,1
2017,alcorn,mississippi val,0
2017,ut martin,jacksonville state,1
2017,south dakota state,illinois state,0
2017,north dakota state,south dakota,0
2017,james madison,richmond,0
2017,liberty,presbyterian,0
2017,delaware,ualbany,0
2017,kennesaw state,charleston so,0
2017,massachusetts,maine,0
2017,portland state,weber state,1
2017,texas southern,southern u,1
2017,niu,montana state,0
2017,mcneese,northwestern state,0
2017,uc davis,southern utah,1
2017,cal poly,sacramento state,1
2017,jacksonville state,tennessee state,0
2017,southeastern la,nicholls,0
2017,fordham,bucknell,0
2017,alabama,mercer,0
2017,florida state,delaware state,0
2017,charleston so,liberty,0
2017,elon,james madison,1
2017,maine,stony brook,1
2017,youngstown state,missouri state,0
2017,bryant,duquesne,0
2017,central conn state,robert morris,0
2017,sacred heart,wagner,1
2017,clemson,the citadel,0
2017,lehigh,lafayette,0
2017,yale,harvard,0
2017,columbia,brown,0
2017,morgan state,norfolk state,1
2017,illinois state,north dakota state,1
2017,georgetown,colgate,1
2017,hampton,howard,0
2017,ualbany,new hampshire,0
2017,villanova,delaware,0
2017,presbyterian,gardnerwebb,0
2017,morehead state,davidson,0
2017,dartmouth,princeton,0
2017,northern colo,cal poly,0
2017,valparaiso,dayton,0
2017,kennesaw state,monmouth,0
2017,montana state,montana,0
2017,mississippi val,alabama state,1
2017,drake,jacksonville,0
2017,bethunecookman,florida am,0
2017,towson,rhode island,0
2017,western ill,massachusetts,0
2017,tennessee tech,ut martin,1
2017,south dakota,south dakota state,1
2017,north carolina,western caro,0
2017,richmond,william  mary,0
2017,jackson state,alcorn,0
2017,samford,furman,0
2017,arkpine bluff,texas southern,1
2017,weber state,idaho state,0
2017,south carolina,wofford,0
2017,southern utah,niu,0
2017,sacramento state,uc davis,0
2017,san diego,marist,0
2017,austin peay,eastern ill,0
2017,eastern wash,portland state,0
2017,elon,furman,1
2017,stony brook,lehigh,0
2017,new hampshire,central conn state,0
2017,kennesaw state,samford,0
2017,weber state,western ill,0
2017,nicholls,south dakota,1
2017,grambling,southern u,0
2017,texas southern,prairie view,1
2017,niu,san diego,1
2017,wofford,furman,0
2017,james madison,stony brook,0
2017,jacksonville state,kennesaw state,1
2017,north dakota state,san diego,0
2017,grambling,alcorn,0
2017,southern utah,weber state,1
2017,james madison,weber state,0
2017,north dakota state,wofford,0
2017,south dakota state,new hampshire,0
2017,north texas,troy,1
2017,georgia state,western ky,0
2017,oregon,boise state,1
2017,colorado state,marshall,1
2017,arkansas state,middle tenn,1
2017,fla atlantic,akron,0
2017,smu,louisiana tech,1
2017,fiu,temple,1
2017,ohio,uab,0
2017,wyoming,central mich,0
2017,south fla,texas tech,0
2017,army west point,san diego state,0
2017,toledo,app state,1
2017,houston,fresno state,1
2017,west virginia,utah,1
2017,niu,duke,1
2017,ucla,kansas state,1
2017,florida state,southern miss,0
2017,boston college,iowa,1
2017,purdue,arizona,0
2017,missouri,texas,1
2017,navy,virginia,0
2017,oklahoma state,virginia tech,0
2017,michigan state,washington state,0
2017,tcu,stanford,0
2017,texas am,wake forest,1
2017,arizona state,nc state,1
2017,northwestern,kentucky,0
2017,utah state,new mexico state,1
2017,ohio state,southern california,0
2017,mississippi state,louisville,0
2017,memphis,iowa state,1
2017,penn state,washington,0
2017,miami fl,wisconsin,1
2017,south carolina,michigan,0
2017,auburn,ucf,1
2017,lsu,notre dame,1
2017,oklahoma,georgia,1
2017,clemson,alabama,1
2017,georgia,alabama,1
2017,james madison,south dakota state,0
2017,james madison,north dakota state,1
2018,massachusetts,duquesne,0
2018,rice,prairie view,0
2018,colorado state,hawaii,1
2018,new mexico state,wyoming,1
2018,georgia state,kennesaw state,0
2018,ball state,central conn state,0
2018,uconn,ucf,1
2018,minnesota,new mexico state,0
2018,south fla,southeastern la,0
2018,oklahoma state,missouri state,0
2018,purdue,northwestern,1
2018,tulane,wake forest,1
2018,utah,weber state,0
2018,texas am,northwestern state,0
2018,san jose state,uc davis,1
2018,western mich,syracuse,1
2018,eastern mich,monmouth,0
2018,michigan state,utah state,0
2018,duke,army west point,0
2018,nevada,portland state,0
2018,stanford,san diego state,0
2018,wisconsin,western ky,0
2018,colorado state,colorado,1
2018,rice,houston,1
2018,maryland,texas,0
2018,south carolina,coastal carolina,0
2018,temple,villanova,1
2018,rutgers,texas state,0
2018,ohio state,oregon state,0
2018,tcu,southern u,0
2018,illinois,kent state,0
2018,texas tech,ole miss,1
2018,oklahoma,fla atlantic,0
2018,nc state,james madison,0
2018,clemson,furman,0
2018,georgia tech,alcorn,0
2018,boston college,massachusetts,0
2018,ohio,howard,0
2018,air force,stony brook,0
2018,tennessee,west virginia,1
2018,auburn,washington,0
2018,penn state,app state,0
2018,pittsburgh,ualbany,0
2018,georgia,austin peay,0
2018,wyoming,washington state,1
2018,kentucky,central mich,0
2018,iowa,niu,0
2018,arkansas,eastern ill,0
2018,california,north carolina,0
2018,southern california,unlv,0
2018,missouri,ut martin,0
2018,virginia,richmond,0
2018,troy,boise state,1
2018,charlotte,fordham,0
2018,south fla,elon,0
2018,miami fl,marshall,1
2018,buffalo,delaware state,0
2018,ga southern,south carolina state,0
2018,liberty,old dominion,0
2018,louisiana,grambling,0
2018,toledo,vmi,0
2018,south alabama,louisiana tech,1
2018,memphis,mercer,0
2018,ucla,cincinnati,1
2018,kansas state,south dakota,0
2018,kansas,nicholls,1
2018,fiu,indiana,1
2018,southern miss,jackson state,0
2018,north texas,smu,0
2018,florida,charleston so,0
2018,vanderbilt,middle tenn,0
2018,notre dame,michigan,0
2018,utep,niu,1
2018,oregon,bowling green,0
2018,baylor,abilene christian,0
2018,alabama,louisville,0
2018,fresno state,idaho,0
2018,arizona state,utsa,0
2018,arizona,byu,1
2018,hawaii,navy,0
2018,lsu,miami fl,0
2018,florida state,virginia tech,1
2018,smu,tcu,1
2018,houston,arizona,0
2018,south fla,georgia tech,0
2018,northwestern,duke,1
2018,purdue,eastern mich,1
2018,army west point,liberty,0
2018,kansas state,mississippi state,1
2018,wisconsin,new mexico,0
2018,vanderbilt,nevada,0
2018,wake forest,towson,0
2018,michigan,western mich,0
2018,nc state,georgia state,0
2018,oklahoma,ucla,0
2018,boston college,holy cross,0
2018,virginia tech,william  mary,0
2018,oregon,portland state,0
2018,fla atlantic,air force,0
2018,central mich,kansas,1
2018,temple,buffalo,1
2018,syracuse,wagner,0
2018,notre dame,ball state,0
2018,south carolina,georgia,1
2018,east carolina,north carolina,0
2018,nebraska,colorado,1
2018,navy,memphis,0
2018,ohio state,rutgers,0
2018,akron,morgan state,0
2018,kent state,howard,0
2018,alabama,arkansas state,0
2018,ole miss,massachusetts,0
2018,iowa,iowa state,0
2018,washington,north dakota,0
2018,ga southern,massachusetts,0
2018,charlotte,app state,1
2018,west virginia,youngstown state,0
2018,ucf,south carolina state,0
2018,bowling green,maryland,1
2018,marshall,eastern ky,0
2018,louisville,indiana state,0
2018,middle tenn,ut martin,0
2018,utsa,baylor,1
2018,southern miss,south fla,1
2018,troy,florida am,0
2018,missouri,wyoming,0
2018,lsu,southeastern la,0
2018,coastal carolina,uab,0
2018,texas state,texas southern,0
2018,texas am,clemson,1
2018,louisiana tech,southern u,0
2018,florida state,samford,0
2018,indiana,virginia,0
2018,western ky,maine,1
2018,florida,kentucky,1
2018,niu,utah,1
2018,minnesota,fresno state,0
2018,illinois,western ill,0
2018,old dominion,fiu,1
2018,colorado state,arkansas,0
2018,auburn,alabama state,0
2018,tulane,nicholls,0
2018,utah state,new mexico state,0
2018,oklahoma state,south alabama,0
2018,oregon state,southern utah,0
2018,pittsburgh,penn state,1
2018,texas,tulsa,0
2018,miami fl,cincinnati,1
2018,stanford,southern california,0
2018,san diego state,sacramento state,0
2018,unlv,utep,0
2018,boise state,uconn,0
2018,byu,california,1
2018,arizona state,michigan state,0
2018,washington state,san jose state,0
2018,hawaii,rice,0
2018,campbell,coastal carolina,1
2018,charlotte,old dominion,0
2018,wake forest,boston college,1
2018,utah state,tennessee tech,0
2018,memphis,georgia state,0
2018,nebraska,troy,1
2018,syracuse,florida state,0
2018,georgia,middle tenn,0
2018,kansas,rutgers,0
2018,army west point,hawaii,0
2018,toledo,miami fl,1
2018,uconn,rhode island,0
2018,iowa state,oklahoma,1
2018,tennessee,utep,0
2018,maryland,temple,1
2018,indiana,ball state,0
2018,clemson,ga southern,0
2018,penn state,kent state,0
2018,kentucky,murray state,0
2018,pittsburgh,georgia tech,0
2018,uab,tulane,0
2018,stanford,uc davis,0
2018,notre dame,vanderbilt,0
2018,michigan,smu,0
2018,navy,lehigh,0
2018,wisconsin,byu,1
2018,oklahoma state,boise state,0
2018,auburn,lsu,1
2018,minnesota,miami fl,0
2018,baylor,duke,1
2018,illinois,south fla,1
2018,niu,central mich,0
2018,wyoming,wofford,0
2018,kansas state,utsa,0
2018,arkansas,north texas,1
2018,bowling green,eastern ky,0
2018,florida,colorado state,0
2018,texas tech,houston,0
2018,virginia,ohio,0
2018,colorado,new hampshire,0
2018,oregon,san jose state,0
2018,california,idaho state,0
2018,buffalo,eastern mich,0
2018,fla atlantic,bethunecookman,0
2018,cincinnati,alabama am,0
2018,tulsa,arkansas state,1
2018,western mich,delaware state,0
2018,south alabama,texas state,0
2018,ole miss,alabama,1
2018,nevada,oregon state,0
2018,texas am,south fla,0
2018,fiu,massachusetts,0
2018,louisville,western ky,0
2018,mississippi state,louisiana,0
2018,purdue,missouri,1
2018,northwestern,akron,1
2018,tcu,ohio state,1
2018,new mexico state,new mexico,1
2018,texas,southern california,0
2018,washington state,eastern wash,0
2018,unlv,prairie view,0
2018,utah,washington,1
2018,san diego state,arizona state,0
2018,ucla,fresno state,1
2018,arizona,southern utah,0
2018,temple,tulsa,0
2018,ucf,fla atlantic,0
2018,illinois,penn state,1
2018,southern california,washington state,0
2018,cincinnati,ohio,0
2018,smu,navy,0
2018,wake forest,notre dame,1
2018,michigan,nebraska,0
2018,missouri,georgia,1
2018,maryland,minnesota,0
2018,purdue,boston college,0
2018,iowa state,akron,0
2018,ole miss,kent state,0
2018,rutgers,buffalo,1
2018,toledo,nevada,0
2018,north carolina,pittsburgh,0
2018,virginia,louisville,0
2018,georgia state,western mich,1
2018,colorado state,illinois state,1
2018,central mich,maine,0
2018,bowling green,miami fl,1
2018,ball state,western ky,1
2018,florida state,niu,0
2018,massachusetts,charlotte,0
2018,duke,north carolina,0
2018,west virginia,kansas state,0
2018,old dominion,virginia tech,0
2018,app state,gardnerwebb,0
2018,georgia tech,clemson,1
2018,miami fl,fiu,0
2018,ohio state,tulane,0
2018,alabama,texas am,0
2018,baylor,kansas,0
2018,oregon state,arizona,1
2018,syracuse,uconn,0
2018,vanderbilt,south carolina,1
2018,texas,tcu,0
2018,byu,mcneese,0
2018,liberty,north texas,1
2018,oklahoma,army west point,0
2018,southern miss,rice,0
2018,oklahoma state,texas tech,1
2018,kentucky,mississippi state,0
2018,lsu,louisiana tech,0
2018,tennessee,florida,1
2018,marshall,nc state,1
2018,utsa,texas state,0
2018,arkansas state,unlv,0
2018,louisiana,coastal carolina,1
2018,south fla,troy,1
2018,utep,new mexico state,1
2018,indiana,michigan state,1
2018,auburn,arkansas,0
2018,houston,texas southern,0
2018,memphis,south alabama,0
2018,south fla,east carolina,0
2018,oregon,stanford,1
2018,iowa,wisconsin,1
2018,san diego state,eastern mich,0
2018,utah state,air force,0
2018,washington,arizona state,0
2018,hawaii,duquesne,0
2018,miami fl,north carolina,0
2018,tulane,memphis,0
2018,colorado,ucla,0
2018,rutgers,indiana,1
2018,kansas,oklahoma state,1
2018,boston college,temple,0
2018,georgia tech,bowling green,0
2018,texas tech,west virginia,1
2018,texas am,arkansas,0
2018,alabama,louisiana,0
2018,michigan state,central mich,0
2018,clemson,syracuse,0
2018,buffalo,army west point,1
2018,nc state,virginia,0
2018,georgia state,south fla,0
2018,ohio,massachusetts,0
2018,ball state,kent state,0
2018,oklahoma,baylor,0
2018,kansas state,texas,1
2018,app state,south alabama,0
2018,wake forest,rice,0
2018,east carolina,old dominion,0
2018,ucf,pittsburgh,0
2018,miami fl,western mich,1
2018,nebraska,purdue,1
2018,troy,coastal carolina,0
2018,uconn,cincinnati,1
2018,louisville,florida state,1
2018,georgia,tennessee,0
2018,air force,nevada,1
2018,vanderbilt,tennessee state,0
2018,auburn,southern miss,0
2018,northwestern,michigan,1
2018,ga southern,arkansas state,0
2018,new mexico,liberty,1
2018,eastern mich,niu,1
2018,washington state,utah,0
2018,mississippi state,florida,1
2018,uab,charlotte,0
2018,tcu,iowa state,0
2018,duke,virginia tech,1
2018,smu,houston christian,0
2018,utsa,utep,0
2018,san jose state,hawaii,1
2018,wyoming,boise state,1
2018,middle tenn,fla atlantic,0
2018,western ky,marshall,1
2018,kentucky,south carolina,0
2018,notre dame,stanford,0
2018,penn state,ohio state,1
2018,fiu,arkpine bluff,0
2018,north texas,louisiana tech,1
2018,washington,byu,0
2018,lsu,ole miss,0
2018,arizona state,oregon state,0
2018,california,oregon,1
2018,arizona,southern california,1
2018,fresno state,toledo,0
2018,troy,georgia state,0
2018,houston,tulsa,0
2018,louisville,georgia tech,1
2018,marshall,middle tenn,1
2018,byu,utah state,1
2018,michigan state,northwestern,1
2018,michigan,maryland,0
2018,south carolina,missouri,0
2018,cincinnati,tulane,0
2018,temple,east carolina,0
2018,oklahoma,texas,1
2018,rutgers,illinois,1
2018,arkansas,alabama,1
2018,western mich,eastern mich,0
2018,central mich,buffalo,1
2018,west virginia,kansas,0
2018,pittsburgh,syracuse,0
2018,nc state,boston college,0
2018,ball state,niu,1
2018,toledo,bowling green,0
2018,baylor,kansas state,0
2018,miami fl,florida state,0
2018,air force,navy,0
2018,oklahoma state,iowa state,1
2018,ga southern,south alabama,0
2018,akron,miami fl,1
2018,kent state,ohio,1
2018,boise state,san diego state,1
2018,minnesota,iowa,1
2018,florida,lsu,0
2018,wake forest,clemson,1
2018,massachusetts,south fla,1
2018,ohio state,indiana,0
2018,colorado,arizona state,0
2018,ole miss,south fla,0
2018,unlv,new mexico,1
2018,fla atlantic,old dominion,0
2018,rice,utsa,1
2018,texas am,kentucky,0
2018,texas state,louisiana,1
2018,ucf,smu,0
2018,memphis,uconn,0
2018,louisiana tech,uab,1
2018,mississippi state,auburn,0
2018,ucla,washington,1
2018,utep,north texas,1
2018,wisconsin,nebraska,0
2018,georgia,vanderbilt,0
2018,virginia tech,notre dame,1
2018,new mexico state,liberty,0
2018,oregon state,washington state,1
2018,arizona,california,0
2018,stanford,utah,1
2018,san jose state,colorado state,1
2018,nevada,fresno state,1
2018,hawaii,wyoming,0
2018,arkansas state,app state,1
2018,texas state,ga southern,1
2018,tcu,texas tech,1
2018,tulsa,south fla,1
2018,san diego state,air force,0
2018,utah,arizona,0
2018,eastern mich,toledo,0
2018,northwestern,nebraska,0
2018,kansas state,oklahoma state,0
2018,buffalo,akron,0
2018,auburn,tennessee,1
2018,vanderbilt,florida,1
2018,ohio state,minnesota,0
2018,indiana,iowa,1
2018,maryland,rutgers,0
2018,georgia tech,duke,1
2018,boston college,louisville,0
2018,rice,uab,1
2018,liberty,troy,0
2018,north texas,southern miss,0
2018,notre dame,pittsburgh,0
2018,miami fl,kent state,0
2018,bowling green,western mich,1
2018,central mich,ball state,1
2018,niu,ohio,0
2018,illinois,purdue,1
2018,memphis,ucf,1
2018,lsu,georgia,0
2018,oregon,washington,0
2018,penn state,michigan state,1
2018,texas,baylor,0
2018,south carolina,texas am,1
2018,san jose state,army west point,1
2018,charlotte,western ky,0
2018,old dominion,marshall,1
2018,navy,temple,1
2018,colorado state,new mexico,0
2018,utah state,unlv,0
2018,south alabama,alabama state,0
2018,louisiana,new mexico state,0
2018,coastal carolina,south fla,1
2018,virginia,miami fl,0
2018,utsa,louisiana tech,1
2018,north carolina,virginia tech,1
2018,alabama,missouri,0
2018,california,ucla,1
2018,east carolina,houston,1
2018,iowa state,west virginia,0
2018,arkansas,ole miss,1
2018,michigan,wisconsin,0
2018,fiu,middle tenn,0
2018,byu,hawaii,0
2018,southern california,colorado,0
2018,nevada,boise state,1
2018,fresno state,wyoming,0
2018,arkansas state,georgia state,0
2018,arizona state,stanford,1
2018,boise state,colorado state,0
2018,unlv,air force,1
2018,arkansas,tulsa,0
2018,temple,cincinnati,0
2018,tcu,oklahoma,1
2018,michigan state,michigan,1
2018,toledo,buffalo,1
2018,army west point,miami fl,0
2018,rutgers,northwestern,1
2018,ole miss,auburn,1
2018,wisconsin,illinois,0
2018,iowa,maryland,0
2018,syracuse,north carolina,0
2018,duke,virginia,1
2018,ohio,bowling green,0
2018,liberty,idaho state,0
2018,marshall,fla atlantic,0
2018,wyoming,utah state,1
2018,central mich,western mich,1
2018,middle tenn,charlotte,0
2018,ball state,eastern mich,1
2018,nebraska,minnesota,0
2018,massachusetts,coastal carolina,1
2018,kent state,akron,1
2018,app state,louisiana,0
2018,washington,colorado,0
2018,clemson,nc state,0
2018,texas tech,kansas,0
2018,florida state,wake forest,0
2018,navy,houston,1
2018,tulane,smu,1
2018,indiana,penn state,1
2018,louisiana tech,utep,0
2018,tennessee,alabama,1
2018,oregon state,california,1
2018,missouri,memphis,0
2018,new mexico state,ga southern,1
2018,south fla,texas state,0
2018,southern miss,utsa,0
2018,south fla,uconn,0
2018,lsu,mississippi state,0
2018,east carolina,ucf,1
2018,washington state,oregon,0
2018,fiu,rice,0
2018,kentucky,vanderbilt,0
2018,purdue,ohio state,0
2018,western ky,old dominion,1
2018,new mexico,fresno state,1
2018,uab,north texas,0
2018,utah,southern california,0
2018,ucla,arizona,0
2018,san diego state,san jose state,0
2018,hawaii,nevada,1
2018,south alabama,troy,1
2018,west virginia,baylor,0
2018,western mich,toledo,1
2018,ohio,ball state,0
2018,ga southern,app state,0
2018,virginia tech,georgia tech,1
2018,fla atlantic,louisiana tech,1
2018,boston college,miami fl,0
2018,minnesota,indiana,0
2018,colorado state,wyoming,1
2018,ucla,utah,1
2018,akron,central mich,0
2018,florida state,clemson,1
2018,iowa state,texas tech,0
2018,louisville,wake forest,1
2018,michigan state,purdue,0
2018,eastern mich,army west point,1
2018,arkansas,vanderbilt,1
2018,northwestern,wisconsin,0
2018,nebraska,bethunecookman,0
2018,uconn,massachusetts,1
2018,virginia,north carolina,0
2018,georgia state,coastal carolina,1
2018,charlotte,southern miss,0
2018,colorado,oregon state,1
2018,kansas,tcu,0
2018,houston,south fla,0
2018,byu,niu,1
2018,smu,cincinnati,1
2018,southern california,arizona state,1
2018,old dominion,middle tenn,1
2018,georgia,florida,0
2018,oklahoma,kansas state,0
2018,penn state,iowa,0
2018,pittsburgh,duke,0
2018,maryland,illinois,0
2018,north texas,rice,0
2018,utah state,new mexico,0
2018,missouri,kentucky,1
2018,san jose state,unlv,0
2018,california,washington,0
2018,syracuse,nc state,0
2018,air force,boise state,1
2018,louisiana,arkansas state,0
2018,tulsa,tulane,1
2018,stanford,washington state,1
2018,mississippi state,texas am,0
2018,texas state,new mexico state,0
2018,utep,uab,1
2018,south carolina,tennessee,0
2018,western ky,fiu,1
2018,navy,notre dame,1
2018,oklahoma state,texas,0
2018,arizona,oregon,0
2018,fresno state,hawaii,0
2018,nevada,san diego state,0
2018,buffalo,miami fl,0
2018,bowling green,kent state,1
2018,toledo,ball state,0
2018,akron,niu,1
2018,western mich,ohio,1
2018,ucf,temple,0
2018,virginia,pittsburgh,1
2018,middle tenn,western ky,0
2018,arizona,colorado,0
2018,army west point,air force,0
2018,ole miss,south carolina,1
2018,wake forest,syracuse,1
2018,auburn,texas am,0
2018,kansas,iowa state,1
2018,wisconsin,rutgers,0
2018,clemson,louisville,0
2018,maryland,michigan state,1
2018,ohio state,nebraska,0
