Team,Games,Win-Loss,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game,Time of Possession,Average Time of Possession per Game,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,Sacks,Sack Yards,Average Sacks per Game,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Opp Kickoff Returns,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,First Down Runs,First Down Passes,First Down Penalties,First Downs,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,Penalties,Penalty Yards,Penalty Yards Per Game,3rd Attempts,3rd Conversions,3rd Percent,Opp 3rd Conversion,Opp 3rd Attempt,Opponent 3rd Percent,4th Attempts,4th Conversions,4th Percent,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent
App State (Sun Belt),12,9-3,845.0,5424.0,6.42,49.0,452.0,798.0,3946.0,4.94,27.0,30.0,328.8,3.0,15.0,18.0,6.0,11.0,17.0,1.0,0.08,387:30,32:18,47.0,42.0,281.0,68.0,5.7,21.0,131.0,1.75,52.0,51.0,0.0,0.0,13.0,2.0,406.0,33.8,30.0,20.0,2.0,0.0,12.0,0.0,240.0,20.0,545.0,3179.0,5.83,28.0,264.9,448.0,1811.0,4.04,14.0,150.9,52.0,17.0,13.0,9.0,39.0,0.75,37.0,12.0,7.0,9.0,28.0,0.757,18.0,39.0,0.0,2.17,18.0,39.0,0.0,2.17,300.0,190.0,11.0,2245.0,7.48,11.82,21.0,187.1,168.0,350.0,2135.0,13.0,6.1,12.71,177.9,42.0,728.0,1.0,17.33,42.0,728.0,1.0,17.33,105.0,95.0,23.0,223.0,105.0,95.0,23.0,223.0,88.0,811.0,67.58,162.0,83.0,0.512,65.0,172.0,0.378,11.0,20.0,0.55,13.0,27.0,0.481
Cincinnati (AAC),10,9-1,676.0,4510.0,6.67,49.0,451.0,710.0,3246.0,4.57,17.0,18.0,324.6,5.0,16.0,21.0,10.0,6.0,16.0,5.0,0.5,319:59,32:00,55.0,34.0,297.0,72.0,7.2,19.0,113.0,1.9,51.0,48.0,0.0,0.0,7.0,0.0,375.0,37.5,18.0,15.0,2.0,0.0,13.0,1.0,168.0,16.8,381.0,2124.0,5.57,29.0,212.4,355.0,1111.0,3.13,10.0,111.1,45.0,18.0,12.0,6.0,36.0,0.8,34.0,9.0,6.0,10.0,25.0,0.735,13.0,84.0,0.0,6.46,13.0,84.0,0.0,6.46,295.0,197.0,6.0,2386.0,8.09,12.11,20.0,238.6,189.0,355.0,2135.0,7.0,6.01,11.3,213.5,23.0,503.0,0.0,21.87,23.0,503.0,0.0,21.87,71.0,95.0,28.0,194.0,71.0,95.0,28.0,194.0,88.0,768.0,76.8,132.0,60.0,0.455,52.0,150.0,0.347,10.0,14.0,0.714,9.0,24.0,0.375
Coastal Carolina (Sun Belt),12,11-1,805.0,5398.0,6.71,59.0,449.8,770.0,4223.0,5.48,28.0,29.0,351.9,9.0,16.0,25.0,7.0,5.0,12.0,13.0,1.08,405:55,33:50,57.0,40.0,345.0,77.0,6.4,14.0,63.0,1.17,60.0,49.0,2.0,0.0,11.0,0.0,446.0,37.2,29.0,20.0,2.0,0.0,15.0,0.0,243.0,20.2,518.0,2620.0,5.06,30.0,218.3,404.0,1772.0,4.39,17.0,147.7,60.0,26.0,19.0,8.0,53.0,0.883,36.0,15.0,5.0,11.0,31.0,0.861,7.0,53.0,1.0,7.57,7.0,53.0,1.0,7.57,287.0,191.0,5.0,2778.0,9.68,14.54,29.0,231.5,222.0,366.0,2451.0,11.0,6.7,11.04,204.2,45.0,849.0,0.0,18.87,45.0,849.0,0.0,18.87,100.0,109.0,14.0,223.0,100.0,109.0,14.0,223.0,44.0,428.0,35.67,149.0,78.0,0.523,57.0,150.0,0.38,13.0,17.0,0.765,12.0,27.0,0.444
Notre Dame (ACC),12,10-2,868.0,5382.0,6.2,48.0,448.5,742.0,4123.0,5.56,26.0,27.0,343.6,10.0,7.0,17.0,8.0,3.0,11.0,6.0,0.5,407:09,33:56,77.0,26.0,344.0,90.0,7.5,26.0,137.0,2.17,51.0,50.0,0.0,0.0,15.0,0.0,401.0,33.4,27.0,24.0,1.0,0.0,16.0,0.0,236.0,19.7,506.0,2533.0,5.01,33.0,211.1,354.0,1356.0,3.83,12.0,113.0,60.0,25.0,10.0,11.0,46.0,0.767,30.0,8.0,8.0,10.0,26.0,0.867,12.0,44.0,0.0,3.67,12.0,44.0,0.0,3.67,362.0,231.0,3.0,2849.0,7.87,12.33,15.0,237.4,225.0,388.0,2767.0,14.0,7.13,12.3,230.6,35.0,635.0,0.0,18.14,35.0,635.0,0.0,18.14,73.0,118.0,19.0,210.0,73.0,118.0,19.0,210.0,53.0,456.0,38.0,166.0,82.0,0.494,48.0,153.0,0.314,10.0,16.0,0.625,8.0,18.0,0.444
Ball St. (MAC),8,7-1,617.0,3578.0,5.8,32.0,447.2,579.0,3439.0,5.94,26.0,27.0,429.9,8.0,10.0,18.0,3.0,6.0,9.0,9.0,1.12,239:09,29:54,42.0,28.0,214.0,56.0,7.0,29.0,176.0,3.62,35.0,28.0,3.0,0.0,10.0,0.0,274.0,34.2,27.0,22.0,2.0,0.0,6.0,0.0,206.0,25.8,366.0,1424.0,3.89,15.0,178.0,281.0,1090.0,3.88,12.0,136.2,37.0,14.0,9.0,7.0,30.0,0.811,31.0,10.0,10.0,3.0,23.0,0.742,12.0,47.0,0.0,3.92,12.0,47.0,0.0,3.92,251.0,164.0,6.0,2154.0,8.58,13.13,17.0,269.2,194.0,298.0,2349.0,14.0,7.88,12.11,293.6,33.0,659.0,1.0,19.97,33.0,659.0,1.0,19.97,62.0,105.0,17.0,184.0,62.0,105.0,17.0,184.0,46.0,391.0,48.88,120.0,56.0,0.467,37.0,104.0,0.356,7.0,13.0,0.538,7.0,20.0,0.35
Wake Forest (ACC),9,4-5,690.0,4000.0,5.8,36.0,444.4,663.0,3921.0,5.91,37.0,37.0,435.7,4.0,13.0,17.0,2.0,5.0,7.0,10.0,1.11,250:48,27:52,46.0,34.0,215.0,63.0,7.0,27.0,168.0,3.0,40.0,38.0,2.0,0.0,14.0,0.0,324.0,36.0,37.0,37.0,0.0,0.0,12.0,0.0,295.0,32.8,380.0,1467.0,3.86,22.0,163.0,365.0,1650.0,4.52,20.0,183.3,43.0,21.0,10.0,9.0,40.0,0.93,41.0,18.0,10.0,7.0,35.0,0.854,9.0,52.0,0.0,5.78,9.0,52.0,0.0,5.78,310.0,175.0,5.0,2533.0,8.17,14.47,14.0,281.4,189.0,298.0,2271.0,17.0,7.62,12.02,252.3,21.0,469.0,0.0,22.33,21.0,469.0,0.0,22.33,100.0,91.0,18.0,209.0,100.0,91.0,18.0,209.0,48.0,401.0,44.56,138.0,56.0,0.406,52.0,125.0,0.416,10.0,21.0,0.476,6.0,10.0,0.6
Louisville (ACC),11,4-7,735.0,4886.0,6.65,41.0,444.2,704.0,4060.0,5.77,34.0,35.0,369.1,7.0,5.0,12.0,12.0,12.0,24.0,-12.0,-1.09,346:34,31:30,52.0,22.0,220.0,63.0,5.7,30.0,178.0,2.73,41.0,40.0,0.0,0.0,13.0,0.0,325.0,29.5,35.0,29.0,2.0,0.0,16.0,1.0,293.0,26.6,420.0,2200.0,5.24,21.0,200.0,415.0,1979.0,4.77,19.0,179.9,44.0,17.0,12.0,10.0,39.0,0.886,41.0,16.0,9.0,9.0,34.0,0.829,6.0,67.0,0.0,11.17,6.0,67.0,0.0,11.17,315.0,202.0,12.0,2686.0,8.53,13.3,20.0,244.2,155.0,289.0,2081.0,15.0,7.2,13.43,189.2,38.0,702.0,0.0,18.47,38.0,702.0,0.0,18.47,99.0,87.0,14.0,200.0,99.0,87.0,14.0,200.0,69.0,577.0,52.45,143.0,64.0,0.448,59.0,149.0,0.396,13.0,24.0,0.542,8.0,20.0,0.4
Nevada (Mountain West),9,7-2,615.0,3973.0,6.46,34.0,441.4,630.0,3399.0,5.4,25.0,26.0,377.7,3.0,6.0,9.0,5.0,4.0,9.0,0.0,0.0,284:55,31:39,41.0,22.0,242.0,52.0,5.8,20.0,151.0,2.22,34.0,28.0,0.0,0.0,15.0,0.0,277.0,30.8,26.0,20.0,1.0,0.0,10.0,1.0,210.0,23.3,256.0,1101.0,4.3,7.0,122.3,313.0,1243.0,3.97,12.0,138.1,38.0,6.0,13.0,12.0,31.0,0.816,31.0,8.0,9.0,7.0,24.0,0.774,9.0,80.0,0.0,8.89,9.0,80.0,0.0,8.89,359.0,251.0,4.0,2872.0,8.0,11.44,27.0,319.1,192.0,317.0,2156.0,13.0,6.8,11.23,239.6,25.0,618.0,1.0,24.72,25.0,618.0,1.0,24.72,65.0,100.0,15.0,180.0,65.0,100.0,15.0,180.0,72.0,625.0,69.44,118.0,49.0,0.415,48.0,135.0,0.356,12.0,18.0,0.667,12.0,25.0,0.48
Virginia Tech (ACC),11,5-6,727.0,4848.0,6.67,40.0,440.7,795.0,4922.0,6.19,43.0,45.0,447.5,5.0,12.0,17.0,8.0,6.0,14.0,3.0,0.27,335:49,30:32,58.0,36.0,328.0,76.0,6.9,22.0,140.0,2.0,40.0,34.0,4.0,0.0,20.0,0.0,342.0,31.1,45.0,42.0,1.0,0.0,13.0,0.0,353.0,32.1,473.0,2641.0,5.58,27.0,240.1,406.0,1996.0,4.92,24.0,181.5,42.0,19.0,7.0,9.0,35.0,0.833,45.0,21.0,11.0,6.0,38.0,0.844,7.0,28.0,0.0,4.0,7.0,28.0,0.0,4.0,254.0,158.0,6.0,2207.0,8.69,13.97,13.0,200.6,240.0,389.0,2926.0,19.0,7.52,12.19,266.0,21.0,382.0,0.0,18.19,21.0,382.0,0.0,18.19,105.0,139.0,12.0,256.0,105.0,139.0,12.0,256.0,58.0,517.0,47.0,134.0,51.0,0.381,62.0,153.0,0.405,7.0,13.0,0.538,19.0,26.0,0.731
Miami (FL) (ACC),11,8-3,803.0,4838.0,6.02,44.0,439.8,803.0,4492.0,5.59,36.0,37.0,408.4,9.0,7.0,16.0,6.0,6.0,12.0,4.0,0.36,304:40,27:42,72.0,46.0,398.0,95.0,8.6,30.0,190.0,2.73,45.0,38.0,3.0,0.0,20.0,0.0,374.0,34.0,37.0,36.0,0.0,0.0,13.0,0.0,297.0,27.0,422.0,1788.0,4.24,18.0,162.5,422.0,1919.0,4.55,16.0,174.5,43.0,14.0,12.0,13.0,39.0,0.907,46.0,12.0,14.0,12.0,38.0,0.826,8.0,59.0,0.0,7.38,8.0,59.0,0.0,7.38,381.0,239.0,6.0,3050.0,8.01,12.76,26.0,277.3,241.0,381.0,2573.0,20.0,6.75,10.68,233.9,17.0,401.0,1.0,23.59,17.0,401.0,1.0,23.59,103.0,124.0,31.0,258.0,103.0,124.0,31.0,258.0,86.0,775.0,70.45,160.0,65.0,0.406,62.0,162.0,0.383,13.0,19.0,0.684,10.0,18.0,0.556
Texas A&M (SEC),10,9-1,678.0,4392.0,6.48,41.0,439.2,593.0,3173.0,5.35,25.0,27.0,317.3,4.0,10.0,14.0,4.0,4.0,8.0,6.0,0.6,348:06,34:49,50.0,28.0,262.0,64.0,6.4,7.0,39.0,0.7,42.0,41.0,0.0,0.0,11.0,0.0,326.0,32.6,27.0,26.0,0.0,0.0,9.0,1.0,217.0,21.7,376.0,2051.0,5.45,21.0,205.1,283.0,920.0,3.25,6.0,92.0,47.0,17.0,14.0,10.0,41.0,0.872,25.0,6.0,10.0,7.0,23.0,0.92,4.0,17.0,0.0,4.25,4.0,17.0,0.0,4.25,302.0,190.0,4.0,2341.0,7.75,12.32,20.0,234.1,196.0,310.0,2253.0,19.0,7.27,11.49,225.3,7.0,142.0,0.0,20.29,7.0,142.0,0.0,20.29,56.0,100.0,19.0,175.0,56.0,100.0,19.0,175.0,62.0,579.0,57.9,133.0,73.0,0.549,43.0,123.0,0.35,3.0,8.0,0.375,8.0,14.0,0.571
Iowa St. (Big 12),12,9-3,828.0,5236.0,6.32,51.0,436.3,761.0,4085.0,5.37,25.0,31.0,340.4,9.0,9.0,18.0,5.0,9.0,14.0,4.0,0.33,396:54,33:04,65.0,34.0,304.0,82.0,6.8,16.0,87.0,1.33,51.0,48.0,1.0,0.0,13.0,0.0,395.0,32.9,31.0,28.0,2.0,0.0,13.0,0.0,257.0,21.4,455.0,2340.0,5.14,31.0,195.0,383.0,1237.0,3.23,11.0,103.1,52.0,22.0,12.0,10.0,44.0,0.846,35.0,10.0,7.0,9.0,26.0,0.743,16.0,176.0,1.0,11.0,16.0,176.0,1.0,11.0,373.0,249.0,9.0,2896.0,7.76,11.63,20.0,241.3,237.0,378.0,2848.0,14.0,7.53,12.02,237.3,56.0,1244.0,2.0,22.21,56.0,1244.0,2.0,22.21,77.0,129.0,11.0,217.0,77.0,129.0,11.0,217.0,61.0,511.0,42.58,161.0,73.0,0.453,51.0,154.0,0.331,11.0,16.0,0.688,9.0,20.0,0.45
LSU (SEC),10,5-5,786.0,4339.0,5.52,33.0,433.9,678.0,4920.0,7.26,42.0,45.0,492.0,9.0,13.0,22.0,4.0,9.0,13.0,9.0,0.9,314:04,31:24,53.0,20.0,273.0,63.0,6.3,25.0,145.0,2.5,38.0,36.0,1.0,0.0,18.0,0.0,320.0,32.0,45.0,43.0,0.0,0.0,12.0,0.0,349.0,34.9,365.0,1217.0,3.33,9.0,121.7,346.0,1690.0,4.88,18.0,169.0,34.0,8.0,10.0,10.0,28.0,0.824,43.0,15.0,11.0,9.0,35.0,0.814,10.0,77.0,0.0,7.7,10.0,77.0,0.0,7.7,421.0,247.0,9.0,3122.0,7.42,12.64,24.0,312.2,198.0,332.0,3230.0,24.0,9.73,16.31,323.0,10.0,344.0,1.0,34.4,10.0,344.0,1.0,34.4,87.0,120.0,12.0,219.0,87.0,120.0,12.0,219.0,61.0,462.0,46.2,156.0,54.0,0.346,47.0,126.0,0.373,12.0,17.0,0.706,6.0,12.0,0.5
San Jose St. (Mountain West),8,7-1,524.0,3447.0,6.58,27.0,430.9,559.0,2769.0,4.95,18.0,20.0,346.1,8.0,3.0,11.0,0.0,9.0,9.0,2.0,0.25,235:41,29:28,46.0,16.0,266.0,54.0,6.8,8.0,53.0,1.0,29.0,26.0,1.0,0.0,9.0,0.0,229.0,28.6,20.0,18.0,0.0,0.0,7.0,0.0,159.0,19.9,236.0,1060.0,4.49,8.0,132.5,297.0,962.0,3.24,10.0,120.2,32.0,6.0,10.0,9.0,25.0,0.781,25.0,10.0,5.0,3.0,18.0,0.72,4.0,69.0,1.0,17.25,4.0,69.0,1.0,17.25,288.0,183.0,9.0,2387.0,8.29,13.04,19.0,298.4,162.0,262.0,1807.0,8.0,6.9,11.15,225.9,31.0,568.0,0.0,18.32,31.0,568.0,0.0,18.32,57.0,86.0,13.0,156.0,57.0,86.0,13.0,156.0,53.0,453.0,56.62,101.0,38.0,0.376,47.0,120.0,0.392,5.0,13.0,0.385,9.0,18.0,0.5
Penn St. (Big Ten),9,4-5,709.0,3873.0,5.46,32.0,430.3,585.0,2959.0,5.06,28.0,31.0,328.8,6.0,4.0,10.0,8.0,9.0,17.0,-7.0,-0.78,303:10,33:41,45.0,30.0,233.0,60.0,6.7,28.0,170.0,3.11,34.0,27.0,2.0,0.0,11.0,0.0,268.0,29.8,31.0,29.0,2.0,0.0,10.0,0.0,249.0,27.7,402.0,1569.0,3.9,15.0,174.3,319.0,1172.0,3.67,13.0,130.2,37.0,11.0,8.0,9.0,28.0,0.757,28.0,12.0,6.0,7.0,25.0,0.893,10.0,71.0,0.0,7.1,10.0,71.0,0.0,7.1,307.0,185.0,9.0,2304.0,7.5,12.45,17.0,256.0,157.0,266.0,1787.0,15.0,6.72,11.38,198.6,4.0,69.0,0.0,17.25,4.0,69.0,0.0,17.25,69.0,75.0,12.0,156.0,69.0,75.0,12.0,156.0,39.0,335.0,37.22,133.0,56.0,0.421,47.0,127.0,0.37,11.0,22.0,0.5,5.0,14.0,0.357
Texas Tech (Big 12),10,4-6,735.0,4295.0,5.84,35.0,429.5,777.0,4449.0,5.73,41.0,45.0,444.9,5.0,5.0,10.0,8.0,11.0,19.0,-9.0,-0.9,270:35,27:03,40.0,34.0,192.0,57.0,5.7,16.0,95.0,1.6,38.0,32.0,2.0,0.0,9.0,0.0,291.0,29.1,45.0,42.0,1.0,0.0,17.0,1.0,367.0,36.7,337.0,1628.0,4.83,17.0,162.8,423.0,1864.0,4.41,24.0,186.4,33.0,9.0,11.0,5.0,25.0,0.758,49.0,22.0,10.0,10.0,42.0,0.857,12.0,163.0,1.0,13.58,12.0,163.0,1.0,13.58,398.0,259.0,11.0,2667.0,6.7,10.3,18.0,266.7,225.0,354.0,2585.0,17.0,7.3,11.49,258.5,22.0,480.0,1.0,21.82,22.0,480.0,1.0,21.82,102.0,108.0,23.0,233.0,102.0,108.0,23.0,233.0,67.0,577.0,57.7,149.0,55.0,0.369,65.0,157.0,0.414,14.0,24.0,0.583,12.0,21.0,0.571
Oklahoma St. (Big 12),11,8-3,849.0,4695.0,5.53,35.0,426.8,784.0,4169.0,5.32,31.0,32.0,379.0,10.0,6.0,16.0,6.0,10.0,16.0,0.0,0.0,344:35,31:20,74.0,30.0,321.0,89.0,8.1,26.0,161.0,2.36,40.0,36.0,0.0,0.0,18.0,1.0,332.0,30.2,32.0,24.0,3.0,0.0,12.0,0.0,258.0,23.5,508.0,2060.0,4.06,17.0,187.3,426.0,1761.0,4.13,13.0,160.1,49.0,15.0,9.0,16.0,40.0,0.816,29.0,7.0,10.0,8.0,25.0,0.862,12.0,-18.0,0.0,-1.5,12.0,-18.0,0.0,-1.5,341.0,207.0,10.0,2635.0,7.73,12.73,18.0,239.5,207.0,358.0,2408.0,18.0,6.73,11.63,218.9,38.0,828.0,1.0,21.79,38.0,828.0,1.0,21.79,88.0,99.0,21.0,208.0,88.0,99.0,21.0,208.0,73.0,593.0,53.91,173.0,73.0,0.422,44.0,166.0,0.265,5.0,10.0,0.5,15.0,24.0,0.625
Georgia St. (Sun Belt),10,6-4,750.0,4243.0,5.66,40.0,424.3,731.0,4103.0,5.61,39.0,43.0,410.3,9.0,12.0,21.0,10.0,10.0,20.0,1.0,0.1,288:41,28:52,59.0,32.0,288.0,75.0,7.5,12.0,71.0,1.2,42.0,37.0,1.0,0.0,14.0,0.0,333.0,33.3,43.0,38.0,0.0,0.0,7.0,0.0,317.0,31.7,443.0,1940.0,4.38,22.0,194.0,354.0,1366.0,3.86,18.0,136.6,43.0,19.0,9.0,12.0,40.0,0.93,41.0,15.0,14.0,5.0,34.0,0.829,18.0,93.0,1.0,5.17,18.0,93.0,1.0,5.17,307.0,179.0,10.0,2303.0,7.5,12.87,18.0,230.3,236.0,377.0,2737.0,21.0,7.26,11.6,273.7,40.0,772.0,0.0,19.3,40.0,772.0,0.0,19.3,72.0,125.0,20.0,217.0,72.0,125.0,20.0,217.0,55.0,587.0,58.7,165.0,75.0,0.455,51.0,138.0,0.37,9.0,14.0,0.643,13.0,26.0,0.5
Georgia (SEC),10,8-2,683.0,4241.0,6.21,37.0,424.1,661.0,3210.0,4.86,23.0,24.0,321.0,4.0,9.0,13.0,4.0,11.0,15.0,-2.0,-0.2,301:24,30:08,59.0,6.0,311.0,62.0,6.2,20.0,153.0,2.0,40.0,38.0,1.0,0.0,13.0,2.0,323.0,32.3,24.0,23.0,0.0,0.0,11.0,0.0,200.0,20.0,377.0,1742.0,4.62,18.0,174.2,302.0,723.0,2.39,8.0,72.3,36.0,13.0,9.0,6.0,28.0,0.778,22.0,7.0,7.0,7.0,21.0,0.955,4.0,29.0,0.0,7.25,4.0,29.0,0.0,7.25,306.0,178.0,11.0,2499.0,8.17,14.04,19.0,249.9,236.0,359.0,2487.0,15.0,6.93,10.54,248.7,10.0,168.0,0.0,16.8,10.0,168.0,0.0,16.8,57.0,110.0,18.0,185.0,57.0,110.0,18.0,185.0,55.0,528.0,52.8,135.0,62.0,0.459,50.0,140.0,0.357,5.0,13.0,0.385,9.0,15.0,0.6
Virginia (ACC),10,5-5,745.0,4233.0,5.68,38.0,423.3,693.0,4429.0,6.39,33.0,34.0,442.9,7.0,11.0,18.0,5.0,14.0,19.0,-1.0,-0.1,310:38,31:04,53.0,38.0,332.0,72.0,7.2,20.0,127.0,2.0,40.0,35.0,1.0,0.0,10.0,0.0,307.0,30.7,34.0,31.0,1.0,0.0,19.0,1.0,296.0,29.6,366.0,1627.0,4.45,16.0,162.7,370.0,1385.0,3.74,14.0,138.5,41.0,13.0,12.0,9.0,34.0,0.829,38.0,11.0,9.0,10.0,30.0,0.789,12.0,72.0,0.0,6.0,12.0,72.0,0.0,6.0,379.0,221.0,14.0,2606.0,6.88,11.79,22.0,260.6,203.0,323.0,3044.0,19.0,9.42,15.0,304.4,16.0,316.0,0.0,19.75,16.0,316.0,0.0,19.75,69.0,124.0,11.0,204.0,69.0,124.0,11.0,204.0,53.0,483.0,48.3,143.0,53.0,0.371,60.0,144.0,0.417,16.0,25.0,0.64,5.0,15.0,0.333
Louisiana (Sun Belt),11,10-1,739.0,4637.0,6.27,45.0,421.5,795.0,3909.0,4.92,30.0,30.0,355.4,7.0,16.0,23.0,6.0,7.0,13.0,10.0,0.91,313:05,28:28,40.0,14.0,180.0,47.0,4.3,9.0,69.0,0.82,49.0,44.0,1.0,0.0,10.0,0.0,370.0,33.6,30.0,24.0,2.0,0.0,10.0,2.0,242.0,22.0,429.0,2343.0,5.46,25.0,213.0,471.0,2032.0,4.31,20.0,184.7,52.0,20.0,13.0,9.0,42.0,0.808,38.0,19.0,5.0,8.0,32.0,0.842,17.0,99.0,0.0,5.82,17.0,99.0,0.0,5.82,310.0,180.0,7.0,2294.0,7.4,12.74,20.0,208.5,168.0,324.0,1877.0,10.0,5.79,11.17,170.6,38.0,680.0,0.0,17.89,38.0,680.0,0.0,17.89,119.0,89.0,26.0,234.0,119.0,89.0,26.0,234.0,68.0,676.0,61.45,138.0,59.0,0.428,74.0,170.0,0.435,11.0,25.0,0.44,15.0,27.0,0.556
Central Mich. (MAC),6,3-3,433.0,2522.0,5.82,23.0,420.3,439.0,2566.0,5.85,22.0,23.0,427.7,7.0,8.0,15.0,5.0,4.0,9.0,6.0,1.0,173:47,28:58,34.0,20.0,187.0,44.0,7.3,14.0,97.0,2.33,23.0,16.0,4.0,0.0,8.0,1.0,188.0,31.3,23.0,22.0,0.0,0.0,7.0,0.0,181.0,30.2,260.0,1308.0,5.03,16.0,218.0,250.0,783.0,3.13,7.0,130.5,23.0,11.0,3.0,4.0,18.0,0.783,20.0,7.0,6.0,6.0,19.0,0.95,10.0,46.0,0.0,4.6,10.0,46.0,0.0,4.6,173.0,106.0,4.0,1214.0,7.02,11.45,7.0,202.3,109.0,189.0,1783.0,15.0,9.43,16.36,297.2,28.0,589.0,1.0,21.04,28.0,589.0,1.0,21.04,48.0,68.0,13.0,129.0,48.0,68.0,13.0,129.0,37.0,356.0,59.33,85.0,24.0,0.282,40.0,89.0,0.449,11.0,19.0,0.579,3.0,8.0,0.375
Stanford (Pac-12),6,4-2,420.0,2521.0,6.0,22.0,420.2,400.0,2632.0,6.58,24.0,25.0,438.7,5.0,2.0,7.0,2.0,3.0,5.0,2.0,0.33,191:03,31:51,28.0,2.0,120.0,29.0,4.8,10.0,60.0,1.67,22.0,17.0,3.0,0.0,7.0,0.0,176.0,29.3,25.0,22.0,0.0,0.0,6.0,0.0,190.0,31.7,198.0,797.0,4.03,15.0,132.8,244.0,1332.0,5.46,12.0,222.0,27.0,15.0,6.0,3.0,24.0,0.889,29.0,12.0,7.0,6.0,25.0,0.862,7.0,38.0,0.0,5.43,7.0,38.0,0.0,5.43,222.0,145.0,3.0,1724.0,7.77,11.89,7.0,287.3,100.0,156.0,1300.0,12.0,8.33,13.0,216.7,10.0,185.0,0.0,18.5,10.0,185.0,0.0,18.5,72.0,58.0,9.0,139.0,72.0,58.0,9.0,139.0,34.0,310.0,51.67,85.0,41.0,0.482,39.0,76.0,0.513,6.0,7.0,0.857,5.0,5.0,1.0
Southern California (Pac-12),6,5-1,449.0,2500.0,5.57,25.0,416.7,404.0,2218.0,5.49,18.0,19.0,369.7,7.0,9.0,16.0,4.0,7.0,11.0,5.0,0.83,180:36,30:06,30.0,20.0,179.0,40.0,6.7,15.0,108.0,2.5,25.0,23.0,0.0,0.0,9.0,0.0,200.0,33.3,19.0,18.0,0.0,0.0,8.0,0.0,156.0,26.0,184.0,584.0,3.17,8.0,97.3,217.0,920.0,4.24,4.0,153.3,34.0,8.0,13.0,6.0,27.0,0.794,16.0,3.0,8.0,4.0,15.0,0.938,5.0,61.0,0.0,12.2,5.0,61.0,0.0,12.2,265.0,178.0,7.0,1916.0,7.23,10.76,17.0,319.3,121.0,187.0,1298.0,14.0,6.94,10.73,216.3,6.0,102.0,0.0,17.0,6.0,102.0,0.0,17.0,55.0,58.0,13.0,126.0,55.0,58.0,13.0,126.0,40.0,426.0,71.0,89.0,39.0,0.438,31.0,79.0,0.392,10.0,15.0,0.667,5.0,12.0,0.417
UTSA (C-USA),12,7-5,866.0,4984.0,5.76,40.0,415.3,818.0,4600.0,5.62,38.0,40.0,383.3,8.0,11.0,19.0,4.0,8.0,12.0,7.0,0.58,356:21,29:42,66.0,38.0,329.0,85.0,7.1,23.0,150.0,1.92,41.0,40.0,0.0,0.0,17.0,1.0,339.0,28.2,40.0,35.0,0.0,0.0,11.0,0.0,308.0,25.7,496.0,2585.0,5.21,24.0,215.4,457.0,1945.0,4.26,16.0,162.1,47.0,20.0,10.0,12.0,42.0,0.894,44.0,13.0,15.0,10.0,38.0,0.864,,,,,,,,,370.0,222.0,8.0,2399.0,6.48,10.81,16.0,199.9,219.0,361.0,2655.0,22.0,7.35,12.12,221.2,29.0,669.0,0.0,23.07,29.0,669.0,0.0,23.07,,,,,,,,,,,,179.0,78.0,0.436,66.0,165.0,0.4,,,,,,
