Team,Games,Win-Loss,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game,Time of Possession,Average Time of Possession per Game,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,Sacks,Sack Yards,Average Sacks per Game,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Opp Kickoff Returns,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,First Down Runs,First Down Passes,First Down Penalties,First Downs,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,Penalties,Penalty Yards,Penalty Yards Per Game,3rd Attempts,3rd Conversions,3rd Percent,Opp 3rd Conversion,Opp 3rd Attempt,Opponent 3rd Percent,4th Attempts,4th Conversions,4th Percent,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent
Colorado St. (Mountain West),13,7-6,977.0,6402.0,6.55,55.0,492.5,892.0,5611.0,6.29,43.0,46.0,431.6,6.0,12.0,18.0,6.0,10.0,16.0,2.0,0.15,415:06,31:55,50.0,34.0,270.0,67.0,5.2,13.0,75.0,1.0,56.0,53.0,0.0,0.0,15.0,0.0,434.0,33.4,46.0,46.0,0.0,0.0,13.0,0.0,361.0,27.8,518.0,2603.0,5.03,26.0,200.2,474.0,2432.0,5.13,22.0,187.1,63.0,23.0,21.0,10.0,54.0,0.857,32.0,12.0,7.0,7.0,26.0,0.813,13.0,136.0,2.0,10.46,13.0,136.0,2.0,10.46,459.0,284.0,10.0,3799.0,8.28,13.38,29.0,292.2,237.0,418.0,3179.0,21.0,7.61,13.41,244.5,35.0,751.0,0.0,21.46,35.0,751.0,0.0,21.46,118.0,135.0,24.0,277.0,118.0,135.0,24.0,277.0,81.0,741.0,57.0,183.0,92.0,0.503,79.0,179.0,0.441,7.0,20.0,0.35,7.0,18.0,0.389
Arizona (Pac-12),13,7-6,908.0,6364.0,7.01,67.0,489.5,1015.0,6125.0,6.03,57.0,59.0,471.2,6.0,19.0,25.0,9.0,13.0,22.0,3.0,0.23,372:08,28:37,58.0,30.0,299.0,73.0,5.6,19.0,126.0,1.46,71.0,67.0,1.0,0.0,14.0,0.0,537.0,41.3,59.0,54.0,2.0,0.0,11.0,1.0,447.0,34.4,613.0,4021.0,6.56,48.0,309.3,522.0,2406.0,4.61,32.0,185.1,52.0,30.0,7.0,9.0,46.0,0.885,63.0,27.0,15.0,6.0,48.0,0.762,17.0,205.0,1.0,12.06,17.0,205.0,1.0,12.06,295.0,183.0,13.0,2343.0,7.94,12.8,19.0,180.2,307.0,493.0,3719.0,25.0,7.54,12.11,286.1,28.0,625.0,0.0,22.32,28.0,625.0,0.0,22.32,128.0,164.0,29.0,321.0,128.0,164.0,29.0,321.0,68.0,705.0,54.23,168.0,71.0,0.423,92.0,197.0,0.467,12.0,17.0,0.706,14.0,25.0,0.56
Southern California (Pac-12),14,11-3,1034.0,6777.0,6.55,55.0,484.1,985.0,5539.0,5.62,42.0,46.0,395.6,9.0,16.0,25.0,14.0,13.0,27.0,-2.0,-0.14,432:44,30:54,69.0,30.0,380.0,84.0,6.0,30.0,217.0,2.14,60.0,58.0,1.0,0.0,12.0,0.0,456.0,32.6,46.0,43.0,1.0,0.0,15.0,0.0,366.0,26.1,543.0,2591.0,4.77,29.0,185.1,510.0,2221.0,4.35,20.0,158.6,59.0,19.0,15.0,9.0,43.0,0.729,52.0,16.0,11.0,10.0,37.0,0.712,19.0,181.0,0.0,9.53,19.0,181.0,0.0,9.53,491.0,309.0,13.0,4186.0,8.53,13.55,26.0,299.0,258.0,475.0,3318.0,22.0,6.99,12.86,237.0,48.0,1156.0,1.0,24.08,48.0,1156.0,1.0,24.08,122.0,130.0,30.0,282.0,122.0,130.0,30.0,282.0,107.0,975.0,69.64,190.0,78.0,0.411,74.0,207.0,0.357,12.0,27.0,0.444,15.0,27.0,0.556
Toledo (MAC),14,11-3,981.0,6775.0,6.91,60.0,483.9,958.0,5390.0,5.63,47.0,48.0,385.0,5.0,15.0,20.0,10.0,9.0,19.0,1.0,0.07,442:36,31:36,57.0,36.0,248.0,75.0,5.4,22.0,138.0,1.57,62.0,56.0,2.0,1.0,25.0,0.0,509.0,36.4,48.0,43.0,0.0,0.0,12.0,0.0,367.0,26.2,558.0,2856.0,5.12,32.0,204.0,518.0,2490.0,4.81,27.0,177.9,67.0,24.0,12.0,21.0,57.0,0.851,46.0,20.0,10.0,8.0,38.0,0.826,4.0,14.0,0.0,3.5,4.0,14.0,0.0,3.5,423.0,267.0,9.0,3919.0,9.26,14.68,28.0,279.9,231.0,440.0,2900.0,20.0,6.59,12.55,207.1,51.0,1020.0,0.0,20.0,51.0,1020.0,0.0,20.0,121.0,129.0,34.0,284.0,121.0,129.0,34.0,284.0,106.0,951.0,67.93,179.0,70.0,0.391,67.0,195.0,0.344,8.0,18.0,0.444,11.0,26.0,0.423
SMU (AAC),13,7-6,973.0,6220.0,6.39,61.0,478.5,940.0,6197.0,6.59,59.0,62.0,476.7,11.0,12.0,23.0,6.0,13.0,19.0,4.0,0.31,384:06,29:32,76.0,28.0,336.0,90.0,6.9,23.0,144.0,1.77,64.0,57.0,1.0,1.0,15.0,1.0,492.0,37.8,62.0,57.0,3.0,0.0,14.0,0.0,477.0,36.7,486.0,2397.0,4.93,26.0,184.4,546.0,2700.0,4.95,33.0,207.7,51.0,19.0,14.0,11.0,44.0,0.863,53.0,23.0,11.0,9.0,43.0,0.811,10.0,67.0,0.0,6.7,10.0,67.0,0.0,6.7,487.0,283.0,13.0,3823.0,7.85,13.51,35.0,294.1,247.0,394.0,3497.0,26.0,8.88,14.16,269.0,55.0,1329.0,0.0,24.16,55.0,1329.0,0.0,24.16,135.0,146.0,23.0,304.0,135.0,146.0,23.0,304.0,83.0,769.0,59.15,192.0,83.0,0.432,78.0,182.0,0.429,14.0,20.0,0.7,13.0,29.0,0.448
Texas Tech (Big 12),13,6-7,1000.0,6170.0,6.17,54.0,474.6,998.0,5769.0,5.78,49.0,52.0,443.8,15.0,14.0,29.0,6.0,12.0,18.0,11.0,0.85,383:27,29:29,46.0,16.0,231.0,54.0,4.2,29.0,238.0,2.23,59.0,56.0,0.0,0.0,12.0,0.0,446.0,34.3,52.0,49.0,2.0,0.0,18.0,0.0,419.0,32.2,459.0,1832.0,3.99,19.0,140.9,488.0,2101.0,4.31,16.0,161.6,62.0,15.0,18.0,10.0,43.0,0.694,61.0,15.0,24.0,11.0,50.0,0.82,12.0,67.0,0.0,5.58,12.0,67.0,0.0,5.58,541.0,353.0,12.0,4338.0,8.02,12.29,35.0,333.7,321.0,510.0,3668.0,33.0,7.19,11.43,282.2,32.0,831.0,0.0,25.97,32.0,831.0,0.0,25.97,107.0,172.0,37.0,316.0,107.0,172.0,37.0,316.0,104.0,996.0,76.62,193.0,86.0,0.446,83.0,197.0,0.421,9.0,21.0,0.429,15.0,24.0,0.625
Wake Forest (ACC),13,8-5,963.0,6055.0,6.29,55.0,465.8,1069.0,5945.0,5.56,44.0,45.0,457.3,7.0,14.0,21.0,6.0,7.0,13.0,8.0,0.62,351:41,27:03,83.0,46.0,366.0,106.0,8.2,20.0,114.0,1.54,57.0,52.0,0.0,0.0,21.0,1.0,459.0,35.3,45.0,40.0,1.0,1.0,18.0,0.0,368.0,28.3,537.0,2456.0,4.57,22.0,188.9,547.0,2415.0,4.41,24.0,185.8,56.0,17.0,18.0,18.0,53.0,0.946,53.0,18.0,13.0,14.0,45.0,0.849,28.0,269.0,1.0,9.61,28.0,269.0,1.0,9.61,426.0,268.0,7.0,3599.0,8.45,13.43,33.0,276.8,296.0,522.0,3530.0,20.0,6.76,11.93,271.5,48.0,1030.0,0.0,21.46,48.0,1030.0,0.0,21.46,130.0,166.0,17.0,313.0,130.0,166.0,17.0,313.0,69.0,544.0,41.85,194.0,77.0,0.397,90.0,226.0,0.398,12.0,20.0,0.6,17.0,33.0,0.515
Ole Miss (SEC),12,6-6,804.0,5548.0,6.9,47.0,462.3,895.0,5514.0,6.16,47.0,51.0,459.5,5.0,8.0,13.0,5.0,13.0,18.0,-5.0,-0.42,302:35,25:12,61.0,26.0,300.0,74.0,6.2,32.0,242.0,2.67,48.0,43.0,2.0,0.0,19.0,1.0,394.0,32.8,51.0,47.0,1.0,0.0,20.0,0.0,415.0,34.6,370.0,1607.0,4.34,19.0,133.9,550.0,2944.0,5.35,29.0,245.3,43.0,12.0,12.0,17.0,41.0,0.953,57.0,24.0,13.0,14.0,51.0,0.895,11.0,109.0,0.0,9.91,11.0,109.0,0.0,9.91,434.0,281.0,13.0,3941.0,9.08,14.02,28.0,328.4,199.0,345.0,2570.0,18.0,7.45,12.91,214.2,51.0,1038.0,0.0,20.35,51.0,1038.0,0.0,20.35,133.0,121.0,24.0,278.0,133.0,121.0,24.0,278.0,91.0,749.0,62.42,155.0,59.0,0.381,78.0,188.0,0.415,4.0,10.0,0.4,12.0,19.0,0.632
Penn St. (Big Ten),13,11-2,909.0,5984.0,6.58,68.0,460.3,898.0,4283.0,4.77,27.0,27.0,329.5,15.0,10.0,25.0,3.0,10.0,13.0,12.0,0.92,394:31,30:20,66.0,54.0,393.0,93.0,7.2,29.0,163.0,2.23,72.0,71.0,0.0,0.0,9.0,2.0,534.0,41.1,27.0,20.0,1.0,0.0,10.0,0.0,214.0,16.5,451.0,2212.0,4.9,36.0,170.2,449.0,1534.0,3.42,14.0,118.0,59.0,27.0,19.0,7.0,53.0,0.898,32.0,11.0,7.0,9.0,27.0,0.844,17.0,73.0,0.0,4.29,17.0,73.0,0.0,4.29,458.0,301.0,10.0,3772.0,8.24,12.53,32.0,290.2,262.0,449.0,2749.0,13.0,6.12,10.49,211.5,53.0,1034.0,0.0,19.51,53.0,1034.0,0.0,19.51,87.0,122.0,17.0,226.0,87.0,122.0,17.0,226.0,54.0,490.0,37.69,171.0,82.0,0.48,73.0,209.0,0.349,8.0,14.0,0.571,11.0,25.0,0.44
West Virginia (Big 12),13,7-6,941.0,5975.0,6.35,55.0,459.6,944.0,5792.0,6.14,50.0,50.0,445.5,8.0,11.0,19.0,12.0,14.0,26.0,-7.0,-0.54,354:16,27:15,69.0,33.0,315.0,86.0,6.6,19.0,125.0,1.46,59.0,56.0,3.0,0.0,11.0,0.0,449.0,34.5,50.0,46.0,0.0,0.0,21.0,0.0,409.0,31.5,460.0,1954.0,4.25,18.0,150.3,539.0,2654.0,4.92,26.0,204.2,53.0,16.0,20.0,10.0,46.0,0.868,60.0,22.0,15.0,14.0,51.0,0.85,20.0,223.0,0.0,11.15,20.0,223.0,0.0,11.15,481.0,294.0,14.0,4021.0,8.36,13.68,37.0,309.3,234.0,405.0,3138.0,24.0,7.75,13.41,241.4,45.0,884.0,0.0,19.64,45.0,884.0,0.0,19.64,121.0,126.0,32.0,279.0,121.0,126.0,32.0,279.0,79.0,776.0,59.69,185.0,62.0,0.335,65.0,195.0,0.333,16.0,21.0,0.762,18.0,25.0,0.72
ULM (Sun Belt),12,4-8,863.0,5496.0,6.37,49.0,458.0,880.0,6385.0,7.26,64.0,67.0,532.1,5.0,9.0,14.0,9.0,9.0,18.0,-4.0,-0.33,356:32,29:42,50.0,25.0,219.0,63.0,5.2,21.0,129.0,1.75,54.0,45.0,2.0,1.0,10.0,1.0,407.0,33.9,67.0,57.0,3.0,0.0,9.0,0.0,492.0,41.0,459.0,2044.0,4.45,27.0,170.3,499.0,2793.0,5.6,32.0,232.8,48.0,23.0,9.0,8.0,40.0,0.833,51.0,24.0,16.0,6.0,46.0,0.902,19.0,148.0,0.0,7.79,19.0,148.0,0.0,7.79,404.0,246.0,9.0,3452.0,8.54,14.03,22.0,287.7,236.0,381.0,3592.0,32.0,9.43,15.22,299.3,43.0,1004.0,1.0,23.35,43.0,1004.0,1.0,23.35,137.0,147.0,17.0,301.0,137.0,147.0,17.0,301.0,64.0,531.0,44.25,177.0,77.0,0.435,69.0,150.0,0.46,13.0,23.0,0.565,5.0,9.0,0.556
UCLA (Pac-12),13,6-7,932.0,5952.0,6.39,50.0,457.8,1004.0,6288.0,6.26,54.0,58.0,483.7,5.0,8.0,13.0,12.0,10.0,22.0,-9.0,-0.69,344:12,26:28,64.0,26.0,246.0,77.0,5.9,29.0,221.0,2.23,53.0,49.0,2.0,0.0,17.0,0.0,422.0,32.5,58.0,55.0,1.0,0.0,23.0,1.0,476.0,36.6,396.0,1474.0,3.72,19.0,113.4,649.0,3736.0,5.76,35.0,287.4,53.0,17.0,17.0,12.0,46.0,0.868,69.0,28.0,13.0,20.0,61.0,0.884,19.0,240.0,2.0,12.63,19.0,240.0,2.0,12.63,536.0,338.0,10.0,4478.0,8.35,13.25,31.0,344.5,203.0,355.0,2552.0,19.0,7.19,12.57,196.3,48.0,1172.0,0.0,24.42,48.0,1172.0,0.0,24.42,165.0,112.0,43.0,320.0,165.0,112.0,43.0,320.0,106.0,977.0,75.15,182.0,75.0,0.412,71.0,185.0,0.384,13.0,20.0,0.65,12.0,25.0,0.48
