Team,Games,Win-Loss,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game,Time of Possession,Average Time of Possession per Game,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,Sacks,Sack Yards,Average Sacks per Game,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Opp Kickoff Returns,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,First Down Runs,First Down Passes,First Down Penalties,First Downs,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,Penalties,Penalty Yards,Penalty Yards Per Game,3rd Attempts,3rd Conversions,3rd Percent,Opp 3rd Conversion,Opp 3rd Attempt,Opponent 3rd Percent,4th Attempts,4th Conversions,4th Percent,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent
West Virginia (Big 12),12,4-8,892.0,4932.0,5.53,34.0,411.0,920.0,5460.0,5.93,47.0,48.0,455.0,16.0,12.0,28.0,16.0,16.0,32.0,-4.0,-0.33,339:51,28:19,67.0,32.0,316.0,83.0,6.9,28.0,170.0,2.33,38.0,35.0,0.0,0.0,17.0,1.0,316.0,26.3,48.0,47.0,1.0,0.0,21.0,0.0,400.0,33.3,427.0,1784.0,4.18,18.0,148.7,519.0,2300.0,4.43,23.0,191.7,40.0,12.0,9.0,11.0,32.0,0.8,60.0,19.0,13.0,18.0,50.0,0.833,29.0,147.0,0.0,5.07,29.0,147.0,0.0,5.07,465.0,252.0,16.0,3148.0,6.77,12.49,16.0,262.3,244.0,401.0,3160.0,24.0,7.88,12.95,263.3,42.0,963.0,0.0,22.93,42.0,963.0,0.0,22.93,103.0,136.0,15.0,254.0,103.0,136.0,15.0,254.0,63.0,591.0,49.25,185.0,59.0,0.319,85.0,199.0,0.427,4.0,18.0,0.222,6.0,8.0,0.75
North Texas (C-USA),13,9-4,951.0,5336.0,5.61,47.0,410.5,881.0,4528.0,5.14,25.0,30.0,348.3,16.0,18.0,34.0,9.0,14.0,23.0,11.0,0.85,418:56,32:13,62.0,32.0,330.0,78.0,6.0,11.0,53.0,0.85,55.0,50.0,2.0,0.0,10.0,0.0,414.0,31.8,30.0,28.0,0.0,0.0,7.0,1.0,231.0,17.8,549.0,2349.0,4.28,31.0,180.7,426.0,1567.0,3.68,10.0,120.5,44.0,24.0,6.0,7.0,37.0,0.841,35.0,8.0,9.0,5.0,22.0,0.629,,,,,,,,,402.0,261.0,14.0,2987.0,7.43,11.44,16.0,229.8,267.0,455.0,2961.0,15.0,6.51,11.09,227.8,,,,,,,,,85.0,122.0,24.0,231.0,85.0,122.0,24.0,231.0,82.0,687.0,52.85,202.0,95.0,0.47,70.0,193.0,0.363,8.0,15.0,0.533,4.0,13.0,0.308
Texas (Big 12),13,8-5,1005.0,5313.0,5.29,43.0,408.7,966.0,5294.0,5.48,34.0,39.0,407.2,16.0,10.0,26.0,7.0,15.0,22.0,4.0,0.31,393:45,30:17,71.0,36.0,347.0,89.0,6.8,16.0,94.0,1.23,46.0,45.0,0.0,0.0,20.0,0.0,381.0,29.3,39.0,37.0,0.0,0.0,21.0,1.0,336.0,25.8,574.0,2551.0,4.44,25.0,196.2,547.0,2380.0,4.35,21.0,183.1,42.0,19.0,5.0,13.0,37.0,0.881,52.0,18.0,9.0,18.0,45.0,0.865,14.0,121.0,1.0,8.64,14.0,121.0,1.0,8.64,431.0,246.0,15.0,2762.0,6.41,11.23,18.0,212.5,238.0,419.0,2914.0,13.0,6.95,12.24,224.2,44.0,1098.0,0.0,24.95,44.0,1098.0,0.0,24.95,131.0,128.0,16.0,275.0,131.0,128.0,16.0,275.0,67.0,597.0,45.92,222.0,90.0,0.405,77.0,209.0,0.368,11.0,24.0,0.458,5.0,13.0,0.385
Arkansas St. (Sun Belt),13,8-5,947.0,5301.0,5.6,45.0,407.8,929.0,5370.0,5.78,42.0,43.0,413.1,12.0,9.0,21.0,7.0,7.0,14.0,7.0,0.54,389:31,29:57,51.0,40.0,297.0,71.0,5.5,29.0,155.0,2.23,48.0,46.0,0.0,0.0,15.0,0.0,379.0,29.2,43.0,38.0,1.0,0.0,14.0,0.0,340.0,26.2,579.0,2674.0,4.62,31.0,205.7,496.0,2342.0,4.72,22.0,180.2,54.0,26.0,9.0,11.0,46.0,0.852,56.0,21.0,11.0,12.0,44.0,0.786,17.0,122.0,0.0,7.18,17.0,122.0,0.0,7.18,368.0,255.0,7.0,2627.0,7.14,10.3,14.0,202.1,239.0,433.0,3028.0,20.0,6.99,12.67,232.9,49.0,932.0,0.0,19.02,49.0,932.0,0.0,19.02,120.0,125.0,24.0,269.0,120.0,125.0,24.0,269.0,94.0,783.0,60.23,193.0,86.0,0.446,76.0,199.0,0.382,6.0,21.0,0.286,9.0,21.0,0.429
Middle Tenn. (C-USA),13,8-5,929.0,5298.0,5.7,42.0,407.5,987.0,5235.0,5.3,41.0,43.0,402.7,18.0,15.0,33.0,6.0,15.0,21.0,12.0,0.92,366:35,28:11,59.0,16.0,270.0,67.0,5.2,16.0,90.0,1.23,49.0,47.0,0.0,0.0,12.0,0.0,377.0,29.0,43.0,38.0,2.0,0.0,13.0,1.0,341.0,26.2,526.0,2591.0,4.93,25.0,199.3,598.0,2591.0,4.33,25.0,199.3,53.0,18.0,13.0,10.0,41.0,0.774,53.0,21.0,10.0,9.0,40.0,0.755,,,,,,,,,403.0,238.0,15.0,2707.0,6.72,11.37,17.0,208.2,245.0,389.0,2644.0,16.0,6.8,10.79,203.4,,,,,,,,,146.0,126.0,15.0,287.0,146.0,126.0,15.0,287.0,54.0,555.0,42.69,192.0,89.0,0.464,99.0,207.0,0.478,6.0,16.0,0.375,12.0,18.0,0.667
Notre Dame (FBS Independent),13,9-4,869.0,5280.0,6.08,39.0,406.2,930.0,4760.0,5.12,32.0,34.0,366.2,4.0,13.0,17.0,4.0,13.0,17.0,0.0,0.0,378:25,29:06,58.0,12.0,270.0,64.0,4.9,8.0,63.0,0.62,42.0,42.0,0.0,0.0,20.0,0.0,354.0,27.2,34.0,31.0,1.0,0.0,18.0,0.0,291.0,22.4,440.0,1967.0,4.47,12.0,151.3,522.0,2184.0,4.18,13.0,168.0,45.0,10.0,14.0,12.0,36.0,0.8,48.0,13.0,12.0,14.0,39.0,0.813,17.0,161.0,0.0,9.47,17.0,161.0,0.0,9.47,429.0,226.0,13.0,3313.0,7.72,14.66,27.0,254.8,240.0,408.0,2576.0,19.0,6.31,10.73,198.2,40.0,1027.0,0.0,25.68,40.0,1027.0,0.0,25.68,130.0,127.0,23.0,280.0,130.0,127.0,23.0,280.0,73.0,598.0,46.0,176.0,74.0,0.42,80.0,191.0,0.419,5.0,13.0,0.385,6.0,19.0,0.316
Rice (C-USA),14,10-4,1046.0,5678.0,5.43,51.0,405.6,957.0,5097.0,5.33,41.0,43.0,364.1,12.0,14.0,26.0,10.0,9.0,19.0,7.0,0.5,458:58,32:47,48.0,50.0,302.0,73.0,5.2,37.0,201.0,2.64,54.0,47.0,0.0,0.0,14.0,1.0,415.0,29.6,43.0,40.0,1.0,0.0,14.0,0.0,342.0,24.4,699.0,3183.0,4.55,31.0,227.4,545.0,2259.0,4.14,20.0,161.4,51.0,30.0,9.0,7.0,46.0,0.902,45.0,19.0,10.0,11.0,40.0,0.889,,,,,,,,,347.0,177.0,9.0,2495.0,7.19,14.1,20.0,178.2,213.0,412.0,2838.0,21.0,6.89,13.32,202.7,,,,,,,,,117.0,114.0,15.0,246.0,117.0,114.0,15.0,246.0,74.0,634.0,45.29,216.0,85.0,0.394,74.0,212.0,0.349,9.0,16.0,0.563,13.0,30.0,0.433
Stanford (Pac-12),14,11-3,895.0,5675.0,6.34,51.0,405.4,989.0,4804.0,4.86,30.0,31.0,343.1,6.0,13.0,19.0,9.0,10.0,19.0,0.0,0.0,444:39,31:45,85.0,48.0,479.0,109.0,7.8,16.0,94.0,1.14,56.0,54.0,0.0,0.0,20.0,1.0,452.0,32.3,31.0,27.0,1.0,0.0,17.0,0.0,266.0,19.0,584.0,2904.0,4.97,30.0,207.4,435.0,1251.0,2.88,8.0,89.4,52.0,21.0,9.0,17.0,47.0,0.904,43.0,7.0,14.0,11.0,32.0,0.744,29.0,207.0,0.0,7.14,29.0,207.0,0.0,7.14,311.0,190.0,10.0,2771.0,8.91,14.58,21.0,197.9,344.0,554.0,3553.0,22.0,6.41,10.33,253.8,57.0,1033.0,0.0,18.12,57.0,1033.0,0.0,18.12,98.0,154.0,28.0,280.0,98.0,154.0,28.0,280.0,74.0,620.0,44.29,197.0,98.0,0.497,64.0,199.0,0.322,8.0,14.0,0.571,16.0,31.0,0.516
NC State (ACC),12,3-9,945.0,4842.0,5.12,28.0,403.5,814.0,4793.0,5.89,45.0,48.0,399.4,9.0,12.0,21.0,6.0,15.0,21.0,0.0,0.0,382:38,31:53,63.0,42.0,277.0,84.0,7.0,36.0,213.0,3.0,31.0,31.0,0.0,0.0,19.0,0.0,274.0,22.8,48.0,43.0,2.0,0.0,9.0,0.0,362.0,30.2,519.0,1952.0,3.76,14.0,162.7,431.0,2162.0,5.02,26.0,180.2,39.0,9.0,8.0,13.0,30.0,0.769,40.0,21.0,11.0,6.0,38.0,0.95,22.0,122.0,0.0,5.55,22.0,122.0,0.0,5.55,426.0,249.0,15.0,2890.0,6.78,11.61,14.0,240.8,227.0,383.0,2631.0,19.0,6.87,11.59,219.3,26.0,674.0,1.0,25.92,26.0,674.0,1.0,25.92,102.0,122.0,15.0,239.0,102.0,122.0,15.0,239.0,69.0,520.0,43.33,214.0,82.0,0.383,66.0,162.0,0.407,14.0,31.0,0.452,5.0,8.0,0.625
Kansas St. (Big 12),13,8-5,828.0,5235.0,6.32,51.0,402.7,919.0,4665.0,5.08,33.0,35.0,358.8,8.0,17.0,25.0,12.0,13.0,25.0,0.0,0.0,412:29,31:43,59.0,24.0,240.0,71.0,5.5,26.0,150.0,2.0,56.0,52.0,1.0,0.0,14.0,0.0,432.0,33.2,35.0,32.0,1.0,0.0,18.0,0.0,298.0,22.9,514.0,2314.0,4.5,29.0,178.0,461.0,1808.0,3.92,20.0,139.1,48.0,26.0,5.0,11.0,42.0,0.875,44.0,17.0,8.0,15.0,40.0,0.909,10.0,128.0,0.0,12.8,10.0,128.0,0.0,12.8,314.0,197.0,13.0,2921.0,9.3,14.83,22.0,224.7,277.0,458.0,2857.0,13.0,6.24,10.31,219.8,54.0,1107.0,1.0,20.5,54.0,1107.0,1.0,20.5,109.0,127.0,13.0,249.0,109.0,127.0,13.0,249.0,66.0,585.0,45.0,162.0,79.0,0.488,81.0,198.0,0.409,4.0,7.0,0.571,11.0,23.0,0.478
Southern California (Pac-12),14,10-4,924.0,5599.0,6.06,49.0,399.9,942.0,4693.0,4.98,34.0,39.0,335.2,5.0,17.0,22.0,8.0,9.0,17.0,5.0,0.36,463:00,33:04,79.0,24.0,373.0,91.0,6.5,34.0,220.0,2.43,53.0,49.0,1.0,0.0,15.0,1.0,416.0,29.7,39.0,36.0,2.0,0.0,7.0,1.0,297.0,21.2,535.0,2419.0,4.52,29.0,172.8,426.0,1689.0,3.96,14.0,120.6,40.0,18.0,9.0,10.0,37.0,0.925,43.0,11.0,11.0,5.0,27.0,0.628,16.0,126.0,0.0,7.88,16.0,126.0,0.0,7.88,389.0,250.0,9.0,3180.0,8.17,12.72,20.0,227.1,293.0,516.0,3004.0,20.0,5.82,10.25,214.6,58.0,1173.0,0.0,20.22,58.0,1173.0,0.0,20.22,95.0,135.0,25.0,255.0,95.0,135.0,25.0,255.0,94.0,811.0,57.93,185.0,65.0,0.351,66.0,202.0,0.327,8.0,15.0,0.533,8.0,22.0,0.364
Northwestern (Big Ten),12,5-7,889.0,4795.0,5.39,31.0,399.6,930.0,5082.0,5.46,36.0,40.0,423.5,4.0,19.0,23.0,7.0,13.0,20.0,3.0,0.25,351:04,29:15,60.0,28.0,303.0,74.0,6.2,36.0,198.0,3.0,35.0,35.0,0.0,0.0,23.0,0.0,314.0,26.2,40.0,35.0,1.0,0.0,16.0,0.0,325.0,27.1,507.0,2069.0,4.08,16.0,172.4,484.0,2008.0,4.15,16.0,167.3,46.0,13.0,11.0,20.0,44.0,0.957,44.0,13.0,12.0,13.0,38.0,0.864,16.0,61.0,1.0,3.81,16.0,61.0,1.0,3.81,382.0,241.0,13.0,2726.0,7.14,11.31,15.0,227.2,267.0,446.0,3074.0,20.0,6.89,11.51,256.2,43.0,829.0,0.0,19.28,43.0,829.0,0.0,19.28,123.0,155.0,9.0,287.0,123.0,155.0,9.0,287.0,49.0,417.0,34.75,188.0,75.0,0.399,73.0,182.0,0.401,6.0,14.0,0.429,8.0,16.0,0.5
Temple (AAC),12,2-10,840.0,4788.0,5.7,40.0,399.0,888.0,5683.0,6.4,41.0,42.0,473.6,10.0,3.0,13.0,8.0,11.0,19.0,-6.0,-0.5,341:47,28:28,69.0,8.0,230.0,73.0,6.1,32.0,208.0,2.67,42.0,34.0,2.0,0.0,3.0,0.0,299.0,24.9,42.0,41.0,0.0,0.0,21.0,1.0,358.0,29.8,422.0,1792.0,4.25,17.0,149.3,457.0,2100.0,4.6,17.0,175.0,37.0,16.0,10.0,3.0,29.0,0.784,51.0,16.0,10.0,17.0,43.0,0.843,24.0,109.0,0.0,4.54,24.0,109.0,0.0,4.54,418.0,235.0,11.0,2996.0,7.17,12.75,23.0,249.7,278.0,431.0,3583.0,24.0,8.31,12.89,298.6,47.0,1000.0,0.0,21.28,47.0,1000.0,0.0,21.28,107.0,152.0,27.0,286.0,107.0,152.0,27.0,286.0,77.0,641.0,53.42,173.0,73.0,0.422,70.0,171.0,0.409,11.0,23.0,0.478,10.0,19.0,0.526
Maryland (ACC),13,7-6,891.0,5160.0,5.79,36.0,396.9,957.0,4867.0,5.09,38.0,38.0,374.4,10.0,11.0,21.0,18.0,10.0,28.0,-7.0,-0.54,384:09,29:33,78.0,46.0,456.0,101.0,7.8,27.0,204.0,2.08,39.0,37.0,0.0,1.0,21.0,2.0,340.0,26.2,38.0,36.0,1.0,0.0,21.0,0.0,329.0,25.3,476.0,1929.0,4.05,18.0,148.4,522.0,1941.0,3.72,20.0,149.3,46.0,13.0,9.0,16.0,38.0,0.826,53.0,16.0,14.0,18.0,48.0,0.906,28.0,159.0,0.0,5.68,28.0,159.0,0.0,5.68,415.0,230.0,10.0,3231.0,7.79,14.05,18.0,248.5,269.0,435.0,2926.0,18.0,6.73,10.88,225.1,55.0,1109.0,0.0,20.16,55.0,1109.0,0.0,20.16,104.0,137.0,13.0,254.0,104.0,137.0,13.0,254.0,58.0,477.0,36.69,189.0,60.0,0.317,69.0,202.0,0.342,6.0,18.0,0.333,7.0,17.0,0.412
Utah (Pac-12),12,5-7,864.0,4759.0,5.51,41.0,396.6,887.0,4772.0,5.38,35.0,41.0,397.7,12.0,3.0,15.0,4.0,21.0,25.0,-10.0,-0.83,362:27,30:12,65.0,30.0,336.0,80.0,6.7,23.0,138.0,1.92,43.0,41.0,0.0,0.0,17.0,0.0,350.0,29.2,41.0,32.0,2.0,0.0,18.0,0.0,336.0,28.0,473.0,1924.0,4.07,19.0,160.3,444.0,1564.0,3.52,13.0,130.3,42.0,14.0,13.0,8.0,35.0,0.833,50.0,11.0,18.0,14.0,43.0,0.86,19.0,128.0,0.0,6.74,19.0,128.0,0.0,6.74,391.0,208.0,21.0,2835.0,7.25,13.63,22.0,236.3,262.0,443.0,3208.0,22.0,7.24,12.24,267.3,54.0,1237.0,2.0,22.91,54.0,1237.0,2.0,22.91,82.0,145.0,15.0,242.0,82.0,145.0,15.0,242.0,56.0,542.0,45.17,187.0,64.0,0.342,70.0,192.0,0.365,11.0,18.0,0.611,9.0,18.0,0.5
Buffalo (MAC),13,8-5,965.0,5131.0,5.32,46.0,394.7,890.0,4976.0,5.59,39.0,40.0,382.8,14.0,15.0,29.0,7.0,8.0,15.0,14.0,1.08,410:05,31:32,68.0,44.0,363.0,90.0,6.9,20.0,110.0,1.54,51.0,45.0,0.0,0.0,13.0,2.0,394.0,30.3,40.0,37.0,2.0,0.0,12.0,0.0,317.0,24.4,538.0,2176.0,4.04,21.0,167.4,511.0,2166.0,4.24,24.0,166.6,47.0,19.0,16.0,6.0,41.0,0.872,42.0,16.0,6.0,8.0,30.0,0.714,23.0,182.0,0.0,7.91,23.0,182.0,0.0,7.91,427.0,243.0,8.0,2955.0,6.92,12.16,25.0,227.3,197.0,379.0,2810.0,15.0,7.41,14.26,216.2,51.0,922.0,0.0,18.08,51.0,922.0,0.0,18.08,108.0,117.0,21.0,246.0,108.0,117.0,21.0,246.0,77.0,798.0,61.38,202.0,81.0,0.401,63.0,181.0,0.348,8.0,17.0,0.471,4.0,18.0,0.222
UAB (C-USA),12,2-10,808.0,4715.0,5.84,36.0,392.9,829.0,5974.0,7.21,67.0,71.0,497.8,7.0,7.0,14.0,11.0,9.0,20.0,-6.0,-0.5,367:06,30:35,53.0,14.0,188.0,60.0,5.0,26.0,158.0,2.17,38.0,35.0,2.0,0.0,16.0,0.0,315.0,26.3,71.0,67.0,1.0,0.0,10.0,0.0,525.0,43.8,455.0,2137.0,4.7,17.0,178.1,474.0,2656.0,5.6,35.0,221.3,36.0,14.0,5.0,12.0,31.0,0.861,59.0,28.0,19.0,7.0,54.0,0.915,,,,,,,,,353.0,185.0,9.0,2578.0,7.3,13.94,19.0,214.8,232.0,355.0,3318.0,32.0,9.35,14.3,276.5,,,,,,,,,134.0,133.0,28.0,295.0,134.0,133.0,28.0,295.0,72.0,579.0,48.25,168.0,63.0,0.375,69.0,150.0,0.46,10.0,21.0,0.476,10.0,12.0,0.833
Army West Point (FBS Independent),12,3-9,847.0,4648.0,5.49,38.0,387.3,753.0,4930.0,6.55,48.0,49.0,410.8,9.0,7.0,16.0,13.0,4.0,17.0,-1.0,-0.08,385:48,32:09,54.0,8.0,204.0,58.0,4.8,17.0,69.0,1.42,38.0,37.0,1.0,0.0,8.0,1.0,293.0,24.4,49.0,40.0,3.0,0.0,13.0,0.0,379.0,31.6,693.0,3717.0,5.36,34.0,309.8,502.0,2560.0,5.1,29.0,213.3,41.0,27.0,3.0,6.0,36.0,0.878,51.0,22.0,12.0,10.0,44.0,0.863,16.0,108.0,0.0,6.75,16.0,108.0,0.0,6.75,154.0,75.0,4.0,931.0,6.05,12.41,4.0,77.6,155.0,251.0,2370.0,19.0,9.44,15.29,197.5,41.0,832.0,0.0,20.29,41.0,832.0,0.0,20.29,126.0,100.0,9.0,235.0,126.0,100.0,9.0,235.0,45.0,390.0,32.5,168.0,72.0,0.429,64.0,145.0,0.441,13.0,26.0,0.5,10.0,18.0,0.556
Michigan St. (Big Ten),14,13-1,999.0,5397.0,5.4,46.0,385.5,873.0,3531.0,4.04,20.0,21.0,252.2,11.0,17.0,28.0,8.0,7.0,15.0,13.0,0.93,466:26,33:19,64.0,54.0,366.0,91.0,6.5,17.0,127.0,1.21,51.0,48.0,0.0,0.0,19.0,0.0,411.0,29.4,21.0,20.0,0.0,0.0,13.0,0.0,185.0,13.2,569.0,2433.0,4.28,23.0,173.8,425.0,1212.0,2.85,8.0,86.6,50.0,15.0,13.0,12.0,40.0,0.8,30.0,6.0,8.0,10.0,24.0,0.8,18.0,120.0,0.0,6.67,18.0,120.0,0.0,6.67,430.0,248.0,7.0,2964.0,6.89,11.95,23.0,211.7,213.0,448.0,2319.0,12.0,5.18,10.89,165.6,45.0,953.0,0.0,21.18,45.0,953.0,0.0,21.18,64.0,110.0,26.0,200.0,64.0,110.0,26.0,200.0,76.0,706.0,50.43,213.0,94.0,0.441,57.0,204.0,0.279,9.0,14.0,0.643,6.0,19.0,0.316
New Mexico St. (FBS Independent),12,2-10,851.0,4622.0,5.43,32.0,385.2,862.0,6594.0,7.65,66.0,71.0,549.5,10.0,10.0,20.0,13.0,13.0,26.0,-6.0,-0.5,353:05,29:25,33.0,28.0,145.0,47.0,3.9,25.0,167.0,2.08,32.0,29.0,0.0,0.0,10.0,0.0,251.0,20.9,71.0,64.0,2.0,1.0,13.0,0.0,535.0,44.6,444.0,1731.0,3.9,14.0,144.3,524.0,3594.0,6.86,45.0,299.5,35.0,14.0,10.0,8.0,32.0,0.914,63.0,32.0,9.0,10.0,51.0,0.81,28.0,255.0,2.0,9.11,28.0,255.0,2.0,9.11,407.0,265.0,13.0,2891.0,7.1,10.91,18.0,240.9,218.0,338.0,3000.0,21.0,8.88,13.76,250.0,34.0,811.0,2.0,23.85,34.0,811.0,2.0,23.85,161.0,120.0,9.0,290.0,161.0,120.0,9.0,290.0,51.0,455.0,37.92,169.0,62.0,0.367,71.0,157.0,0.452,4.0,11.0,0.364,10.0,18.0,0.556
Fla. Atlantic (C-USA),12,6-6,852.0,4575.0,5.37,37.0,381.3,801.0,3911.0,4.88,29.0,32.0,325.9,6.0,13.0,19.0,11.0,11.0,22.0,-3.0,-0.25,380:02,31:40,61.0,22.0,338.0,72.0,6.0,26.0,148.0,2.17,41.0,36.0,1.0,0.0,11.0,0.0,317.0,26.4,32.0,30.0,0.0,0.0,15.0,0.0,267.0,22.3,499.0,2195.0,4.4,21.0,182.9,457.0,1973.0,4.32,18.0,164.4,40.0,15.0,10.0,7.0,32.0,0.8,33.0,14.0,6.0,8.0,28.0,0.848,,,,,,,,,353.0,196.0,11.0,2380.0,6.74,12.14,16.0,198.3,162.0,344.0,1938.0,11.0,5.63,11.96,161.5,,,,,,,,,97.0,97.0,14.0,208.0,97.0,97.0,14.0,208.0,56.0,481.0,40.08,185.0,74.0,0.4,57.0,170.0,0.335,8.0,15.0,0.533,7.0,16.0,0.438
Ohio (MAC),13,7-6,887.0,4932.0,5.56,38.0,379.4,918.0,5276.0,5.75,45.0,46.0,405.8,8.0,14.0,22.0,11.0,13.0,24.0,-2.0,-0.15,353:45,27:12,54.0,38.0,275.0,73.0,5.6,19.0,150.0,1.46,43.0,42.0,0.0,0.0,18.0,1.0,356.0,27.4,46.0,43.0,0.0,0.0,12.0,1.0,357.0,27.5,462.0,1742.0,3.77,16.0,134.0,529.0,2443.0,4.62,21.0,187.9,55.0,14.0,16.0,15.0,45.0,0.818,43.0,15.0,9.0,7.0,31.0,0.721,15.0,68.0,0.0,4.53,15.0,68.0,0.0,4.53,425.0,256.0,13.0,3190.0,7.51,12.46,22.0,245.4,229.0,389.0,2833.0,24.0,7.28,12.37,217.9,64.0,1133.0,1.0,17.7,64.0,1133.0,1.0,17.7,110.0,133.0,24.0,267.0,110.0,133.0,24.0,267.0,74.0,712.0,54.77,189.0,74.0,0.392,88.0,199.0,0.442,5.0,12.0,0.417,8.0,14.0,0.571
Iowa (Big Ten),13,8-5,932.0,4901.0,5.26,37.0,377.0,861.0,3940.0,4.58,28.0,30.0,303.1,8.0,13.0,21.0,7.0,15.0,22.0,-1.0,-0.08,406:09,31:14,55.0,50.0,239.0,80.0,6.2,15.0,61.0,1.15,42.0,42.0,0.0,0.0,16.0,0.0,342.0,26.3,30.0,30.0,0.0,0.0,12.0,0.0,246.0,18.9,557.0,2339.0,4.2,18.0,179.9,466.0,1669.0,3.58,8.0,128.4,54.0,18.0,10.0,13.0,41.0,0.759,28.0,7.0,8.0,9.0,24.0,0.857,21.0,103.0,0.0,4.9,21.0,103.0,0.0,4.9,375.0,213.0,15.0,2562.0,6.83,12.03,19.0,197.1,217.0,395.0,2271.0,20.0,5.75,10.47,174.7,39.0,908.0,0.0,23.28,39.0,908.0,0.0,23.28,96.0,103.0,8.0,207.0,96.0,103.0,8.0,207.0,52.0,425.0,32.69,202.0,88.0,0.436,71.0,199.0,0.357,5.0,17.0,0.294,12.0,21.0,0.571
Syracuse (ACC),13,7-6,958.0,4899.0,5.11,38.0,376.8,897.0,4773.0,5.32,41.0,42.0,367.2,9.0,15.0,24.0,5.0,17.0,22.0,2.0,0.15,395:36,30:25,80.0,28.0,438.0,94.0,7.2,18.0,109.0,1.38,38.0,32.0,1.0,0.0,11.0,0.0,295.0,22.7,42.0,40.0,1.0,0.0,12.0,0.0,330.0,25.4,553.0,2533.0,4.58,25.0,194.8,469.0,1786.0,3.81,19.0,137.4,46.0,21.0,8.0,8.0,37.0,0.804,40.0,13.0,12.0,9.0,34.0,0.85,32.0,288.0,0.0,9.0,32.0,288.0,0.0,9.0,405.0,242.0,17.0,2366.0,5.84,9.78,13.0,182.0,250.0,428.0,2987.0,22.0,6.98,11.95,229.8,45.0,760.0,0.0,16.89,45.0,760.0,0.0,16.89,98.0,122.0,23.0,243.0,98.0,122.0,23.0,243.0,99.0,804.0,61.85,209.0,81.0,0.388,63.0,188.0,0.335,8.0,17.0,0.471,8.0,19.0,0.421
Michigan (Big Ten),13,7-6,893.0,4855.0,5.44,48.0,373.5,912.0,4829.0,5.29,37.0,40.0,371.5,9.0,17.0,26.0,8.0,13.0,21.0,5.0,0.38,406:43,31:17,57.0,26.0,283.0,70.0,5.4,36.0,270.0,2.77,52.0,49.0,2.0,0.0,18.0,0.0,419.0,32.2,40.0,37.0,0.0,0.0,24.0,0.0,349.0,26.8,498.0,1634.0,3.28,27.0,125.7,478.0,1822.0,3.81,14.0,140.2,56.0,23.0,14.0,10.0,48.0,0.857,45.0,10.0,14.0,15.0,39.0,0.867,28.0,178.0,0.0,6.36,28.0,178.0,0.0,6.36,395.0,237.0,13.0,3221.0,8.15,13.59,21.0,247.8,243.0,434.0,3007.0,23.0,6.93,12.37,231.3,34.0,792.0,0.0,23.29,34.0,792.0,0.0,23.29,108.0,138.0,9.0,255.0,108.0,138.0,9.0,255.0,54.0,448.0,34.46,181.0,71.0,0.392,76.0,191.0,0.398,7.0,13.0,0.538,6.0,15.0,0.4
