Team,Games,Win-Loss,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game,Time of Possession,Average Time of Possession per Game,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,Sacks,Sack Yards,Average Sacks per Game,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Pass Attempts,Pass Completions,Passing Interceptions Thrown,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Opp Kickoff Returns,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,First Down Runs,First Down Passes,First Down Penalties,First Downs,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,Penalties,Penalty Yards,Penalty Yards Per Game,3rd Attempts,3rd Conversions,3rd Percent,Opp 3rd Conversion,Opp 3rd Attempt,Opponent 3rd Percent,4th Attempts,4th Conversions,4th Percent,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent
Texas A&M (SEC),13,8-5,953.0,6071.0,6.37,53.0,,1035.0,5743.0,5.55,37.0,38.0,441.8,12.0,12.0,24.0,12.0,9.0,21.0,3.0,0.23,344:38,26:30,82.0,58.0,437.0,111.0,8.5,21.0,154.0,1.62,57.0,54.0,2.0,0.0,17.0,1.0,453.0,34.8,38.0,32.0,1.0,0.0,19.0,0.0,319.0,24.5,484.0,2754.0,5.69,28.0,211.8,573.0,2493.0,4.35,21.0,191.8,54.0,18.0,15.0,13.0,46.0,0.852,56.0,14.0,12.0,16.0,42.0,0.75,20.0,104.0,0.0,5.2,20.0,104.0,0.0,5.2,469.0,255.0,9.0,3317.0,7.07,13.01,25.0,255.2,272.0,462.0,3250.0,16.0,7.03,11.95,250.0,21.0,417.0,0.0,19.86,21.0,417.0,0.0,19.86,133.0,142.0,31.0,306.0,133.0,142.0,31.0,306.0,81.0,685.0,52.69,194.0,76.0,0.392,82.0,211.0,0.389,10.0,18.0,0.556,7.0,21.0,0.333
Florida St. (ACC),13,10-3,939.0,6063.0,6.46,56.0,,861.0,4538.0,5.27,37.0,40.0,349.1,8.0,15.0,23.0,12.0,8.0,20.0,3.0,0.23,428:00,32:55,81.0,28.0,431.0,95.0,7.3,36.0,301.0,2.77,57.0,54.0,0.0,0.0,20.0,0.0,456.0,35.1,40.0,32.0,2.0,1.0,15.0,1.0,325.0,25.0,518.0,2630.0,5.08,33.0,202.3,457.0,1664.0,3.64,19.0,128.0,57.0,26.0,18.0,11.0,55.0,0.965,45.0,15.0,11.0,10.0,36.0,0.8,15.0,279.0,1.0,18.6,15.0,279.0,1.0,18.6,421.0,244.0,8.0,3433.0,8.15,14.07,23.0,264.1,224.0,404.0,2874.0,18.0,7.11,12.83,221.1,33.0,595.0,0.0,18.03,33.0,595.0,0.0,18.03,89.0,125.0,31.0,245.0,89.0,125.0,31.0,245.0,100.0,948.0,72.92,169.0,74.0,0.438,61.0,180.0,0.339,3.0,5.0,0.6,8.0,18.0,0.444
Ole Miss (SEC),12,5-7,905.0,5572.0,6.16,44.0,,896.0,5535.0,6.18,46.0,50.0,461.3,8.0,8.0,16.0,5.0,14.0,19.0,-3.0,-0.25,311:13,25:56,51.0,34.0,265.0,68.0,5.7,26.0,153.0,2.17,47.0,41.0,1.0,0.0,22.0,0.0,391.0,32.6,50.0,48.0,0.0,0.0,20.0,0.0,408.0,34.0,422.0,1793.0,4.25,17.0,149.4,546.0,2956.0,5.41,31.0,246.3,57.0,13.0,18.0,17.0,48.0,0.842,48.0,25.0,10.0,10.0,45.0,0.938,15.0,177.0,1.0,11.8,15.0,177.0,1.0,11.8,483.0,289.0,14.0,3779.0,7.82,13.08,27.0,314.9,206.0,350.0,2579.0,15.0,7.37,12.52,214.9,45.0,921.0,0.0,20.47,45.0,921.0,0.0,20.47,137.0,116.0,17.0,270.0,137.0,116.0,17.0,270.0,59.0,520.0,43.33,169.0,68.0,0.402,75.0,180.0,0.417,6.0,16.0,0.375,9.0,14.0,0.643
NIU (MAC),12,5-7,949.0,5565.0,5.86,47.0,,936.0,5418.0,5.79,49.0,49.0,451.5,2.0,14.0,16.0,4.0,13.0,17.0,-1.0,-0.08,333:16,27:46,60.0,26.0,281.0,73.0,6.1,8.0,47.0,0.67,48.0,45.0,0.0,0.0,11.0,0.0,366.0,30.5,49.0,46.0,0.0,0.0,8.0,0.0,364.0,30.3,549.0,2877.0,5.24,27.0,239.8,520.0,2410.0,4.63,24.0,200.8,50.0,20.0,12.0,9.0,41.0,0.82,49.0,16.0,14.0,7.0,37.0,0.755,24.0,93.0,0.0,3.88,24.0,93.0,0.0,3.88,400.0,232.0,13.0,2688.0,6.72,11.59,20.0,224.0,236.0,416.0,3008.0,25.0,7.23,12.75,250.7,44.0,932.0,0.0,21.18,44.0,932.0,0.0,21.18,120.0,141.0,31.0,292.0,120.0,141.0,31.0,292.0,84.0,834.0,69.5,203.0,84.0,0.414,70.0,185.0,0.378,9.0,19.0,0.474,10.0,15.0,0.667
Memphis (AAC),13,8-5,964.0,6028.0,6.25,57.0,,1025.0,5910.0,5.77,48.0,49.0,454.6,13.0,16.0,29.0,11.0,10.0,21.0,8.0,0.62,353:55,27:13,67.0,14.0,274.0,74.0,5.7,35.0,254.0,2.69,63.0,58.0,3.0,0.0,21.0,0.0,505.0,38.8,49.0,48.0,0.0,0.0,11.0,0.0,375.0,28.8,487.0,2071.0,4.25,23.0,159.3,530.0,2664.0,5.03,28.0,204.9,55.0,19.0,16.0,9.0,44.0,0.8,48.0,19.0,11.0,10.0,40.0,0.833,7.0,66.0,0.0,9.43,7.0,66.0,0.0,9.43,477.0,303.0,10.0,3957.0,8.3,13.06,34.0,304.4,304.0,495.0,3246.0,20.0,6.56,10.68,249.7,28.0,449.0,0.0,16.04,28.0,449.0,0.0,16.04,137.0,147.0,25.0,309.0,137.0,147.0,25.0,309.0,82.0,771.0,59.31,194.0,79.0,0.407,73.0,192.0,0.38,13.0,22.0,0.591,14.0,23.0,0.609
TCU (Big 12),13,6-7,991.0,6021.0,6.08,48.0,,1006.0,5522.0,5.49,42.0,43.0,424.8,8.0,8.0,16.0,6.0,14.0,20.0,-4.0,-0.31,365:22,28:06,72.0,28.0,408.0,86.0,6.6,31.0,202.0,2.38,50.0,47.0,1.0,0.0,18.0,0.0,403.0,31.0,43.0,39.0,2.0,0.0,21.0,0.0,364.0,28.0,488.0,2535.0,5.19,30.0,195.0,578.0,2416.0,4.18,23.0,185.8,60.0,25.0,8.0,15.0,48.0,0.8,54.0,20.0,10.0,19.0,49.0,0.907,22.0,87.0,0.0,3.95,22.0,87.0,0.0,3.95,503.0,295.0,14.0,3486.0,6.93,11.82,18.0,268.2,244.0,428.0,3106.0,19.0,7.26,12.73,238.9,46.0,874.0,0.0,19.0,46.0,874.0,0.0,19.0,130.0,128.0,16.0,274.0,130.0,128.0,16.0,274.0,88.0,797.0,61.31,197.0,80.0,0.406,98.0,225.0,0.436,10.0,17.0,0.588,10.0,18.0,0.556
Colorado St. (Mountain West),13,7-6,900.0,6012.0,6.68,59.0,,892.0,5450.0,6.11,52.0,53.0,419.2,6.0,8.0,14.0,8.0,7.0,15.0,-1.0,-0.08,380:58,29:18,63.0,38.0,324.0,82.0,6.3,13.0,114.0,1.0,61.0,56.0,2.0,0.0,11.0,0.0,459.0,35.3,53.0,50.0,0.0,0.0,9.0,0.0,395.0,30.4,539.0,2831.0,5.25,30.0,217.8,577.0,2782.0,4.82,34.0,214.0,53.0,22.0,20.0,8.0,50.0,0.943,47.0,27.0,9.0,8.0,44.0,0.936,17.0,113.0,0.0,6.65,17.0,113.0,0.0,6.65,361.0,218.0,7.0,3181.0,8.81,14.59,29.0,244.7,185.0,315.0,2668.0,18.0,8.47,14.42,205.2,32.0,628.0,0.0,19.63,32.0,628.0,0.0,19.63,131.0,121.0,17.0,269.0,131.0,121.0,17.0,269.0,79.0,704.0,54.15,172.0,73.0,0.424,95.0,194.0,0.49,13.0,23.0,0.565,10.0,22.0,0.455
Ohio St. (Big Ten),13,11-2,992.0,5969.0,6.02,59.0,,882.0,3858.0,4.37,19.0,22.0,296.8,6.0,21.0,27.0,5.0,7.0,12.0,15.0,1.15,431:15,33:10,63.0,48.0,357.0,87.0,6.7,28.0,150.0,2.15,66.0,63.0,0.0,0.0,17.0,1.0,512.0,39.4,22.0,21.0,0.0,0.0,16.0,0.0,201.0,15.5,583.0,3188.0,5.47,33.0,245.2,481.0,1619.0,3.37,8.0,124.5,62.0,28.0,12.0,14.0,54.0,0.871,40.0,8.0,7.0,14.0,29.0,0.725,14.0,55.0,0.0,3.93,14.0,55.0,0.0,3.93,409.0,255.0,7.0,2781.0,6.8,10.91,26.0,213.9,196.0,401.0,2239.0,11.0,5.58,11.42,172.2,52.0,984.0,1.0,18.92,52.0,984.0,1.0,18.92,88.0,104.0,8.0,200.0,88.0,104.0,8.0,200.0,82.0,658.0,50.62,199.0,93.0,0.467,64.0,199.0,0.322,13.0,21.0,0.619,8.0,23.0,0.348
Washington (Pac-12),14,12-2,937.0,6397.0,6.83,71.0,,963.0,4436.0,4.61,29.0,30.0,316.9,14.0,19.0,33.0,6.0,9.0,15.0,18.0,1.29,434:44,31:03,72.0,36.0,346.0,90.0,6.4,26.0,141.0,1.86,77.0,75.0,0.0,0.0,16.0,0.0,585.0,41.8,30.0,28.0,1.0,0.0,12.0,1.0,248.0,17.7,529.0,2774.0,5.24,24.0,198.1,514.0,1875.0,3.65,16.0,133.9,58.0,17.0,26.0,11.0,54.0,0.931,43.0,13.0,11.0,9.0,33.0,0.767,13.0,116.0,0.0,8.92,13.0,116.0,0.0,8.92,408.0,254.0,9.0,3623.0,8.88,14.26,47.0,258.8,257.0,449.0,2561.0,13.0,5.7,9.96,182.9,58.0,1093.0,0.0,18.84,58.0,1093.0,0.0,18.84,98.0,119.0,29.0,246.0,98.0,119.0,29.0,246.0,73.0,628.0,44.86,170.0,75.0,0.441,63.0,206.0,0.306,5.0,10.0,0.5,18.0,37.0,0.486
New Mexico (Mountain West),13,9-4,867.0,5939.0,6.85,59.0,,816.0,5132.0,6.29,53.0,54.0,394.8,5.0,8.0,13.0,8.0,6.0,14.0,-1.0,-0.08,440:54,33:54,58.0,30.0,275.0,73.0,5.6,12.0,71.0,0.92,63.0,61.0,1.0,0.0,12.0,0.0,477.0,36.7,54.0,49.0,0.0,0.0,12.0,0.0,409.0,31.5,688.0,4550.0,6.61,48.0,350.0,471.0,2242.0,4.76,29.0,172.5,47.0,31.0,4.0,7.0,42.0,0.894,45.0,21.0,11.0,8.0,40.0,0.889,24.0,204.0,1.0,8.5,24.0,204.0,1.0,8.5,179.0,96.0,6.0,1389.0,7.76,14.47,11.0,106.8,201.0,345.0,2890.0,24.0,8.38,14.38,222.3,13.0,307.0,0.0,23.62,13.0,307.0,0.0,23.62,107.0,121.0,26.0,254.0,107.0,121.0,26.0,254.0,82.0,737.0,56.69,172.0,79.0,0.459,63.0,159.0,0.396,16.0,22.0,0.727,9.0,16.0,0.563
Alabama (SEC),15,14-1,1056.0,6829.0,6.47,59.0,,983.0,3927.0,3.99,20.0,21.0,261.8,13.0,16.0,29.0,10.0,9.0,19.0,10.0,0.67,463:59,30:55,91.0,54.0,615.0,118.0,7.9,24.0,143.0,1.6,74.0,72.0,0.0,0.0,22.0,0.0,582.0,38.8,21.0,19.0,0.0,1.0,16.0,0.0,195.0,13.0,639.0,3675.0,5.75,33.0,245.0,476.0,959.0,2.01,5.0,63.9,65.0,24.0,16.0,18.0,58.0,0.892,25.0,4.0,8.0,9.0,21.0,0.84,20.0,213.0,0.0,10.65,20.0,213.0,0.0,10.65,417.0,265.0,9.0,3154.0,7.56,11.9,26.0,210.3,273.0,507.0,2968.0,15.0,5.85,10.87,197.9,57.0,1212.0,0.0,21.26,57.0,1212.0,0.0,21.26,71.0,125.0,21.0,217.0,71.0,125.0,21.0,217.0,86.0,660.0,44.0,208.0,91.0,0.438,73.0,238.0,0.307,10.0,17.0,0.588,4.0,23.0,0.174
Eastern Mich. (MAC),13,7-6,999.0,5917.0,5.92,46.0,,963.0,5625.0,5.84,48.0,52.0,432.7,13.0,11.0,24.0,6.0,17.0,23.0,1.0,0.08,400:18,30:47,39.0,42.0,206.0,60.0,4.6,13.0,89.0,1.0,47.0,42.0,1.0,0.0,19.0,1.0,385.0,29.6,52.0,47.0,1.0,0.0,9.0,0.0,388.0,29.8,480.0,2068.0,4.31,21.0,159.1,502.0,2178.0,4.34,23.0,167.5,57.0,18.0,18.0,15.0,51.0,0.895,44.0,18.0,12.0,7.0,37.0,0.841,16.0,115.0,1.0,7.19,16.0,115.0,1.0,7.19,519.0,309.0,17.0,3849.0,7.42,12.46,25.0,296.1,279.0,461.0,3447.0,25.0,7.48,12.35,265.2,55.0,1072.0,0.0,19.49,55.0,1072.0,0.0,19.49,124.0,159.0,28.0,311.0,124.0,159.0,28.0,311.0,76.0,741.0,57.0,203.0,95.0,0.468,75.0,179.0,0.419,8.0,13.0,0.615,12.0,16.0,0.75
Air Force (Mountain West),13,10-3,977.0,5878.0,6.02,53.0,,819.0,4743.0,5.79,43.0,45.0,364.8,8.0,15.0,23.0,9.0,8.0,17.0,6.0,0.46,442:44,34:03,57.0,28.0,319.0,71.0,5.5,17.0,104.0,1.31,56.0,51.0,2.0,0.0,22.0,0.0,457.0,35.2,45.0,40.0,2.0,0.0,9.0,0.0,341.0,26.2,827.0,4126.0,4.99,39.0,317.4,436.0,1484.0,3.4,20.0,114.2,60.0,33.0,3.0,17.0,53.0,0.883,43.0,17.0,10.0,8.0,35.0,0.814,19.0,86.0,0.0,4.53,19.0,86.0,0.0,4.53,150.0,68.0,8.0,1752.0,11.68,25.76,14.0,134.8,201.0,383.0,3259.0,23.0,8.51,16.21,250.7,39.0,813.0,0.0,20.85,39.0,813.0,0.0,20.85,78.0,127.0,24.0,229.0,78.0,127.0,24.0,229.0,67.0,681.0,52.38,196.0,99.0,0.505,77.0,177.0,0.435,8.0,15.0,0.533,8.0,19.0,0.421
Ball St. (MAC),12,4-8,955.0,5390.0,5.64,39.0,,885.0,5643.0,6.38,42.0,46.0,470.3,7.0,7.0,14.0,9.0,15.0,24.0,-10.0,-0.83,372:36,31:03,58.0,52.0,295.0,84.0,7.0,19.0,114.0,1.58,40.0,37.0,1.0,0.0,15.0,0.0,324.0,27.0,46.0,44.0,1.0,0.0,13.0,0.0,361.0,30.1,519.0,2640.0,5.09,25.0,220.0,405.0,1807.0,4.46,15.0,150.6,55.0,23.0,9.0,11.0,43.0,0.782,32.0,12.0,10.0,8.0,30.0,0.938,16.0,129.0,1.0,8.06,16.0,129.0,1.0,8.06,436.0,263.0,15.0,2750.0,6.31,10.46,14.0,229.2,301.0,480.0,3836.0,27.0,7.99,12.74,319.7,53.0,1042.0,0.0,19.66,53.0,1042.0,0.0,19.66,93.0,165.0,15.0,273.0,93.0,165.0,15.0,273.0,48.0,426.0,35.5,195.0,88.0,0.451,83.0,184.0,0.451,12.0,23.0,0.522,4.0,17.0,0.235
Pittsburgh (ACC),13,8-5,866.0,5808.0,6.71,64.0,,985.0,5886.0,5.98,56.0,59.0,452.8,10.0,9.0,19.0,9.0,9.0,18.0,1.0,0.08,401:33,30:53,70.0,40.0,411.0,90.0,6.9,10.0,75.0,0.77,72.0,66.0,1.0,0.0,10.0,1.0,532.0,40.9,59.0,54.0,1.0,0.0,16.0,0.0,458.0,35.2,542.0,2926.0,5.4,36.0,225.1,436.0,1555.0,3.57,28.0,119.6,59.0,31.0,14.0,6.0,51.0,0.864,58.0,22.0,18.0,13.0,53.0,0.914,29.0,236.0,0.0,8.14,29.0,236.0,0.0,8.14,324.0,189.0,9.0,2882.0,8.9,15.25,28.0,221.7,350.0,549.0,4331.0,28.0,7.89,12.37,333.2,66.0,1297.0,1.0,19.65,66.0,1297.0,1.0,19.65,87.0,193.0,23.0,303.0,87.0,193.0,23.0,303.0,74.0,647.0,49.77,174.0,79.0,0.454,80.0,197.0,0.406,7.0,13.0,0.538,21.0,28.0,0.75
Virginia Tech (ACC),14,10-4,1087.0,6229.0,5.73,58.0,,955.0,4770.0,4.99,40.0,41.0,340.7,9.0,16.0,25.0,18.0,8.0,26.0,-1.0,-0.07,437:35,31:15,74.0,78.0,421.0,113.0,8.1,32.0,162.0,2.29,61.0,58.0,1.0,0.0,20.0,2.0,490.0,35.0,41.0,38.0,1.0,0.0,11.0,0.0,319.0,22.8,638.0,2563.0,4.02,27.0,183.1,524.0,1967.0,3.75,22.0,140.5,68.0,20.0,22.0,18.0,60.0,0.882,41.0,18.0,7.0,9.0,34.0,0.829,14.0,61.0,0.0,4.36,14.0,61.0,0.0,4.36,449.0,279.0,8.0,3666.0,8.16,13.14,31.0,261.9,216.0,431.0,2803.0,18.0,6.5,12.98,200.2,21.0,376.0,0.0,17.9,21.0,376.0,0.0,17.9,98.0,116.0,26.0,240.0,98.0,116.0,26.0,240.0,71.0,656.0,46.86,212.0,90.0,0.425,56.0,204.0,0.275,9.0,16.0,0.563,10.0,21.0,0.476
Tennessee (SEC),13,9-4,896.0,5768.0,6.44,59.0,,1000.0,5840.0,5.84,46.0,48.0,449.2,13.0,11.0,24.0,14.0,12.0,26.0,-2.0,-0.15,356:13,27:24,86.0,28.0,371.0,100.0,7.7,25.0,225.0,1.92,63.0,62.0,0.0,0.0,11.0,0.0,473.0,36.4,48.0,45.0,0.0,0.0,14.0,0.0,375.0,28.8,517.0,2668.0,5.16,31.0,205.2,568.0,2841.0,5.0,28.0,218.5,49.0,23.0,13.0,7.0,43.0,0.878,50.0,20.0,11.0,12.0,43.0,0.86,12.0,152.0,1.0,12.67,12.0,152.0,1.0,12.67,379.0,238.0,12.0,3100.0,8.18,13.03,28.0,238.5,238.0,432.0,2999.0,18.0,6.94,12.6,230.7,34.0,689.0,0.0,20.26,34.0,689.0,0.0,20.26,136.0,135.0,22.0,293.0,136.0,135.0,22.0,293.0,80.0,735.0,56.54,175.0,72.0,0.411,78.0,206.0,0.379,2.0,9.0,0.222,8.0,26.0,0.308
Houston (AAC),13,9-4,1084.0,5764.0,5.32,53.0,,866.0,4155.0,4.8,35.0,37.0,319.6,11.0,7.0,18.0,10.0,15.0,25.0,-7.0,-0.54,429:50,33:03,83.0,34.0,429.0,100.0,7.7,37.0,243.0,2.85,59.0,56.0,0.0,0.0,16.0,4.0,466.0,35.8,37.0,34.0,1.0,0.0,15.0,1.0,305.0,23.5,561.0,1912.0,3.41,29.0,147.1,447.0,1302.0,2.91,16.0,100.2,64.0,26.0,17.0,12.0,55.0,0.859,34.0,13.0,6.0,11.0,30.0,0.882,13.0,34.0,0.0,2.62,13.0,34.0,0.0,2.62,523.0,352.0,15.0,3852.0,7.37,10.94,24.0,296.3,235.0,419.0,2853.0,19.0,6.81,12.14,219.5,43.0,991.0,0.0,23.05,43.0,991.0,0.0,23.05,74.0,123.0,16.0,213.0,74.0,123.0,16.0,213.0,58.0,554.0,42.62,231.0,109.0,0.472,69.0,202.0,0.342,19.0,30.0,0.633,8.0,19.0,0.421
Syracuse (ACC),12,4-8,971.0,5290.0,5.45,39.0,,870.0,6013.0,6.91,55.0,61.0,501.1,9.0,10.0,19.0,7.0,13.0,20.0,-1.0,-0.08,344:21,28:41,44.0,28.0,261.0,58.0,4.8,38.0,220.0,3.17,40.0,36.0,0.0,0.0,10.0,1.0,308.0,25.7,61.0,57.0,1.0,1.0,12.0,0.0,463.0,38.6,449.0,1435.0,3.2,15.0,119.6,497.0,2700.0,5.43,35.0,225.0,37.0,13.0,12.0,4.0,29.0,0.784,48.0,24.0,9.0,6.0,39.0,0.813,27.0,219.0,1.0,8.11,27.0,219.0,1.0,8.11,522.0,332.0,13.0,3855.0,7.39,11.61,24.0,321.3,215.0,373.0,3313.0,20.0,8.88,15.41,276.1,35.0,847.0,2.0,24.2,35.0,847.0,2.0,24.2,121.0,139.0,15.0,275.0,121.0,139.0,15.0,275.0,96.0,729.0,60.75,212.0,84.0,0.396,72.0,174.0,0.414,17.0,27.0,0.63,9.0,17.0,0.529
Auburn (SEC),13,8-5,934.0,5730.0,6.13,45.0,,928.0,4705.0,5.07,22.0,23.0,361.9,6.0,11.0,17.0,8.0,6.0,14.0,3.0,0.23,379:21,29:10,69.0,28.0,313.0,83.0,6.4,19.0,137.0,1.46,46.0,44.0,0.0,0.0,28.0,1.0,406.0,31.2,23.0,21.0,0.0,0.0,21.0,0.0,222.0,17.1,645.0,3527.0,5.47,33.0,271.3,462.0,1726.0,3.74,8.0,132.8,55.0,25.0,6.0,16.0,47.0,0.855,43.0,7.0,11.0,14.0,32.0,0.744,6.0,19.0,0.0,3.17,6.0,19.0,0.0,3.17,289.0,178.0,6.0,2203.0,7.62,12.38,12.0,169.5,270.0,466.0,2979.0,14.0,6.39,11.03,229.2,19.0,342.0,0.0,18.0,19.0,342.0,0.0,18.0,95.0,137.0,18.0,250.0,95.0,137.0,18.0,250.0,61.0,475.0,36.54,182.0,76.0,0.418,70.0,201.0,0.348,10.0,21.0,0.476,12.0,23.0,0.522
Mississippi St. (SEC),13,6-7,943.0,5723.0,6.07,48.0,,957.0,5968.0,6.24,50.0,53.0,459.1,9.0,14.0,23.0,6.0,10.0,16.0,7.0,0.54,375:06,28:51,67.0,28.0,277.0,81.0,6.2,18.0,117.0,1.38,52.0,48.0,1.0,0.0,11.0,0.0,395.0,30.4,53.0,44.0,3.0,0.0,15.0,0.0,413.0,31.8,532.0,2997.0,5.63,24.0,230.5,485.0,2308.0,4.76,17.0,177.5,53.0,18.0,13.0,10.0,41.0,0.774,57.0,11.0,23.0,12.0,46.0,0.807,9.0,133.0,1.0,14.78,9.0,133.0,1.0,14.78,411.0,230.0,10.0,2726.0,6.63,11.85,24.0,209.7,291.0,472.0,3660.0,33.0,7.75,12.58,281.5,42.0,843.0,0.0,20.07,42.0,843.0,0.0,20.07,110.0,172.0,16.0,298.0,110.0,172.0,16.0,298.0,68.0,617.0,47.46,192.0,78.0,0.406,78.0,190.0,0.411,14.0,28.0,0.5,19.0,28.0,0.679
North Carolina (ACC),13,8-5,860.0,5707.0,6.64,51.0,,987.0,5305.0,5.37,39.0,40.0,408.1,13.0,1.0,14.0,10.0,6.0,16.0,-2.0,-0.15,317:05,24:23,50.0,34.0,294.0,67.0,5.2,20.0,132.0,1.54,54.0,51.0,0.0,0.0,15.0,0.0,420.0,32.3,40.0,39.0,0.0,0.0,13.0,3.0,324.0,24.9,401.0,1896.0,4.73,21.0,145.8,659.0,2955.0,4.48,28.0,227.3,55.0,18.0,18.0,10.0,46.0,0.836,54.0,25.0,6.0,12.0,43.0,0.796,9.0,2.0,0.0,0.22,9.0,2.0,0.0,0.22,459.0,313.0,6.0,3811.0,8.3,12.18,30.0,293.2,183.0,328.0,2350.0,11.0,7.16,12.84,180.8,34.0,775.0,0.0,22.79,34.0,775.0,0.0,22.79,154.0,108.0,23.0,285.0,154.0,108.0,23.0,285.0,99.0,797.0,61.31,165.0,75.0,0.455,89.0,209.0,0.426,6.0,15.0,0.4,14.0,21.0,0.667
Navy (AAC),14,9-5,900.0,6136.0,6.82,70.0,,959.0,6076.0,6.34,52.0,54.0,434.0,11.0,7.0,18.0,9.0,7.0,16.0,2.0,0.14,436:39,31:11,53.0,6.0,249.0,56.0,4.0,23.0,116.0,1.64,73.0,65.0,1.0,0.0,8.0,1.0,531.0,37.9,54.0,51.0,1.0,0.0,19.0,0.0,434.0,31.0,742.0,4342.0,5.85,61.0,310.1,546.0,2519.0,4.61,23.0,179.9,69.0,49.0,6.0,7.0,62.0,0.899,46.0,17.0,12.0,13.0,42.0,0.913,5.0,63.0,0.0,12.6,5.0,63.0,0.0,12.6,158.0,93.0,7.0,1794.0,11.35,19.29,9.0,128.1,267.0,413.0,3557.0,29.0,8.61,13.32,254.1,59.0,1008.0,1.0,17.08,59.0,1008.0,1.0,17.08,136.0,161.0,10.0,307.0,136.0,161.0,10.0,307.0,39.0,341.0,24.36,167.0,91.0,0.545,107.0,200.0,0.535,17.0,28.0,0.607,18.0,27.0,0.667
Colorado (Pac-12),14,10-4,1104.0,6120.0,5.54,51.0,,984.0,4795.0,4.87,32.0,36.0,342.5,11.0,15.0,26.0,9.0,11.0,20.0,6.0,0.43,431:53,30:50,61.0,14.0,373.0,68.0,4.9,31.0,189.0,2.21,55.0,50.0,2.0,0.0,17.0,0.0,435.0,31.1,36.0,35.0,0.0,0.0,17.0,1.0,304.0,21.7,635.0,2557.0,4.03,30.0,182.6,512.0,2085.0,4.07,14.0,148.9,59.0,28.0,10.0,14.0,52.0,0.881,47.0,12.0,12.0,11.0,35.0,0.745,26.0,341.0,3.0,13.12,26.0,341.0,3.0,13.12,469.0,289.0,11.0,3563.0,7.6,12.33,21.0,254.5,235.0,472.0,2710.0,18.0,5.74,11.53,193.6,36.0,929.0,0.0,25.81,36.0,929.0,0.0,25.81,99.0,128.0,19.0,246.0,99.0,128.0,19.0,246.0,76.0,661.0,47.21,235.0,104.0,0.443,72.0,220.0,0.327,8.0,19.0,0.421,9.0,20.0,0.45
Wyoming (Mountain West),14,8-6,1006.0,6083.0,6.05,60.0,,962.0,6344.0,6.59,57.0,61.0,453.1,12.0,15.0,27.0,9.0,15.0,24.0,3.0,0.21,442:02,31:34,68.0,22.0,367.0,79.0,5.6,26.0,189.0,1.86,66.0,64.0,1.0,0.0,13.0,1.0,503.0,35.9,61.0,55.0,1.0,0.0,18.0,0.0,477.0,34.1,627.0,2876.0,4.59,31.0,205.4,537.0,2851.0,5.31,34.0,203.6,53.0,28.0,12.0,8.0,48.0,0.906,53.0,23.0,10.0,12.0,45.0,0.849,21.0,97.0,0.0,4.62,21.0,97.0,0.0,4.62,379.0,210.0,15.0,3207.0,8.46,15.27,29.0,229.1,241.0,425.0,3493.0,23.0,8.22,14.49,249.5,52.0,1344.0,2.0,25.85,52.0,1344.0,2.0,25.85,120.0,152.0,18.0,290.0,120.0,152.0,18.0,290.0,66.0,615.0,43.93,202.0,88.0,0.436,86.0,200.0,0.43,10.0,18.0,0.556,5.0,13.0,0.385
